title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Other Features,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Operating Range,Call Features,Third Party App Support,Display Resolution,Display Size,Display Type,Other Camera Features,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Audio Features,Gesture Control,Voice Control,Other Multimedia Features,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Dial Color,Maximum Operating Altitude,Compatible Device,Talk time,Stand By Time,Operating System,RAM,Internal Memory,Email Support,Other Connectivity Features,Flash,Supported Audio Format,Speaker Volume,International Warranty,Number of Cores,Processor Name,Other Dimensions,Processor Speed,Compatible Operating System,Primary Camera,Diameter,Video Features,Expandable Memory,Supported Video Format,HD Recording,HD Playback
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_321&otracker=search&fm=organic&iid=en_i2cCdpeV7EDz4ZSVIbbAp_P7u-BSEbkoTWs1vTWED7SFyPiuq3QzIm_KoNIxBIpoJWrv6XLBP0IaPo1dKVWjwPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Square,Silver,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,Lithium Polymer,150 min,Upto 5 days,Yes,Magnetic Charging Cable,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",Yes,Yes,,No,No,v5.2,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,240x296 Pixel,2 inch,HD,,Yes,No,1000 Nits High Brightness,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",1 Speaker,Yes,,Wrist to Screen Wake,Yes,,48 mm,11 mm,39 mm,50 g,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,Multicolour,,Smartphone,,480 hr,,,,No,,,,,,,,,,,,,,,,,
"Noise ColorFit Caliber Smart Watch with 15-day battery,...",₹999,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ky0g58w0/smartwatch/d/p/5/-original-imagac7hghz4nnxw.jpeg?q=70,https://www.flipkart.com/noise-colorfit-caliber-smart-watch-15-day-battery-1-69-display-60-sports-modes-smartwatch/p/itmca1838ae9eabf?pid=SMWG9UKQZWGTDCTE&lid=LSTSMWG9UKQZWGTDCTEMK5Q0X&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_325&otracker=search&fm=organic&iid=1d7595e6-c67e-4a03-9f45-41c162c4509f.SMWG9UKQZWGTDCTE.SEARCH&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"Smartwatch, Charging Cable, User Manual, Thank You Card",wrb-sw-colorfitcaliber-std-grn_grn,"ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes",Square,Green,Silicone,Regular,Yes,Yes,1.5 m,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Green,Buckle,3 Axis,Smart Notification,Vibration,,,15 Days,Yes,Magnetic Charger,"Spo2 Measurement, 24x7 Heart Rate Tracking, Stress Monitoring, Body Temp",No,Yes,,,Yes,,10 m,,,240 x 280 pixel,43 mm,TFT,,,Yes,"1.69"" TFT Display",Yes,Yes,Yes,,"60 Sports Mode, Keep Track of Your Daily Activity, Stress Level, Sleep Quality, Heart Rate and Menstrual Cycle",Yes,,Yes,Yes,,,,60 sports modes | 15-day battery | 150+ Cloud-based watch faces | SpO2 monitor | 1.69’’ TFT display | 24/7 heart rate monitor | NoiseFit app | IP68 waterproof,,,,,,,,,,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,Green,,"iPhone, Android Smartphones",,,,,,Yes,NoiseFit App,,,,,,,,,,,,,,,,
"Boult Mirage 1.39"" Screen, BT Calling, Working Crown, Z...","₹1,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/h/q/-original-imagyh8fgghfvfyc.jpeg?q=70,https://www.flipkart.com/boult-mirage-1-39-screen-bt-calling-working-crown-zinc-alloy-frame-500-nits-spo2-smartwatch/p/itm495898725c77a?pid=SMWGTDTXHBZ6YQ2H&lid=LSTSMWGTDTXHBZ6YQ2HE9K9OU&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_329&otracker=search&fm=organic&iid=1d7595e6-c67e-4a03-9f45-41c162c4509f.SMWGTDTXHBZ6YQ2H.SEARCH&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"Smartwatch, Charging Cable, Warranty Card, Strap Adjusting Tool, User Manual",Mirage,"Mirage 1.39"" Screen, BT Calling, Working Crown, Zinc Alloy Frame, 500 Nits, SpO2",Round,Silver,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy Frame,Men & Women,Android & iOS,Inox Steel,,"Real Heart Rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder",Vibrate,Lithium Polymer,120 min,Upto 7 Days,Yes,Magnetic Charging Cable,"Smart Notification, 300+ Watch Faces with Custom watch faces, 1.39 inch HD display, 120+ Sports Modes, Working Crown, 500 Nits High Brightness",Yes,Yes,No,No,No,v5.3,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic",,360 x 360 Pixels,35.31 mm,TFT,,Yes,No,500 Nits High Brightness,Yes,Yes,Yes,No,120+ Workout Modes,Yes,No,No,Yes,No,English (Default),3,"Bluetooth Calling, 1.39"" HD Display, 500nits high brightness Working Crown, Complete Health Monitoring, Female Cycle Tracker, 300+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone",1 Speaker,Yes,,Raise to awake,Yes,,46 mm,286 mm,11.9 mm,106 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories.",1 Year,Multicolour,,Smartphone,,480 Hr,,,,No,,,,,,,,,,,,46 mm,,,,,
"boAt Wanderer Smart Kids Watch w/2Way Video Call,1.43''...","₹5,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/2/8/7/-original-imah3j7yhbrsabd9.jpeg?q=70,https://www.flipkart.com/boat-wanderer-smart-kids-watch-w-2way-video-call-1-43-3-6-cm-screen-sos-geo-fencing-smartwatch/p/itm55eefbb9bdfbb?pid=SMWH3Y82JDW2GQ97&lid=LSTSMWH3Y82JDW2GQ97DBBZZ3&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_333&otracker=search&fm=organic&iid=1d7595e6-c67e-4a03-9f45-41c162c4509f.SMWH3Y82JDW2GQ97.SEARCH&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"Smart Watch, Charging Cable, User Manual",Wanderer Smart,"Wanderer Smart Kids Watch w/2Way Video Call,1.43''(3.6 cm)Screen,SOS,Geo Fencing",Rectangle,Yellow,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Sunshine Yellow,,G-sensor,,,,,Upto 7 days,,,,Yes,Yes,,,,,,,,240 x 240 Pixel,35.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 year warranty from the date of purchase,Reach out to us at info@imaginemarketingindia.com or+912269181920,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,Android & iOS,,,,,,,
Sanvitraders T10 Ultra Smart Watch Smartwatch,₹759,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/2/q/p/53-t10-ultra-2-09-infinite-display-with-bluetooth-calling-original-imah6zvwgzhr4fhm.jpeg?q=70,https://www.flipkart.com/sanvitraders-t10-ultra-smart-watch-smartwatch/p/itmf755a4e2d5aae?pid=SMWH6ZVWEVCB9HGG&lid=LSTSMWH6ZVWEVCB9HGGX1ODIY&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_337&otracker=search&fm=organic&iid=en_i2cCdpeV7EDz4ZSVIbbAp_P7u-BSEbkoTWs1vTWED7SsTn0kZQcQhaWBlLVvA92uXSXcmiB97i8bpRKd_9-xRg%3D%3D&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,1 smart watch,T10 Ultra 2.09 Infinite Display with Bluetooth Calling Smartwatch (Orenge ),T10 Ultra Smart Watch,Square,Orange,Silicone,free size,Yes,Yes,10 m,Fitness & Outdoor,Aluminium,Men & Women,Android,ORENGE,na,PROXIMITY SENSOR,"CALNDER REMINDER, MISSED CALL NOTIFICATION, WHATSAPP & EMAIL NOTIFICATION",Ringer,Lithium,60 min,1 DAY,Yes,Wirless,,Yes,Yes,Yes,Yes,Yes,V3.0,10 m,"Mute Calls, Reject Calls, Take Calls",Full Support,395*460 pixel,53 mm,HD,,Yes,Yes,,Yes,Yes,Yes,Yes,"Sleep Tarcking, Movement Measurement",yes,Yes,Yes,Yes,Yes,English,,"Weather, Barometer",,,,yes,Yes,,,,,,,,,,,Moulticolor,,all Divice,,,Android @Ios,,,Yes,,,,,,na,na,,,,,,,,,,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/f/m/-original-imagrf4gvgfjj8jf.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itme4d41a7681606?pid=SMWGPHT4WMGGHGGC&lid=LSTSMWGPHT4WMGGHGGC7NH1PB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_341&otracker=search&fm=organic&iid=en_i2cCdpeV7EDz4ZSVIbbAp_P7u-BSEbkoTWs1vTWED7SOYq5rFvpbzDKP4SnBnnwxJ9G00zZ85ZmpZjkb8tsvzIE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Orange,,"Real Heart rate, SPO2, Pedometer","Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",,Lithium Polymer,150 min,Upto 5 Days,,,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.95inch 900 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's count",Yes,Yes,No,,No,v5.2,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,240 x 283 Pixel,49.53 mm,TFT,,Yes,No,,Yes,Yes,Yes,,100+ Workout modes,Date and Time,No,No,Yes,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,Yes,Yes,,,,,,6 mm,,,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,
Fastrack Optimus2 Pro-1.43'' AMOLED|Advanced Blazing Fa...,"₹2,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/k/o/-original-imah5hztnhh8zzh7.jpeg?q=70,https://www.flipkart.com/fastrack-optimus2-pro-1-43-amoled-advanced-blazing-fast-ui-aod-metal-case-working-crown-smartwatch/p/itm20aa887511108?pid=SMWH3S4JSHC6PFJB&lid=LSTSMWH3S4JSHC6PFJBVLRKWA&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_345&otracker=search&fm=organic&iid=1d7595e6-c67e-4a03-9f45-41c162c4509f.SMWH3S4JSHC6PFJB.SEARCH&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"Smartwatch, Charging Cable, Quick Start Guide",38153WP01,Optimus2 Pro-1.43'' AMOLED|Advanced Blazing Fast UI|AOD|Metal Case|Working Crown,Round,Pink,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,Metal Alloy,Women,Android & iOS,Pink,,Heart Rate & SpO2,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,Lithium Polymer,120 min,Upto 5 Days,Yes,,"1.43"" AMOLED Display with Bright Pixel Resolution,SingleSync BT Calling with Advanced Chipset, Calculator, AI Voice Assistant, 100+ Sports Modes, One Click Health Measurement, Auto Stress Monitor, 24x7 Heart Rate Monitor, SpO2 and Sleep Monitor with REM Sleep, Breathe Exercise, Alarm, Stopwatch and Timer, Notifications, Weather Display, Camera and Music Contro",Yes,Yes,No,No,Yes,v5.3,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",Not Supported,466 x 466 Pixels,36.32 mm,AMOLED,Camera Control,Yes,No,550 Nits,Yes,Yes,Yes,No,"One Click Measurement, 24x7 HRM, Auto Stress, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Breathe Exercise, 100+ Multisports",Yes,No,Yes,Yes,No,English,1,,Yes,Yes,Music Control,No,Yes,Music Control,52 mm,46 mm,11.5 mm,52 g,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,No,,,,,,,,,,,,,,,,,
Fire-Boltt Supernova 45.2mm (1.78) AMOLED 368*448px Res...,"₹1,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/2/h/l/-original-imaghggfqspgtubb.jpeg?q=70,https://www.flipkart.com/fire-boltt-supernova-45-2mm-1-78-amoled-368-448px-res-bt-calling-123-sports-modes-smartwatch/p/itm2a9c451036e84?pid=SMWGHDUH5EVUYZ3J&lid=LSTSMWGHDUH5EVUYZ3JN6M39N&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_349&otracker=search&fm=organic&iid=1d7595e6-c67e-4a03-9f45-41c162c4509f.SMWGHDUH5EVUYZ3J.SEARCH&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"1 Smartwatch, 1 Charging Cable, 1 Manual",BSW083,"Supernova 45.2mm (1.78) AMOLED 368*448px Res,BT Calling and 123 Sports Modes",Square,Black,Silicone,Free Size,Yes,Yes,1 m,Fitness & Outdoor,,Men & Women,Android & iOS,Black,Buckle,"SpO2, Heart Rate Sensor","Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Ring (Only in Bluetooth Calling Mode) and Vibration,Lithium Ion,120 min,Upto 5 Days,Yes,USB Cable With Metalic Charging Points,,Yes,Yes,No,No,No,v5.0,10 m,,,368 x 448 Pixels,1.78 Inch,AMOLED,,No,Yes,,Yes,Yes,Yes,No,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count, Distance Measurement, 123 Sports Mode (Outdoor Run, Indoor Run, Climb, Cycling, Walking, Spinning, Yoga, Basketball, Football, Badminton, Free Training)",Date & Time,No,No,Yes,Yes,English,2,"1. Fire-Boltt Supernova Bluetooth Calling Smartwatch with AMOLED display
2.Supports Bluetooth Calling : Make seamless calls through the watch with bluetooth calling function
3.Large AMOLED Display : 1.78 inch screen with High Resolution of 368 x 448 Pixels.
4. InBuilt Voice Assistance
5. Play games on your wrist and enjoy your leisure time
6. 360 Health Control : Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously
7. 123 Sports Modes - Enjoy each trek or boating or climbing track all your sports activity on this smart watch
8.Music Player : Control your phone music playing and play the music on the watch with 0815 shrapnel independent speaker 
9.Enjoy seamless calling and talking through the watch with latest microphone 4015MIC
10.Contact Sync : Sync favourite contacts on your watch via your the app
11.Call Logs : Check missed calls and answered calls on the watch
12.Sedentary Reminders : Time to work out, change the unhealthy mode of life
13.Other Functions : Alarm clock, Stopwatch, Timer, Low Power Mode, DND, Flashlight & more.",Yes,Yes,,,Yes,,39.62 mm,258 mm,12.42 MM,49.8 g,,,,,,Black,,,,,,,,No,Android 4.4 or IOS 8.0 supporting Bluetooth 4.0 Mobile phones with system version and above,,,,,,,,,ISO 9.0 & Above / ANDROID 5.0 & Above,,,,,,,
"Fire-Boltt Diamond Luxury Stainless Steel, 36.3mm (1.43...","₹2,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/6/2/-original-imaguhwxfskzbfff.jpeg?q=70,https://www.flipkart.com/fire-boltt-diamond-luxury-stainless-steel-36-3mm-1-43-amoled-display-bt-calling-smartwatch/p/itmf2f290832f3fa?pid=SMWGPKYYKMADMZU4&lid=LSTSMWGPKYYKMADMZU4KOOBLU&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_353&otracker=search&fm=organic&iid=1d7595e6-c67e-4a03-9f45-41c162c4509f.SMWGPKYYKMADMZU4.SEARCH&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,"1 Smartwatch, 1 Charging Cable, 1 Manual",BSW117,"Diamond Luxury Stainless Steel, 36.3mm (1.43) AMOLED Display & BT calling",Round,Gold,Stainless steel,1.43,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical",Zinc Alloy,Men & Women,Android & iOS,Gold,Single Clasp,"Bluetooth Calling, Voice Assistance, Stress Monitoring, Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously Accelerometer, Barometer, Gyro Sensor, Light Sensor.","Call, SMS, Whatsapp, Facebook, Twitter, Other Social Apps, Sedentary Reminder, Goal Completion",Ring (Only in Bluetooth Calling Mode) and Vibration,Lithium Ion,120 min,Without Bluetooth Calling Function 7 Days With Bluetooth Calling Function 3 Days | 20 Days Standby Mode,Yes,Wireless Charging,,Yes,Yes,No,No,No,v5.0,10 m,"Make Calls, Answer Calls, Reject Calls, Speed Dial, Contact Sync",Limited Support,466 x 466 Pixels,1.43 inch,AMOLED,Remote Camera Control,No,Yes,"1.43"" Round Display AMOLED with 466*466 Pixel High Resolution with a 316 stainless steel middle housing dial",Yes,Yes,Yes,No,,Date & Time,No,No,Yes,Yes,English,3,,Yes,Yes,Playing Music Through the Watch via the inbuilt speaker,,Yes,,46 mm,11.5 mm,11.5 mm,80 g,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,Physical & Water Damage,1 Year,Gold,,"Mobile Phones, Smart Phones",,480 Hr,,,,No,"Compatible OS Android 4.4 or above , iOS 8.0 or above Bluetooth Version:BT 5.0 or above",,,,,,,,,,,36.32 mm,,,,,
"INNOMAX Imx Cosmo 2.01"" Always-On Display Smart Watch w...","₹1,044",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/8/l/51-cosmo-android-ios-innomax-yes-original-imah5azmwbt4dfhk.jpeg?q=70,https://www.flipkart.com/innomax-imx-cosmo-2-01-always-on-display-smart-watch-bluetooth-calling-smartwatch/p/itmc3119d75c44af?pid=SMWH5AZMWRZPHWTU&lid=LSTSMWH5AZMWRZPHWTU2WZGWV&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_357&otracker=search&fm=organic&iid=en_i2cCdpeV7EDz4ZSVIbbAp_P7u-BSEbkoTWs1vTWED7QVJN9KFpr0AlX7nDGrs6vF-e6yVp74WwJKJsq7poR9Iw%3D%3D&ppt=None&ppn=None&ssid=0mhlsedfy80000001738524849429&qH=87968ec020b2016b,2025-02-02 20:34:09,1 Smartwatch,Cosmo,"Imx Cosmo 2.01"" Always-On Display Smart Watch with Bluetooth Calling",Rectangle,Blue,Fabric,Free Size,Yes,Yes,,"Fitness & Outdoor, Notifier, Watchphone",stainless steel,Men & Women,Android & iOS,Blue,,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking,","Whatsapp, Facebook, Instagram, Calls",Sound & Vibrate,Lithium,90 min,Upto 7 Days,Yes,Magnetic Charging Cable,,Yes,Yes,,,Yes,5.3,10 m,Voice Call,,240*296 pixel,51 mm,LCD,,Yes,Yes,"2.01"" Large and Always On Display: The Innomax smartwatch features a high-quality display with a resolution of 240*296, providing clear and vibrant visuals. The Always On Display feature ensures that essential information is readily available without needing to wake the watch with 650 NITS Peak Brightness",Yes,Yes,Yes,,"Support for Multiple Languages and Find MYY Phone Feature: The smartwatch supports multiple languages (English & Hindi) for a user-friendly experience. Additionally, the Find Phone feature helps you locate your smartphone when it's nearby but misplaced",Date & Time,Yes,,Yes,,English & Hindi,3,Powerful Battery: The smartwatch comes with a powerful battery that provides an extended standby time of 10 days and up to 5 days with bluetooth calling usage. The watch needs to be charged for 2 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output.,Clear & loud,Clear & loud,,Yes,Yes,,,,,250 g,1 year manufacturing warranty,In carry,Manufacturing defects,physical damage,1 Year,Light Gold,,"smartphone, tablet, laptop",48 hr,120 hr,,,,,"Bluetooth v5.3 and Dual Mode Connectivity: Our Innomax Cosmo smartwatch is equipped with Bluetooth v5.3, ensuring seamless and stable connections with other devices. Stay connected wherever you go with Bluetooth calling Seamlessly make and receive calls directly from your wrist, without the need to reach for your phone",,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:34:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:34:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹3,499",4.4,Data not available,Image not available,URL not available,2025-02-02 20:34:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:34:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:34:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:34:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
