title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Notification,Notification Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Call Function,Bluetooth,Messaging Support,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Date & Time Display,Calendar,Alarm Clock,Speaker,Microphone,Gesture Control,Voice Control,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Water Resistance Depth,Maximum Operating Altitude,Talk time,Battery Type,Stand By Time,Other Features,Operating System,RAM,Number of Cores,Processor Name,Processor Speed,Internal Memory,Expandable Memory,Wi-Fi,GPS,Bluetooth Version,Third Party App Support,Other Connectivity Features,Display Type,Flash,Primary Camera,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Other Fitness Features,Compass,Chronograph,Language,Number of Buttons,Other Watch Functions,Audio Features,Supported Audio Format,Video Features,Supported Video Format,Speaker Volume,HD Recording,HD Playback,Other Multimedia Features,Width,Height,Thickness,Diameter,Weight,Other Dimensions,International Warranty,Compatible Operating System
Fastrack Revoltt X-1.83'|Blazing Fast UI|Single Sync BT...,₹999,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/v/z/-original-imah63b2hzuzehaf.jpeg?q=70,https://www.flipkart.com/fastrack-revoltt-x-1-83-blazing-fast-ui-single-sync-bt-calling-calculator-in-built-games-smartwatch/p/itm94d55d2118343?pid=SMWH3PYKY7UFNZCW&lid=LSTSMWH3PYKY7UFNZCWF5XA3W&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_261&otracker=search&fm=organic&iid=en_ZWJmGMsJs-YVUUuWY4K8cI1PyMaGh_ITe9IvmP_b1eZEwTn8qD8QkRIuy4JYDo3tYIIEpIObjLxRUBc1W1fXSA891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"Watch Head, Watch Strap, Charging Cable, Quick Start Guide, Product Manual",38100PP06K,Revoltt X-1.83'|Blazing Fast UI|Single Sync BT Calling|Calculator|In-built games,,Square,Black,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Black,Buckle,Heart Rate & SpO2,,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,150 min,Upto 5 Days,Yes,Pogo Pin Charging Cable,Yes,Yes,Yes,,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications",240 x 286 Pixels,46.4 mm,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,1 Year,1 m,,,Lithium Polymer,,"Large 1.83"" UltraVU Display, SingleSync BT Calling, 85+ Multisports, Sleep Monitor, Stress Monitor, 24x7 HRM, SpO2, Womens Health, Breathe Exercise, Music & Camera Control, Calculator, Alarm, Stopwatch & Timer, IP67 Water Resistance, 100+ Watchfaces, 7 Days Battery",,,,,,,,No,No,v5.3,Not Supported,,LCD,,,Camera Control,Yes,450 Nits Brightness,No,"Stress Monitor, 24x7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, 85+ Multisports",No,No,English,1,"Alarm, Stopwatch, Timer",Music Control,,,,,,,Music Control,37.22 mm,45.22 mm,11.34 mm,,40 g,,,
"alt Hunk, 1.96"", BT Calling, 200 Watchfaces,120 Sports ...",₹999,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/s/4/-original-imagrgyzfbmcmczb.jpeg?q=70,https://www.flipkart.com/alt-hunk-1-96-bt-calling-200-watchfaces-120-sports-modes-500-nits-rugged-metal-smartwatch/p/itmd71c1d25cd62b?pid=SMWGZMRQ6WBH6FXN&lid=LSTSMWGZMRQ6WBH6FXNS2ZTCX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_265&otracker=search&fm=organic&iid=ef443668-53ab-4315-92e4-744f23d9abaa.SMWGZMRQ6WBH6FXN.SEARCH&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw_alt-hunk-std-slvr_blu,"Hunk, 1.96"", BT Calling, 200 Watchfaces,120 Sports modes, 500 nits, Rugged Metal",Silver,Square,Blue,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,Metal,Men & Women,Android & iOS,Blue,Buckle,"Accelerometer, Heart Rate, SpO2",,Yes,,120 min,Upto 7 Days,Yes,Magnetic,Yes,Yes,Yes,No,10 m,"Contacts, Call History, Dial Pad, Call Notification, Call Rejection, Call Switch feature",240 x 282 pixel,49.784 mm,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,1 Year Manufacturer Warranty,Contact- help@alt-smart.com | alt-smart.com | 01243633987,Manufacturing Defects,Physical Damage,1 Year,1 m,,,Lithium Ion,,"Calculator, Flashlight, Games, Weather, AI Voice,Weather",,,,,,,,No,No,v5.0,,,IPS LCD,Yes,,,Yes,"Brightness, Theme, Watch Face",,"Heart Rate, Sp02, BP, Stress, Sleep Monitor, Period Tracking",,,,1,"Breathe, Alarm, Stopwatch, Timer, Camera/Music Control, inbuilt Game",,,,,,,,,44.6 mm,10.5 mm,,48.9 mm,50 g,,,
"boAt Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Scr...","₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/0/k/-original-imahywudxzjynuf9.jpeg?q=70,https://www.flipkart.com/boat-wave-sigma-3-w-turn-navigation-2-01-screen-crest-app-qr-code-tray-smartwatch/p/itmdb53abd26d79d?pid=SMWGYZW6BZGHCZXW&lid=LSTSMWGYZW6BZGHCZXWMXZAHY&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_269&otracker=search&fm=organic&iid=ef443668-53ab-4315-92e4-744f23d9abaa.SMWGYZW6BZGHCZXW.SEARCH&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"Smartwatch, ?User Manual, Warranty Card, USB Magnetic Charging Cable",smart watch 3,"Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Screen, Crest App, QR Code Tray",,Rectangle,Blue,Silicone,One Size,Yes,Yes,Fitness & Outdoor,,Men & Women,Android & iOS,Sapphire Breeze,,"Heart Rate, SpO2, G Sensor",,"Text, Call and Social Media",,,Upto 7 days,,,Yes,Yes,,,,,240 x 296 Pixels,51 mm,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,1 Year Warranty from the Date of Purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,Physical Damages,1 Year,,,,,,,"iOS 9 and Above, Android 6 and Above",,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, B...",₹999,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/4/a/-original-imah2thypdjnzye9.jpeg?q=70,https://www.flipkart.com/noise-icon-buzz-1-69-display-bluetooth-calling-built-in-games-voice-assistant-smartwatch/p/itmad68e5e6f1cf1?pid=SMWGGKT2ZVSZHGHH&lid=LSTSMWGGKT2ZVSZHGHHOALVST&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_273&otracker=search&fm=organic&iid=ef443668-53ab-4315-92e4-744f23d9abaa.SMWGGKT2ZVSZHGHH.SEARCH&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"1x Smartwatch, Charging Cable, User Manual, Thank You Card",wrb-sw-colorfiticonbuzz-std-gld_win,"Icon Buzz 1.69"" Display with Bluetooth Calling, Built-In Games, Voice Assistant",Gold,Rectangle,Maroon,Silicone,Regular,Yes,Yes,Fitness & Outdoor,Polycarbonate,Women,Android & iOS,Deep Wine,Buckle,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",,120 min,7 Days,Yes,Magnetic Charger,Yes,Yes,Yes,Yes,10 m,"Reject Calls, Take Calls, Speed Dial",240 x 280 pixel,1.69 inch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Change Music, Answer Calls",Yes,1 Year Manufacturer Warranty,,Manufacturing Defects,Physical Damage,1 Year,1 m,,,,,"• Bluetooth calling: Make the smart call with Noise’s first Bluetooth calling smartwatch, loaded with smart features.
• Voice Assistance (AI voice assistance): From making calls, playing music, checking the weather, let your smartwatch do as you command, thanks to ColorFit Icon Buzz’s voice assistance feature.
• 1.69” TFT LCD display: Maximise your viewing experience with ColorFit Buzz’s stunning 1.69” TFT LCD display.
• In-built games: ColorFit Icon Buzz is more than just fitness, it’s your partner in fun, with 2 in-built games.
• Noise Health Suite: Keep a closer eye on your health with ColorFit Icon Buzz, that comes with SpO2, sleep and 24/7 heart rate monitor.
• Up to 7-day battery: Empower your workouts with ColorFit Icon Buzz’s up to 7-day battery.
• 100+ watch faces: Different faces for different moods. Get more than 100 cloud-based &
customisable watch faces with ColorFit Icon Buzz.
• IP67 Waterproof: Be adventure ready with IP67 rated waterproof ColorFit Icon Buzz.
• Weather report: Take a weather check before making plans, with ColorFit Icon Buzz’s weather report feature.",,,,,,,,,,v5.1,NoiseFit Track App,,LCD,,,,,1.69” TFT LCD Display,,"Keep a closer eye on your health with ColorFit Icon Buzz, that comes with SpO2, sleep and 24/7 heart rate monitor.",,,,,Bluetooth Calling | Voice Assistant | Built-in Games | 7-day battery | Cloud-based watch faces | SpO2 monitor | 1.69’’ TFT LCD display | 24/7 heart rate monitor | IP67 waterproof | Weather Report,,,,,,,,,,,,,50 g,,,
Noise Colorfit Icon 2 1.8'' Display with Bluetooth Call...,"₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/c/a/-original-imah76jszpjhp2yr.jpeg?q=70,https://www.flipkart.com/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itm8229e27c1df28?pid=SMWGEH7VV8B3H8Y6&lid=LSTSMWGEH7VV8B3H8Y6ZUQIYO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_7_277&otracker=search&fm=organic&iid=en_ZWJmGMsJs-YVUUuWY4K8cI1PyMaGh_ITe9IvmP_b1ebKCh17ll_fwq61_5DO8dpqjzSj--3EpJaJcFIGODOPGMsrgPW5YLzJU0_H6_RHKR0%3D&ppt=None&ppn=None&ssid=kpncbcz59s0000001738369187711&qH=87968ec020b2016b,2025-02-01 01:19:50,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-blu_blu,"Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant",Blue,Rectangle,Blue,Silicone,Regular,Yes,Yes,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Blue,Buckle,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",Vibration,,Upto 7 days,Yes,Magnetic Charger,Yes,Yes,Yes,Yes,10 m,"Reject Calls, Take Calls, Speed Dial",240 x 286 pixel,1.8 inch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Change Music, Answer Calls",Yes,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,999",4.3,Data not available,Image not available,URL not available,2025-02-01 01:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:21:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:21:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_8_281&otracker=search&fm=organic&iid=en_GotAESUFb20a_Y9X5czPOtHY2mNxtgPsAOJPMP0tJhEJJbrxxH1cXEHTcIUpdYpkRNtcHuQi7-UvglZ2KXretPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=m4sermrkhc0000001738369268639&qH=87968ec020b2016b,2025-02-01 01:21:17,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Multicolour,Square,Silver,Stainless steel,Free Size,Yes,Yes,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,150 min,Upto 5 days,Yes,Magnetic Charging Cable,Yes,Yes,No,No,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",240x296 Pixel,2 inch,No,Yes,Yes,Yes,Date and Time,No,Yes,1 Speaker,Yes,Wrist to Screen Wake,Yes,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,1 m,,,Lithium Polymer,480 hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",,,,,,,,,No,v5.2,,,HD,,,,Yes,1000 Nits High Brightness,No,120+ Workout modes,No,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",,,,,,,,,48 mm,11 mm,39 mm,,50 g,,,
VYGHA COLLECTION T800 S8 Ultra Watch Bluetooth Call Fit...,₹551,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/d/z/j/48-2-android-ios-t800-ultra-orange-with-dual-strapes-the-desert-original-imagp5gfgaggvzre.jpeg?q=70,https://www.flipkart.com/vygha-collection-t800-s8-ultra-watch-bluetooth-call-fitness-bracelet-magnetic-charging-smartwatch/p/itm3d4625da3c7de?pid=SMWGW84HRWBYENFU&lid=LSTSMWGW84HRWBYENFUCFGBZW&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_8_285&otracker=search&fm=organic&iid=7479b26f-1b0a-46b5-944f-a1eeb6ea8732.SMWGW84HRWBYENFU.SEARCH&ppt=None&ppn=None&ssid=m4sermrkhc0000001738369268639&qH=87968ec020b2016b,2025-02-01 01:21:17,1 Magnetic charger,T800 - Orange (01),T800 S8 Ultra Watch Bluetooth Call Fitness Bracelet Magnetic Charging Smartwatch,Orange,Square,Orange,Silicone,Free Size,Yes,Yes,"Fitness & Outdoor, Health & Medical, Notifier, Safety & Security, Watchphone",Silicone,Men & Women,Android & iOS,Orange,Buckle,Heart rate Sensor,,"You will receive only notification to See Calls & Messages on Your Wrist: Receive/Rejection call, calendar, SMS and SNS (Facebook, WhatsApp, LinkedIn, Instagram, and Twitter) notifications on display, fitness tracker band let you never miss the messages that matter",Vibration & Call alert,60 min,Upto 10 days,Yes,Magnetic Charger,Yes,Yes,Yes,,25 m,"After connecting to Bluetooth, you can directly dial the phone number on the screen to answer the call. Bluetooth 5.2 (supports Android 5.0, IOS9.0), allows you to exercise, fitness, and bike hands-free, using high-fidelity waterproof speakers. If you don’t need the call function, you can turn it off.Multiple sports modes, IP67 waterproof level(Note: not suitable for diving, swimming or sauna. Try not to put the watch in the water).",1080 pixel,69 mm,Yes,Yes,Yes,Yes,Analog,Yes,Yes,,,Answer Call,Yes,,,,,,10 m,10 m,48 hr,Lithium Ion,72 hr,,"Android 6.0 and above, iOS 13.0 and above",1 GB,Dual Core,Snapdragon,,256 MB,1 GB,Yes,Yes,v2,NA,"To enable Bluetooth Calling Function, first connect it to the compatible app. Once connected, manually go to the phone's Bluetooth settings and pair this smartwatch . Upon pairing, you will get a notification: Connected for calls and audio",OLED Retina Display,Super amoled Flash,,NA,Yes,?1.80 inch HD Full Touch?- Best in class HD Full Touch Screen with a 320*385 pixel Resolution. Smooth functioning and easy swipes making life better.,Yes,Fitness band will Sync after installing fitness band Fitpro application from play store.To set time of watch you have to install Fitpro application.Switch ON bluetooth and location whlie connecting fitness band from app,Yes,Yes,Multi- Language,1,"Smart Notifications: In Addition To Tracking, This Smartwatch Connects To The App, Available For All Smartphones So You Can Receive Incoming Phone Messages, Calls, And More. The Smartwatch Offers Bluetooth Connectivity. Get All Your Messages And Notifications Sent Straight To Your Wrist",,,,,,,,,,,,,,,,
EVAAENTERPRISES evaaenterpisess gen9 smart watch Golden...,"₹1,119",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/x/6/30-gen9-smartwatch-best-or-girls-android-ios-evaaenterprises-yes-original-imah3r82sysjvrtj.jpeg?q=70,https://www.flipkart.com/evaaenterprises-evaaenterpisess-gen9-smart-watch-golden-pink-strap-hd-display-2-5g-smartwatch/p/itmd7889271d045b?pid=SMWH4DZDCYW2KVQJ&lid=LSTSMWH4DZDCYW2KVQJ5XNLDN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_8_289&otracker=search&fm=organic&iid=7479b26f-1b0a-46b5-944f-a1eeb6ea8732.SMWH4DZDCYW2KVQJ.SEARCH&ppt=None&ppn=None&ssid=m4sermrkhc0000001738369268639&qH=87968ec020b2016b,2025-02-01 01:21:17,1,"evaaenterpisess gen9 smartwatch Golden & Pink strap, HD display T2 5G","evaaenterpisess gen9 smart watch Golden & Pink strap, HD display 2 5G",black,Round,"Gold, Pink","Stainless steel, Silicone",10,Yes,Yes,"Fitness & Outdoor, Health & Medical, Safety & Security",tft smooth amoled smooth dail,Women,Android & iOS,gold,clip-on,proximity,android/ios,"calendar reminder, missed call notification","ringer, vibration",30 min,1 day,Yes,wireless,Yes,Yes,No,No,200 m,"take calls, mute calls, reject calls, speed dial",18 pixel,30 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,1,no,"change music, answer calls",Yes,yes,yes,no,yes,1 Months,200 m,3000 m,5 hr,Lithium,12 hr,,android/ios,8 GB,quad core,tegra,1.2,16 GB,8 GB,No,No,v2.1,yes,"Bluetooth: This is the most common connectivity feature, allowing the smartwatch to pair with smartphones, tablets, and other Bluetooth-enabled devices. It’s used for syncing notifications, music control, and calls., NFC (Near Field Communication): NFC is used for contactless payments and quick data transfers. With this feature, you can use your smartwatch to make purchases or pair with other devices by simply tapping them together., Cellular (LTE/4G): Some smartwatches come with built-in cellular connectivity, allowing them to make calls, send messages, and use data independently of a smartphone. This is ideal for those who want to stay connected while leaving their phone at home., Barometer: A built-in barometer helps measure atmospheric pressure, which can be used to track elevation changes and enhance GPS accuracy. It’s particularly useful for outdoor activities like hiking or climbing.",OLED,yes,1 MP,"auto focus, 10x optical zoom",Yes,"Touchscreen Functionality: A responsive touchscreen is essential for interacting with the smartwatch’s interface, allowing for smooth navigation through menus, apps, and notifications with gestures like swipes and taps., Outdoor Visibility: Advanced display technologies ensure good visibility in direct sunlight, using features like high brightness levels and anti-glare coatings to reduce reflections and enhance readability in bright conditions., Customizable Watch Faces: Gen 9 smartwatches typically offer a range of customizable watch faces. Users can choose or design watch faces that display different types of information, including time, date, weather, and fitness stats, often with the ability to select colors, styles, and complications., AMOLED or OLED Display: High-resolution displays like AMOLED (Active Matrix Organic Light Emitting Diode) or OLED (Organic Light Emitting Diode) offer vibrant colors, deep blacks, and high contrast ratios, making them ideal for readability in various lighting conditions., Always-On Display: This feature allows the screen to remain visible at all times, displaying essential information such as time, notifications, or fitness stats without needing to wake the device manually., High Resolution: Modern smartwatches often come with high-resolution screens (e.g., 320x320 pixels or higher), providing sharp and clear text, images, and icons for a more detailed and visually appealing interface.",Yes,,Yes,Yes,english and multi,3,"moonphase, barometer, weather, basic latin","noise cancellation, voice recording",MP3,"video recording, video player",AVI,100 dB,full hd,full hd,High-Resolution DisplaysTouchscreen InterfaceVoice Assistants,6 mm,10 mm,8 mm,20 mm,200 g,standard,1 Months,
GETECH T10 Android Smart Watch Men 5G Network BT Call G...,₹699,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/x/v/49-t10-orange-android-ios-getech-yes-original-imah8zpgnee2es4z.jpeg?q=70,https://www.flipkart.com/getech-t10-android-smart-watch-men-5g-network-bt-call-gps-x8-ultra-s2-smartwatch/p/itme00a184962a29?pid=SMWH7F7XHMZCWGJG&lid=LSTSMWH7F7XHMZCWGJGYDULW9&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_8_293&otracker=search&fm=organic&iid=7479b26f-1b0a-46b5-944f-a1eeb6ea8732.SMWH7F7XHMZCWGJG.SEARCH&ppt=None&ppn=None&ssid=m4sermrkhc0000001738369268639&qH=87968ec020b2016b,2025-02-01 01:21:17,1 smartwatch,T10>orange,T10 Android Smart Watch Men 5G Network BT Call GPS X8 Ultra S2,Sliver,Square,Orange,Silicone,Free Size,Yes,Yes,Watchphone,ZINC Alloy,Men & Women,Android & iOS,Orange,Clip on,Aacelerometer,Mobile,"All Calendar Reminder, Missed Call Notification","Ringer, Vibration",40 min,2 Year,Yes,Wrieless,Yes,Yes,Yes,Yes,20 m,All,320X320 pixel,49 mm,Yes,Yes,Yes,Yes,Date & Time,Yes,Yes,Yes,Yes,All,Yes,NA,NA,NA,NA,0 Months,50 m,3000 m,48 hr,Lithium Ion,72 hr,Yes,Mobile,512 MB,Dual core pro,SQ80,800,256 MB,1 GB,Yes,Yes,2.1,Hiwatch Pro,Bluetooth,AMOLED,NA,0.1 MP,NA,Yes,Raise to wake,Yes,Sleep Tracking,Yes,Yes,English,3,Basic,Yes,mp3,NA,AVI,80 dB,HD,HD,Google voice assistant,44 mm,49 mm,14 mm,44 mm,49 g,25 g Weight box,0 Months,
ANIRUDRA ENTERPRISES T800 Ultra Smartwatch Biggest Disp...,₹531,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/c/i/49-android-ios-ultra-8-real-screw-ephemeral-no-original-imagpb6gnzynv4g9.jpeg?q=70,https://www.flipkart.com/anirudra-enterprises-t800-ultra-smartwatch-biggest-display-bt-calling-wireless-charge-fitness-a249/p/itm26f9b47bff25a?pid=SMWGYYSCXVTPEHMF&lid=LSTSMWGYYSCXVTPEHMFP8QRG4&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_8_297&otracker=search&fm=organic&iid=en_GotAESUFb20a_Y9X5czPOtHY2mNxtgPsAOJPMP0tJhEsDjL_aeKj9-Z5Usweo_U6qyxU0BWFnFCo5dOoo5IgzQ%3D%3D&ppt=None&ppn=None&ssid=m4sermrkhc0000001738369268639&qH=87968ec020b2016b,2025-02-01 01:21:17,"1 Smart Watch, 1 Wireless Charger",T800,T800 Ultra Smartwatch Biggest Display BT Calling Wireless Charge Fitness A249,,Square,"Orange, Multicolor",Fabric,Free Size,Yes,Yes,Watchphone,,Men & Women,Android & iOS,"Orange, Multicolor",,"Accelerometer, Gyroscope, Proximity Sensor",,,,,3 Days,,,No,Yes,,,,,380*380 pixel,44 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
