title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Sensor,Compatible Device,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Stand By Time,Other Features,Call Function,Bluetooth,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Display Type,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Gesture Control,Voice Control,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Closure,Wi-Fi,Third Party App Support,Other Connectivity Features,Other Camera Features,Audio Features,Diameter,Maximum Operating Altitude,Talk time,Operating System,RAM,Internal Memory,Flash,Speaker Volume,International Warranty,Other Multimedia Features,Number of Cores,Supported Audio Format,Other Dimensions,Processor Name,Processor Speed,Compatible Operating System,Video Features,Supported Video Format,HD Recording,HD Playback,Primary Camera,Expandable Memory
Ambrane Crest 1.39 inch round display 360*360 High Reso...,"₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/2/i/u/-original-imagq6fn2ejahufe.jpeg?q=70,https://www.flipkart.com/ambrane-crest-1-39-inch-round-display-360-360-high-resolution-bt-calling-smartwatch/p/itm3eebdbe4df279?pid=SMWGPQPWS8VHRWJS&lid=LSTSMWGPQPWS8VHRWJS0YGGZ3&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_409&otracker=search&fm=organic&iid=450ec44d-6734-4dda-8e86-11eef8c5c15f.SMWGPQPWS8VHRWJS.SEARCH&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"1*Smartwatch, 1*Charging Cable",Wise Crest,Crest 1.39 inch round display 360*360 High Resolution with BT Calling,,Round,Brown,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Brown,"SpO2, 24X7 Heart Rate Monitoring, Blood Pressure, Sleep, High Heart Rate Alert",,,,,,10 Days,,,,,Yes,Yes,,,,,,,360*360 pixel,35.306 mm,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer Warranty,Pls reach us out on Care@ambraneindia.com,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alt Hunk, 1.96"", BT Calling, 200 Watchfaces,120 Sports ...",₹899,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/s/4/-original-imagrgyzfbmcmczb.jpeg?q=70,https://www.flipkart.com/alt-hunk-1-96-bt-calling-200-watchfaces-120-sports-modes-500-nits-rugged-metal-smartwatch/p/itmd71c1d25cd62b?pid=SMWGZMRQ6WBH6FXN&lid=LSTSMWGZMRQ6WBH6FXNS2ZTCX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_413&otracker=search&fm=organic&iid=450ec44d-6734-4dda-8e86-11eef8c5c15f.SMWGZMRQ6WBH6FXN.SEARCH&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw_alt-hunk-std-slvr_blu,"Hunk, 1.96"", BT Calling, 200 Watchfaces,120 Sports modes, 500 nits, Rugged Metal",Silver,Square,Blue,Silicone,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Metal,Men & Women,Android & iOS,Blue,"Accelerometer, Heart Rate, SpO2",,Yes,,Lithium Ion,120 min,Upto 7 Days,Yes,Magnetic,,"Calculator, Flashlight, Games, Weather, AI Voice,Weather",Yes,Yes,No,Yes,v5.0,No,10 m,"Contacts, Call History, Dial Pad, Call Notification, Call Rejection, Call Switch feature",240 x 282 pixel,49.784 mm,IPS LCD,Yes,,"Brightness, Theme, Watch Face",Yes,Yes,Yes,,"Heart Rate, Sp02, BP, Stress, Sleep Monitor, Period Tracking",Yes,,,Yes,,,1,"Breathe, Alarm, Stopwatch, Timer, Camera/Music Control, inbuilt Game",Yes,Yes,Yes,Yes,44.6 mm,10.5 mm,,50 g,1 Year Manufacturer Warranty,Contact- help@alt-smart.com | alt-smart.com | 01243633987,Manufacturing Defects,Physical Damage,1 Year,Buckle,No,,,,,48.9 mm,,,,,,Yes,,,,,,,,,,,,,,,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/f/b/-original-imah8mtvdugzm4yd.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmfb17bcbb4e204?pid=SMWGMHUGERGB5YXD&lid=LSTSMWGMHUGERGB5YXD5XBFU7&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_417&otracker=search&fm=organic&iid=en_z9hGK2tQ2FvCr3p7Dn7WUAgDdPOAlBaFUQfpqCpveIddVQHlRGK3ROr7p0WoDJlHrPmg1gHaI4GqhjUtBZ1kxA%3D%3D&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",,Rectangle,Beige,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Women,Android & iOS,Beige,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails",Vibrate,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,288 Hr,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",Yes,Yes,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",240 x 280 Pixels,1.69 Inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,60 Workout Modes,Date and Time,No,No,Yes,No,English,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Trail 2.01"" 3D Curved HD Display, Working Crown, ...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/v/l/-original-imahyxqdw9baxj7h.jpeg?q=70,https://www.flipkart.com/boult-trail-2-01-3d-curved-hd-display-working-crown-190-watch-faces-health-track-smartwatch/p/itm54546185fe74b?pid=SMWHYJMVCWNEYX9F&lid=LSTSMWHYJMVCWNEYX9FD1E5AM&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_421&otracker=search&fm=organic&iid=en_z9hGK2tQ2FvCr3p7Dn7WUAgDdPOAlBaFUQfpqCpveIcpOSBraIfgcf1qGIp1kNmhjTzWSV5M6H1sacjg8mRs1w%3D%3D&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Warranty Card, User Manual",Trail,"Trail 2.01"" 3D Curved HD Display, Working Crown, 190+ Watch Faces, Health Track",,Square,Black,Stainless steel,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Metal Black,"Real Heart Rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,"World Clock, Remote Camera, 190+ Watch Faces with Custom Watch Faces, 2.01 inch Display, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calories Count",Yes,Yes,No,No,v5.3,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 296 Pixel,51.054 mm,IPS HD,Yes,No,"3D Curved Glass, IPS Screen",Yes,Yes,Yes,No,120+ Workout Modes,Date and Time,No,No,Yes,No,English (Default),1,"Bluetooth Calling, 2.01inch with 240 x 296 Display Resolution, Working Crown, Complete Health Monitoring, Female Cycle Tracker, 190+ Cloud Watch Faces with Custom Watch Face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice Assistance, Weather Details, Find My Phone, Remote Camera Option, Other Functions : Alarm Clock, Stopwatch, Timer, DND, Flashlight & More",Yes,Yes,Raise to Wake,Yes,38.1 mm,48.1 mm,12.9 mm,49.5 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Watch Series 9 GPS + Cellular 41mm Silver Case & ...,"₹45,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/w/w/41-mrj23hn-a-ios-apple-yes-original-imagtcuwdufpp9w9.jpeg?q=70,https://www.flipkart.com/apple-watch-series-9-gps-cellular-41mm-silver-case-storm-blue-sport-band-m-l/p/itmfd6fba9ea0ef8?pid=SMWGTC2YJHVJGWA4&lid=LSTSMWGTC2YJHVJGWA466WIHC&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_425&otracker=search&fm=organic&iid=450ec44d-6734-4dda-8e86-11eef8c5c15f.SMWGTC2YJHVJGWA4.SEARCH&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Strap, Magnetic Fast Charging USB-C Cable, User Manual",MRJ33HN/A,Watch Series 9 GPS + Cellular 41mm Silver Case & Storm Blue Sport Band - M/L,,Rectangle,Silver,Fluoroelastomer,Free Size,Yes,Yes,50 m,Fitness & Outdoor,,Men & Women,iOS,Silver,"Sleep Tracker, Heart Rate Monitor, SPO2, Accelorometer, Gyroscope",iPhone Xs or Later with iOS 17 or later,Yes,,Lithium Ion,,Upto 18 hours (Based on Usage),Yes,,,"Double tap gesture, Faster on-device Siri, Precision Finding for iPhone",Yes,Yes,Yes,,v5.3,,,,352 x 430 Pixel,41 mm,Retina Display,,,"Always-On Retina LTPO OLED display, up to 2000 nits",Yes,Yes,Yes,,"Blood Oxygen, ECG, High and Low Heart Rate Notifications, Irregular Heart Rhythm Notification, Fall Detection, Temperature Sensing, Ovulation Estimates",Yes,Yes,Yes,Yes,,English,2,,Yes,Yes,,,35 mm,,,49.2 g,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,Physical Damage,1 Year,,Yes,,Wi-Fi 4 (802.11n),,,,,,watchOS 10,,64 GB,,,,,,,,S9 SiP with 64-bit Dual-core Processor,,iOS,,,,,,
Apple Watch Series 9 GPS + Cellular 45mm Silver Case & ...,"₹49,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/5/q/-original-imagte78gfrxne8c.jpeg?q=70,https://www.flipkart.com/apple-watch-series-9-gps-cellular-45mm-silver-case-storm-blue-sport-band-m-l/p/itmfd6fba9ea0ef8?pid=SMWGTC2YZUHVTKN6&lid=LSTSMWGTC2YZUHVTKN69V8QPI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_429&otracker=search&fm=organic&iid=450ec44d-6734-4dda-8e86-11eef8c5c15f.SMWGTC2YZUHVTKN6.SEARCH&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Strap, Magnetic Fast Charging USB-C Cable, User Manual",MRMP3HN/A,Watch Series 9 GPS + Cellular 45mm Silver Case & Storm Blue Sport Band - M/L,,Rectangle,Silver,Fluoroelastomer,Free Size,Yes,Yes,50 m,Fitness & Outdoor,,Men & Women,iOS,Silver,"Sleep Tracker, Heart Rate Monitor, SPO2, Accelorometer, Gyroscope",iPhone Xs or Later with iOS 17 or later,Yes,,Lithium Ion,,Upto 18 hours (Based on Usage),Yes,,,,Yes,Yes,Yes,,v5.3,,,,396 x 484 Pixel,45 mm,Retina Display,,,"Always-On Retina LTPO OLED display, up to 2000 nits",Yes,Yes,Yes,,"Blood Oxygen, ECG, High and Low Heart Rate Notifications, Irregular Heart Rhythm Notification, Fall Detection, Temperature Sensing, Ovulation Estimates",Yes,Yes,Yes,Yes,,English,2,,Yes,Yes,,,38 mm,,,47.8 g,1 Year Manufacturer Warranty,bangalore_admin@apple.com 918040455150,Manufacturing Defects,Physical Damage,1 Year,,Yes,,Wi-Fi 4 (802.11n),,,,,,watchOS 10,,64 GB,,,,,,,,S9 SiP with 64-bit Dual-core Processor,,iOS,,,,,,
"Fire-Boltt Obsidian 33.5mm (1.3 inch) AMOLED, Bluetooth...","₹2,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/p/v/-original-imah3ymzkewhgcyc.jpeg?q=70,https://www.flipkart.com/fire-boltt-obsidian-33-5mm-1-3-inch-amoled-bluetooth-calling-stainless-steel-design-smartwatch/p/itm6923fb5194a04?pid=SMWH2FCA5WYEH94G&lid=LSTSMWH2FCA5WYEH94GBDZHM2&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_433&otracker=search&fm=organic&iid=450ec44d-6734-4dda-8e86-11eef8c5c15f.SMWH2FCA5WYEH94G.SEARCH&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW210,"Obsidian 33.5mm (1.3 inch) AMOLED, Bluetooth Calling, Stainless Steel Design",,Round,Gold,Stainless steel,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical",Zinc Alloy,Men & Women,Android & iOS,Gold,"Heart Rate, SpO2, Pedometer",All Android & iOS Compatible Devices,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibrate,Lithium Ion,180 min,Upto 6 Days,Yes,USB Cable,720 Hr,,Yes,Yes,No,No,,No,10 m,"Reject Calls, Take Calls",466 x 466 Pixels,33.528 mm,AMOLED,No,Yes,"1.32"" Round AMOLED Display with 466 x 466 Pixels High Resolution",Yes,Yes,Yes,No,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count",,No,No,Yes,No,,4,,Yes,Yes,,Yes,45.1 mm,13 mm,13 mm,60 g,,Customer Support,Manufacturing Defects,Physical & Water Damage,1 Year,Buckle,No,Limited,Android 4.4 or iOS 9.0 Supporting Bluetooth 5.0 Mobile Phones with System Version and Above,,,,,,,,,,,,,,,,,,,,,,,,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Allo...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/e/d/-original-imagyu7946gxymfe.jpeg?q=70,https://www.flipkart.com/boult-crownr-pro-1-43-hd-amoled-bt-calling-zinc-alloy-frame-ip67-spo2-tracking-smartwatch/p/itm7ba6674fba3b4?pid=SMWGQ2R4BBCTHGPZ&lid=LSTSMWGQ2R4BBCTHGPZO3VPAL&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_437&otracker=search&fm=organic&iid=en_z9hGK2tQ2FvCr3p7Dn7WUAgDdPOAlBaFUQfpqCpveIfSnyTrmUqYdtqceVXGJ1vnmCR9Rb83TABDaVpF7ciQWEhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Multicolour,Round,Silver,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.43inch 600 Nits High Brightness Display, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's Count",Yes,Yes,No,No,v5.2,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",466 x 466 Pixels,36.32 mm,AMOLED,Yes,No,High Brightness,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,2,"Bluetooth Calling, 1.43inch 600 Nits High Brightness with 466 x 466 display resolution & providing Always on display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",1 Speaker,Yes,Wrist Wake,Yes,47 mm,46 mm,13 mm,56.5 g,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹41,899",4.7,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_12_441&otracker=search&fm=organic&iid=en_LQnu9fHnGMlON2kltqQaewkRj1ernW9RzSr_0DhTWq1ba6v7yHuYROr4Ak_hkZCHDkJiK0KAyVoBicHEcdhZWQ%3D%3D&ppt=None&ppn=None&ssid=e4dty1ecqo0000001738686817676&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,600 Hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",Yes,Yes,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 280 Pixels,1.85 inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,100+ Workout Modes,Date and Time,No,No,Yes,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Watch Series 10 GPS + Cellular 42mm Jet Black Alu...,"₹56,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/e/u/-original-imah4jndazb3hcb3.jpeg?q=70,https://www.flipkart.com/apple-watch-series-10-gps-cellular-42mm-jet-black-aluminium-sport-band/p/itm186d892337bc4?pid=SMWH4JBWGFYQNHPW&lid=LSTSMWH4JBWGFYQNHPWKOJHVK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_12_445&otracker=search&fm=organic&iid=cb2c2e33-ff9d-439a-a2b7-a5a5ed217e7e.SMWH4JBWGFYQNHPW.SEARCH&ppt=None&ppn=None&ssid=e4dty1ecqo0000001738686817676&qH=87968ec020b2016b,2/5/2025 17:28,"Apple Watch Series 10, Strap, Apple Watch Magnetic Fast Charger to USB-C Cable (1 m)",MWX63HN/A,Watch Series 10 GPS + Cellular 42mm Jet Black Aluminium with Black Sport Band,,Rectangle,Black,Silicone,Free Size,Yes,Yes,50 m,Fitness & Outdoor,,Men & Women,iOS,Jet Black,"Electrical heart sensor, Third‑generation optical heart sensor, Temperature sensor1, Blood Oxygen sensor2, Compass, Always‑on altimeter, High‑g accelerometer, High dynamic range gyroscope, Ambient light sensor, Depth gauge, Water temperature sensor","iPhone Xs or later, including iPhone SE (2nd generation or later), with iOS 18 or later",Yes,,Lithium Ion,,Upto 18 Hours On Normal Use,Yes,Magnetic Charger,,"Digital Crown with haptic feedback, Side button, Double tap gesture, Siri with on‑device processing",Yes,Yes,Yes,,v5.3,,,,374 x 446 Pixel,42 mm,Retina Display,,,"Always‑On Retina LTPO3 display, Wide‑angle OLED, Up to 40% brighter when viewed at an angle6, Edge‑to‑edge display, on‑X front glass (aluminium cases), Sapphire front crystal (titanium cases), Up to 2,000 nits maximum brightness, nit minimum brightness, 326 pixels per inch",Yes,Yes,Yes,,"Blood Oxygen app2, ECG app3, Cycle Tracking app with retrospective ovulation estimates4, Heart Rate app, High and low heart rate notifications, Irregular rhythm notifications, Medications app, Mindfulness app with state of mind tracking, Noise app, Sleep app including sleep stages",Yes,Yes,Yes,Yes,,English,1,,Yes,Yes,,,36 mm,,9.7 mm,29.3 g,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,Physical Damage,1 Year,,Yes,,Wi-Fi 4 (802.11n),,,,,,watchOS 11,,,,,,,,,,S10 SiP with 64‑bit dual-core processor,,iOS,,,,,,
