title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,Other Power Features,HDMI,VGA,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,DVI,Audio Jacks,Maximum 3D Refresh Rate,Touch Response Time,Operating Humidity Range,OSD Languages Supported,3D,Part Number
SAMSUNG S33A Series 48.26 cm (19 inch) Full HD LED Backlit VA Panel Gaming Monitor (S19A330 ( Full HD ...,"₹6,030",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kmqn3bk0/monitor/t/d/t/s19a330-full-hd-led-backlit-va-panel-60-hz-refresh-rate-response-original-imagfkqg2j8papzk.jpeg?q=70,https://www.flipkart.com/samsung-s33a-series-48-26-cm-19-inch-full-hd-led-backlit-va-panel-gaming-monitor-s19a330-panel-60-hz-refresh-rate-response-time-6-5-ms-amd-free-sync/p/itmaee3244ae413d?pid=MONGFKQGNZZ5XCZC&lid=LSTMONGFKQGNZZ5XCZCQAB4MF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_220&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONGFKQGNZZ5XCZC.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,"S19A330 ( Full HD LED Backlit VA Panel, 60 Hz Refresh Rate, Response Time 6.5 ms , AMD Free Sync",S33A Series,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,VA Panel,"1,920 x 1,080 pixels",Full HD,,"MAIN UNIT, POWER CORD, WARRANTY CARD, HDMI",Flat,1080P,Anti Glare,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,"3,000:1(Typ)",178° (2D),178° (2D),6.5 ms,250 nits (2D),0.248 mm,,,,,,,,,,,,,,,AC 100~240V,"0.2 W (Operational), 18 W (Standby)",,"Yes, 1.2 Port",,,,,,,10 - 40° C,10 - 80° C,10 - 40° C,,,-5 Degree to 21 Degree,,75*75 mm,,,,,,,,,,,,,,,,,,3 Years Onsite Warranty,Manufacturing Defects,Physical Damage If Serial No. is Misplace from Packaging Box.,3 Year,,,,,10 - 80 %,,,
"Lenovo L-Series 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with 99% sRGB, HDMI 1.4, VGA, 2X3W Sp...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/y/i/l22i-40-full-hd-22-2023-67aekacbin-lenovo-original-imagxhhwprz7bxwn.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-99-srgb-hdmi-1-4-vga-2x3w-speakers-tilt-stand-home-office-use-ultraslim-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGXF42N5QQZCXE&lid=LSTMONGXF42N5QQZCXEQ357OC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_221&otracker=search&otracker1=search&fm=organic&iid=en_kj2zPSlXOd6yZljAmDgS_kbl3WcVDV62ZItuDT7BRXy87kErKZ72gOr9DlYqfzOF1KxT31QcftqSlq16hFCa_A%3D%3D&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,L22i-40,L-Series,Cloud Grey,55.88 cm (22 inch) LCD Display,LED Backlit Backlight,IPS Panel,,Full HD,,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,Anti-glare,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,4 ms,250 nits (2D),,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,Yes,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
"DELL 60.96 cm (24 inch) Full HD IPS Panel 99% sRGB, 250 nits brightness , 3H Hardness, Gray-To-Gray (F...","₹14,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/a/4/u/-original-imah96c4bamxhdsz.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_222&otracker=search&otracker1=search&fm=organic&iid=en_kj2zPSlXOd6yZljAmDgS_kbl3WcVDV62ZItuDT7BRXx1p2hIv6Ww8r2_42DyWq95BdrMO4Rk8Rpr4kHoK1JN3vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,P2425H,,Black,60.96 cm (24 inch) LCD Display,Non LED Backlit Backlight,IPS Panel,,Full HD,,"1 Monitor, Power Cable, Stand, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),,,,,No,,,,No,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
Enter 46.99 cm (18.5 inch) HD LED Backlit Monitor (E-M0-A03),"₹2,560",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k34rki80/monitor/t/f/c/e-m18he-e-m18he-enter-original-imafmcydzkmwsh6h.jpeg?q=70,https://www.flipkart.com/enter-46-99-cm-18-5-inch-hd-led-backlit-monitor-e-m0-a03/p/itm34e2f32a3a3f2?pid=MONFMBVGW7F2YTFC&lid=LSTMONFMBVGW7F2YTFC6XQQZY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_223&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONFMBVGW7F2YTFC.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,E-M0-A03,,Black,46.99 cm (18.5 inch) LED Display,LED Backlit Backlight,,,HD,,"1 LED MONITOR, 1 POWER CABLE, 1 HDMI CABLE, 1 LED STAND, USER MANUAL",Flat,,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,,130° (2D),110° (2D),5 ms,,,,,,,,,,,,,,,,,AC 185~255V 1.0A II50/60Hz,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 YEAR, By BRAND","DEFECTIVE, NOT WORKING","DAMAGE, BROKEN AND BURNT",1 Year,,,,,,,No,
SAMSUNG A334 55.88 cm (22 inch) Full HD LED Backlit VA Panel Monitor (S22A330 ( Full HD LED Backlit VA...,"₹7,131",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kmqn3bk0/monitor/e/a/z/s22a330-full-hd-led-backlit-va-panel-60-hz-refresh-rate-response-original-imagfkpytt5yauzg.jpeg?q=70,https://www.flipkart.com/samsung-a334-55-88-cm-22-inch-full-hd-led-backlit-va-panel-monitor-s22a330-panel-60-hz-refresh-rate-response-time-6-5-ms-amd-free-sync/p/itmaee3244ae413d?pid=MONGFKPYDHCPBNEW&lid=LSTMONGFKPYDHCPBNEWCTOTNG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_224&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONGFKPYDHCPBNEW.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,"S22A330 ( Full HD LED Backlit VA Panel, 60 Hz Refresh Rate, Response Time 6.5 ms , AMD Free Sync",A334,Black,55.88 cm (22 inch) LED Display,LED Backlit Backlight,VA Panel,"1,920 x 1,080 pixels",Full HD,,"MAIN UNIT, POWER CORD, WARRANTY CARD, HDMI CORD",Flat,1080P,Anti glare,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,"3,000:1(Typ), Mega DCR (Dynamic)",178° (2D),178° (2D),6.5 ms,250 nits (2D),0.248 mm,72,,,,,,,,,,,,,,AC 100~240V,18 W (Operational),,"Yes, 1.2 Port",,,,,,,10 - 40° C,10 - 80° C,10 - 40° C,,Simple,-5 Degree to 21 Degree,,75*75 mm,,,,,,,,,,,,,,,,,,3 Years Onsite Warranty,Manufacturing Defects,Physical Damage If Serial No. is Misplace from Packaging Box.,3 Year,,,,,10 - 80 %,,,
Enter 55.88 cm (22 inch) HD Monitor (E-MO-A03),"₹3,320",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kuef2q80/monitor/f/n/p/19-inch-hd-led-backlit-gaming-monitor-e-mo-a01-response-time-5-original-imag7gf4scunyzgq.jpeg?q=70,https://www.flipkart.com/enter-55-88-cm-22-inch-hd-monitor-e-mo-a03/p/itm34e2f32a3a3f2?pid=MONGAGTWCSXYZGZF&lid=LSTMONGAGTWCSXYZGZF4YPEYV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_225&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONGAGTWCSXYZGZF.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,E-MO-A03,,Black,55.88 cm (22 inch) LED Display,,,1680X1050 pixels,HD,,"1 LED MONITOR, 1 POWER CABLE, 1 HDMI CABLE, 1 LED STAND, USER MANUAL",Flat,1680X1050,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,,140° (2D),110° (2D),5 ms,250 nits (2D),0.2835 mm,,,,No,,,,,,,,,,,"AC 180-255V 1.0A, 50/60Hz",,,"Yes, 1",Yes,,,,,,0 - 50° C,,-20 - 60° C,,,,,,,,,,,Yes,,,,,,,,,,,,"1 Year, by Brand",manufacturing defcet,physical damage & burnt,1 Year,,,,,20 - 60 %,,,
Lenovo G Series 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Gaming Monitor (G24-20),"₹11,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kuh9yfk0/monitor/w/f/q/g24-20-full-hd-23-8-66cfgac1in-lenovo-original-imag7h74tqhfy6bm.jpeg?q=70,https://www.flipkart.com/lenovo-g-series-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-gaming-monitor-g24-20/p/itm202a4276268c6?pid=MONG6PCUTYFWAR9M&lid=LSTMONG6PCUTYFWAR9MTTUWBC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_226&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONG6PCUTYFWAR9M.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,G24-20,G Series,Raven Black,60.45 cm (23.8 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor with Stand, Power Cable (1.8m), DP Cable (1.8m), Quick Setup Guide",Flat,,,16.7 m Colors,"144 Hz (Analog), 165 Hz (Digital)",16:09,,178° (2D),178° (2D),0.5 ms,350 nits (2D),,99% sRGB,,,,,,,No,,,No,,,,,,,"Yes, 2",,Yes,,Yes,,,,,,,Tilt,,,100 x 100 mm,VESA,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,"Uninterrupted or Error-free Operation of a Product. Defects in Materials and Workmanship under Normal use During the Warranty Period. On-site Service Support will be Provided at the Customer's Location. Some Repairs may Need to be Completed at a Service Center. If so, the Service Provider will Send the Product to the Service Center at its Expense.","Loss of, or Damage to, your Data by a Product. Any Software Programs, whether Provided with the Product or Installed Subsequently. Failure or Damage Resulting from Misuse, Abuse, Accident, Modification, Unsuitable Physical or Operating Environment, Natural Disasters. Power Surges, Improper Maintenance, or Use Not in Accordance with Product Information Materials. Damage Caused by a Non-authorized Service Provider. Failure of, or Damage Caused by, Any Third Party Products, Including those that Lenovo may Provide or Integrate into the Lenovo Product at your Request. Any Technical or Other Support, Such as Assistance with ""How-to"" Questions and those Regarding Product Set-up and Installation. Products or Parts with an Altered Identification Label or from which the Identification Label has been Removed.",,,Audio Out,,,,,No,
"DELL 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with Built-In 5W Dual Speaker, 99% sRGB(typical)...","₹15,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/7/b/z/-original-imah96c5zsjqsu2g.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-built-in-5w-dual-speaker-99-srgb-typical-ficker-free-brightness-300-nits-typical-ports-2x-hdmi-monitor-s2725hs/p/itma21882b5a608c?pid=MONHY8GGMSFAARBH&lid=LSTMONHY8GGMSFAARBHNIADHL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_227&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONHY8GGMSFAARBH.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,S2725HS,,"Black, Grey",68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,,Full HD,,"1 Monitor, Stand Riser, Base, Side I/O Cover, VESA Cover, Quick Setup Guide Safety, Environmental, Regulatory Information, Power Cable, HDMI cable",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,178° (2D),178° (2D),4 ms,300 nits (2D),,,,,No,,,,Yes,No,No,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,517.5 mm,200.3 mm,8.41 kg,,487.5 mm,170.3 mm,5.41 kg,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,No,,,,,,,
zebion Crista 55.88 cm (22 inch) HD LED Backlit IPS Panel Monitor (1920x1080 Pixel with Max Resolution...,"₹5,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/4/w/r/1920x1080-pixel-with-max-resolution-hdmi-vga-wall-mountable-hd-original-imah3dpmbb6jgxgg.jpeg?q=70,https://www.flipkart.com/zebion-crista-55-88-cm-22-inch-hd-led-backlit-ips-panel-monitor-1920x1080-pixel-max-resolution-hdmi-vga-wall-mountable/p/itmcdc894a1bfb16?pid=MONH33R8FHQXHUJJ&lid=LSTMONH33R8FHQXHUJJU0U9CT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_228&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONH33R8FHQXHUJJ.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,"1920x1080 Pixel with Max Resolution, HDMI, VGA, Wall Mountable,",Crista,White,55.88 cm (22 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,HD,,1,Flat,1920x1080p,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,,,,5 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,"Yes, 1",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Year Manufacturer Warranty,Manufacturing Defects Only,Physical and Electrical Damages,3 Year,,,,,,,,
Acer 54.61 cm (21.5 inch) Full HD LED Backlit IPS Panel Monitor (V227Q E3),"₹6,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/n/r/v227q-e3-full-hd-21-5-2024-um-wv7si-301-acer-original-imagz5f8ggthzhxk.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-led-backlit-ips-panel-monitor-v227q-e3/p/itmb307d8ab365a8?pid=MONGZ5F8Y5NW9BTZ&lid=LSTMONGZ5F8Y5NW9BTZZYPDIB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_229&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONGZ5F8Y5NW9BTZ.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,V227Q E3,,Black,54.61 cm (21.5 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 Pixels pixels,Full HD,,"Monitor, stand, power cord, manual, VGA Cable",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,,178° (2D),178° (2D),4 ms,250 nits (2D),,99% SRGB,,,No,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,,,,"Yes, 1",,,,,,"1 x VGA, 1 x HDMI with Inbox HDMI Cable I Audio Out Audio In feature",,,,,,,,,,,,,,,,,,,,,,,,,,3 years manufacturer warranty,Manufacturing defect only,Physical Damages,,,,,,,,No,
"SAMSUNG M7 81.28 cm (32 inch) 4K Ultra HD VA Panel with Mouse & Keyboard Control, OTT Apps, IoT Hub, O...","₹32,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/q/d/-original-imahfes3eqzharzh.jpeg?q=70,https://www.flipkart.com/samsung-m7-81-28-cm-32-inch-4k-ultra-hd-va-panel-mouse-keyboard-control-ott-apps-iot-hub-office-365-workout-tracker-multiple-ports-speakers-remote-bluetooth-smart-monitor-ls32dm701uwxxl/p/itm1809aa0682268?pid=MONHF2H9K5FSYDVG&lid=LSTMONHF2H9K5FSYDVGUREEMI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_230&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONHF2H9K5FSYDVG.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,LS32DM701UWXXL,M7,White,81.28 cm (32 inch) LED Display,,VA Panel,3840 x 2160 pixels,4K Ultra HD,,"1 Monitor, Remote Controller, Power Cable, HDMI Cable, Warranty Card, User Manual",Flat,2160p,,,"60 Hz (Analog), 60 Hz (Digital)",,3000:1,,,4 ms,300 nits (2D),,72%,,,,,,,Yes,No,,Yes,,,,AC 100 - 240 V,150 W (Operational),,"Yes, 2",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
Lenovo L 54.61 cm (21.5 inch) Full HD IPS Panel Monitor (L22i-40),"₹7,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/g/r/l22i-40-full-hd-21-5-2023-67aekacbin-lenovo-original-imagwqwbty2rwyyf.jpeg?q=70,https://www.flipkart.com/lenovo-l-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGWQWC3T3GURBQ&lid=LSTMONGWQWC3T3GURBQU0IHGO&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_231&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONGWQWC3T3GURBQ.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,L22i-40,L,Cloud Grey,54.61 cm (21.5 inch) IPS Display,,IPS Panel,1920 x 1080 pixels,Full HD,,"Monitor, Power Cable, user manual",Flat,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:9,"1000:1, 16:9 (Dynamic)","178° (2D), 90° (3D)","178° (2D), 178° (3D)",4 ms,250 nits (2D),,,,,No,,,,"Yes, 2 Speakers  with 3 W Power Output Per Speaker",Yes,No,Yes,2,,3,,"21 W (Operational), 0.5 W (Standby)",,Yes,Yes,Yes,,Yes,Yes,,,,5 - 85° C,,,YES,,,,,,,,,,,,,,,,,,,,1 year Onsite Warrenty,All issue expect of physical Damage,Physical Damage,,,"Audio In, Audio Out",,,,,No,
"LG UltraGear 80.01 cm (31.5 inch) Quad HD VA Panel with Dynamic Action Sync, Black Stabilizer, Custom ...","₹14,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kh5607k0-0/monitor/j/0/z/ultragear-32-inch-qhd-32gk650f-b-aus-lg-original-imafx8d43a4pkfez.jpeg?q=70,https://www.flipkart.com/lg-ultragear-80-01-cm-31-5-inch-quad-hd-va-panel-dynamic-action-sync-black-stabilizer-custom-gaming-environment-virtually-borderless-design-slim-bezel-monitor-32gk650f/p/itm191fd46677e31?pid=MONFX8D4ZXPAMCF3&lid=LSTMONFX8D4ZXPAMCF3GV2FJ3&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_232&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONFX8D4ZXPAMCF3.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,32GK650F,UltraGear,Black,80.01 cm (31.5 inch) HD Display,,VA Panel,2560 x 1440 pixels,Quad HD,,"Monitor, Stand, Power Cord, Connectivity Cables",Flat,,,,"144 Hz (Analog), 144 Hz (Digital)",16:09,3000:1 (Native),,,5 ms,,,NTSC 72%,,,,,,,,,,,,,,"100 ~ 240V, (50/60Hz)",65 W (Standby),,Yes,No,,,Yes,No,,,,,,,,,100 x 100 mm mm,,,,,,,,,"1ms Motion Blur Reduction Mode (120Hz, 144Hz), AMD RADEON Freesync
Black Stabiliser, DAS Mode, Crosshair, Response Time Control, HDCP(ver 2.2)
Colour Calibrated, Smart Energy Saving, Automatic Standby",71.5 cm,60.4 cm,27.2 cm,8.3 kg,71.5 cm,42.4 cm,5.7 cm,6.5 kg,3 Year Manufacturer,Manufacturing Defects,Physical Damage,3 Year,No,Audio Out,144 Hz,,,,,
LG 46.99 cm (18.5 inch) HD LED Backlit TN Panel Monitor (19M38HB-B.BTRS),"₹6,137",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/k/a/-original-imagpu2tdgyjnrxu.jpeg?q=70,https://www.flipkart.com/lg-46-99-cm-18-5-inch-hd-led-backlit-tn-panel-monitor-19m38hb-b-btrs/p/itmeuchf5jfmqw8x?pid=MONF4WBNPAADGXQV&lid=LSTMONF4WBNPAADGXQV994KKY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_233&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONF4WBNPAADGXQV.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,19M38HB-B.BTRS,,Black,46.99 cm (18.5 inch) LED Backlit Display,LED Backlit Backlight,TN Panel,1366 x 768 pixels pixels,HD,,"Monitor, Power Chord, D-sub, User Manual, Warranty Documents",Flat,,"Anti-glare, Hard Coating (3H)",16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,,,,5 ms,"200 nits (2D), 250 nits (3D)",,,,"Reader Mode, Flicker Safe, On Screen Control, Color Weakness Mode, 4 Screen Split, Picture-in-Picture Mode",,,,,No,Yes,Yes,No,,,,"AC 100 - 240 V, 50/60 Hz",35 W (Operational),,"Yes, 1",Yes,,,Yes,,,,,,,,-5 Degree to 20 Degree,"Tilt, Base Detachable","Yes,75 x 75 mm mm",,Key Lock,,,,Yes,,,,,,,,,,,,3 Years Onsite Warranty,Manufacturing Defects Only,Physical Damage,,No,Audio Out,,,,,No,
AOC 54.61 cm (21.5 inch) Full HD Monitor (22B2HM),"₹6,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kr9jafk0/monitor/b/p/k/22b2hm-21-5-22b2hm-aoc-original-imag53b7kzhymvgt.jpeg?q=70,https://www.flipkart.com/aoc-54-61-cm-21-5-inch-full-hd-monitor-22b2hm/p/itmee5601bb7cf80?pid=MONG4ZYVXFYHXQ78&lid=LSTMONG4ZYVXFYHXQ78JYRN0A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_234&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONG4ZYVXFYHXQ78.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,22B2HM,,Black,54.61 cm (21.5 inch) LED Display,,,,Full HD,,"1 Monitor, Power Cable, VGA Cable, HDMI Cable, Power Cord, Adapter, User Guide, Manuals",Flat,,,,"75 Hz (Analog), 60 Hz (Digital)",,,,,1 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years on Site Warranty,Manufacturing Defects,Onsite,,,,,,,,,
rionix ENTER 48.26 cm (19 inch) HD LED Backlit TN Panel Monitor (ENTER 19 inch HDMI),"₹2,850",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/4/0/e/enter-19-inch-hdmi-hd-19-2023-e-mo-a01-rionix-original-imagr2g6bty99prd.jpeg?q=70,https://www.flipkart.com/rionix-enter-48-26-cm-19-inch-hd-led-backlit-tn-panel-monitor-enter-19-inch-hdmi/p/itm34e2f32a3a3f2?pid=MONGR2GWTTTARWJK&lid=LSTMONGR2GWTTTARWJKYSHKYG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_235&otracker=search&otracker1=search&fm=organic&iid=239d78e7-4ec4-4cf9-b57c-f3d26cc58d5c.MONGR2GWTTTARWJK.SEARCH&ppt=None&ppn=None&ssid=86mddhrya80000001739030528238&qH=08b5411f848a2581,2025-02-08 17:02:08,ENTER 19 inch HDMI,ENTER,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,TN Panel,,HD,,"LED, STAND, HDMI CABLE",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,,,,,,,,,,,,,,,,,"Yes, 1","Yes, yes",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year brand warranty,warranty is not covered on damaged and burned case,DAMAGED BROKEN,1 Year,No,,,,,,,
