title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Connectivity Features,Audio Jacks,Other Power Features,Part Number
"SAMSUNG M5 68.58 cm (27 inch) Full HD VA Panel with embedded TV Apps, PC-less productivity with Samsun...","₹17,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/h/s/a/-original-imagys3daxenenr6.jpeg?q=70,https://www.flipkart.com/samsung-m5-68-58-cm-27-inch-full-hd-va-panel-embedded-tv-apps-pc-less-productivity-dex-office-365-google-duo-app-iot-hub-built-in-speakers-ultrawide-game-view-smart-monitor-ls27cm501ewxxl/p/itm08d5c6bdd9748?pid=MONGCZSTCZZ5UX2B&lid=LSTMONGCZSTCZZ5UX2BR81ORP&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_11_264&otracker=search&otracker1=search&fm=organic&iid=a6163fd3-746e-4b86-b26f-5be83bedfdb5.MONGCZSTCZZ5UX2B.SEARCH&ppt=None&ppn=None&ssid=be3p7s9u800000001738686054840&qH=08b5411f848a2581,2/5/2025 17:11,LS27CM501EWXXL,M5,White,68.58 cm (27 inch) LED Display,,VA Panel,1920 x 1080 pixels,No,Full HD,,"1 Unit Monitor, Power Cable, HDMI Cable, Remote Controller, Warranty Card, User Manual",Flat,,,1000 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,"3000:1, 3000:1 (Dynamic)",178° (2D),178° (2D),4 ms,250 nits (2D),,,,"178 Degrees Viewing Angle, Response Time 4ms, 1B (Max) Color Support",,,,,,Yes,No,,Yes,,,,AC 100 - 240 V,50 W (Operational),"Yes, HDMI 1.4 Port",,,No,2,,,10 - 40° C,,,10 - 80 %,,,,,100 x 100 mm,,,,,,,,,,"Eye Saver Mode, Flicker Free, Windows 10 Certification",615.5 mm,455.5 mm,193.5 mm,5 kg,615.5 mm,367.9 mm,41.8 mm,3.9 kg,3 Years Warranty,Manufacturing Defects Only,Physical Damage,3 Year,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.2,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/z/i/6/zeb-ea124-full-hd-24-2024-zeb-ea124-100hz-online-zebronics-original-imahf7v6fvf4w9tr.jpeg?q=90,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG 152.25 cm (59.94 cm (24 inch) LED Display) Full HD TN Panel Gaming Monitor (24GL600F),"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k1i6ikw0/monitor/v/j/y/ultragear-144hz-1ms-full-hd-gaming-monitor-with-radeon-freesync-original-imafh27brybvp2df.jpeg?q=70,https://www.flipkart.com/lg-152-25-cm-59-94-24-inch-led-display-full-hd-tn-panel-gaming-monitor-24gl600f/p/itmc41e477a3bcf3?pid=MONFH24UZ8EHXVJY&lid=LSTMONFH24UZ8EHXVJYVPE6J7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_265&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONFH24UZ8EHXVJY.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,24GL600F,,Black,152.25 cm (59.94 cm (24 inch) LED Display) LED Display,,TN Panel,1920 x 1080 pixels,No,Full HD,,"Monitor, Stand, Power Cord, Connectivity Cables",Flat,,,,"144 Hz (Analog), 144 Hz (Digital)",,16:09,1000:1 (Typ.),,,1 ms,300 nits (2D),,,,,,,,,,No,,,No,,,,"100-240 Vac, 50/60 Hz","0.3 W (Operational), 30 W (Standby)","Yes, 2",No,No,Yes,,,,,,,,,,,,,,,,,,,,,,"RADEON FreeSync, Black Stabilizer, Crosshair, Smart Energy Saving, Dynamic Action Sync, Flicker Safe, Reader Mode, 1 ms Motion Blur Reduction, On Screen Control (OSC)",55.62 cm,41.91 cm,18.05 cm,3.7 kg,55.62 cm,33.52 cm,6.09 cm,3.2 kg,3 Year,Manufacturing Defects,physical Damage,,,,,
"DELL 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with Built-In 5W Dual Speaker, 99% sRGB (typical...","₹14,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/9/g/-original-imahymzgzshrc8jc.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-built-in-5w-dual-speaker-99-srgb-typical-brightness-300-nits-ports-2x-hdmi-flicker-free-monitor-s2725h/p/itm72884fa818ef1?pid=MONHY8GGAH76VGEY&lid=LSTMONHY8GGAH76VGEYCGFOQL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_266&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONHY8GGAH76VGEY.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,S2725H,,"Black, Grey",68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, Stand Riser, Base, Side I/O Cover, VESA Cover, Quick Setup Guide Safety, Environmental, Regulatory Information, Power Cable, HDMI cable",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,300 nits (2D),,,,,No,,,,,Yes,No,No,Yes,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,452.2 mm,176.5 mm,7.31 kg,,422.2 mm,146.5 mm,4.31 kg,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,649",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_267&otracker=search&otracker1=search&fm=organic&iid=en_i3Go6W59GTaZljlUMb2Fk5DwP3HznZTMLajgVXAkGvF3B8vc4lJyfOgPXVDU5JWh5AdpL-3puPt4XoxJ7hkmDg%3D%3D&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,MON-0074,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_268&otracker=search&otracker1=search&fm=organic&iid=en_i3Go6W59GTaZljlUMb2Fk5DwP3HznZTMLajgVXAkGvGDk0f6HxiWyb8Nh-MXj6Rwf664LShTGvdftadsAKI5iQ%3D%3D&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
Enter 39.12 cm (15.4 inch) HD Monitor (15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06)),"₹2,480",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/monitor/8/l/v/15-4-inch-hd-led-backlit-monitor-with-hdmi-vga-e-mo-a06-hd-15-4-original-imagdaxrce3yfdxp.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-monitor-inch-led-backlit-hdmi-vga-e-mo-a06/p/itm089e54abf783d?pid=MONGDAXRKYXD8J4R&lid=LSTMONGDAXRKYXD8J4RSHGRBT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_269&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONGDAXRKYXD8J4R.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06),,Black,39.12 cm (15.4 inch) HD Display,,,,,HD,,"led monitor, hdmi cable, power cable",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG M7 81.28 cm (32 inch) 4K Ultra HD VA Panel with Mouse & Keyboard Control, OTT Apps, IoT Hub, O...","₹32,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/q/d/-original-imahfes3eqzharzh.jpeg?q=70,https://www.flipkart.com/samsung-m7-81-28-cm-32-inch-4k-ultra-hd-va-panel-mouse-keyboard-control-ott-apps-iot-hub-office-365-workout-tracker-multiple-ports-speakers-remote-bluetooth-smart-monitor-ls32dm701uwxxl/p/itm1809aa0682268?pid=MONHF2H9K5FSYDVG&lid=LSTMONHF2H9K5FSYDVGUREEMI&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_270&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONHF2H9K5FSYDVG.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,LS32DM701UWXXL,M7,White,81.28 cm (32 inch) LED Display,,VA Panel,3840 x 2160 pixels,,4K Ultra HD,,"1 Monitor, Remote Controller, Power Cable, HDMI Cable, Warranty Card, User Manual",Flat,2160p,,,"60 Hz (Analog), 60 Hz (Digital)",,,3000:01:00,,,4 ms,300 nits (2D),,72%,,,,,,,,Yes,No,,Yes,,,,AC 100 - 240 V,150 W (Operational),"Yes, 2",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...","₹9,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/r/g/-original-imagyr8vrpzzgrac.jpeg?q=70,https://www.flipkart.com/dell-s-series-60-45-cm-23-8-inch-full-hd-ips-panel-3-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-ultra-thin-bezel-monitor-s2421hnm-s2421hn/p/itm60f8947b5f259?pid=MONGYDFQTN8ZTEHG&lid=LSTMONGYDFQTN8ZTEHGUGWX0A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_271&otracker=search&otracker1=search&fm=organic&iid=en_i3Go6W59GTaZljlUMb2Fk5DwP3HznZTMLajgVXAkGvEAhUZkVqNd83JRw6EgaKVHtgqzmDxwfYY_UZZxPLsdQ_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,S2421HNM / S2421HN,S Series,Grey,60.45 cm (23.8 inch) LED Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,,0.3114 mm,,,,No,,,,,No,Yes,,No,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,,,,,,,,,,,,Yes,,No,,,No,No,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,5 kg,,,,6 kg,3 Years Warranty,Manufacturing Defects,Physical Damage,3 Year,Audio Line-out,,,
"BenQ GW2490 60.96 cm (24 inch) Full HD LED Backlit IPS Panel 99% sRGB, Eye-careU, Dual HDMI, Display P...","₹8,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/x/5/gw2490-full-hd-24-2024-gw2490-benq-original-imagy6vfbvxjjhpu.jpeg?q=70,https://www.flipkart.com/benq-gw2490-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-99-srgb-eye-careu-dual-hdmi-display-port-bezel-less-eyesafe-vesa-mediasync-brightness-intelligence-low-blue-light-speakers-2wx2-wall-mountable-monitor-gw2490/p/itm4af37e8d586ae?pid=MONGXXF4ETTSY3NK&lid=LSTMONGXXF4ETTSY3NKREMWFH&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_272&otracker=search&otracker1=search&fm=organic&iid=en_i3Go6W59GTaZljlUMb2Fk5DwP3HznZTMLajgVXAkGvHXhHeJbcy8TebdK4EhtjyY-nykuPyvZMOsIcdfbyTpPPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,GW2490,GW2490,Black,60.96 cm (24 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, 1.5 m Power Cord, HDMI Signal Cable, User Manual, Warranty Card",Flat,1080p,Anti-glare,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,,,5 ms,250 nits (2D),0.274 mm,99% sRGB,,,No,,,,,"Yes, 2 Speakers",Yes,,Yes,2,,,"AC 100 - 240 V, 50/60 Hz",35 W (Operational),"Yes, 2",,No,Yes,,No,Yes,,,,,,,,,,VESA,Kensington Lock,,No,,18 Languages,Yes,Yes,,,,,,,,,,,39 Months Warranty,Manufacturing Defects,Physical Damages,39 Months,,Audio In,,
"SAMSUNG M5 81.28 cm (32 inch) Full HD LED Backlit VA Panel with embedded TV Apps, PC-less productivity...","₹19,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l3vxbbk0/monitor/8/o/2/wifi-netflix-youtube-prime-video-and-apple-tv-streaming-original-imagewmgzmhuhkah.jpeg?q=70,https://www.flipkart.com/samsung-m5-81-28-cm-32-inch-full-hd-led-backlit-va-panel-embedded-tv-apps-pc-less-productivity-dex-office-365-google-duo-app-iot-hub-built-in-speakers-ultrawide-game-view-smart-monitor-ls32cm500ewxxl/p/itmf37a817093719?pid=MONGEWMGWFVXZTDX&lid=LSTMONGEWMGWFVXZTDXUOWFWF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_273&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONGEWMGWFVXZTDX.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,LS32CM500EWXXL,M5,Black,81.28 cm (32 inch) LED Display,LED Backlit Backlight,VA Panel,,No,Full HD,,"Man Product, Stand, Adopter, Power Cable, Warrenty Card",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,16:9 (Dynamic),,,4 ms,250 nits (2D),,Black,,,,,,,,,,,,,,,,,,,No,Yes,2 Type Port,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Comprehensive Warranty on Product,"Defect Arising Out of Faulty, Defective Material or Workmanship are Covered in Warranty","Warranty Does Not Cover Any External Accessories (Such as Battery, Cable, Carrying Bag), Damage Caused to the Product Due to Improper Installation by Customer, Normal Wear and Tear to Magnetic Heads, Audio, Video, Laser Pick-ups and TV Picture Tubes, Panel, Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock, Any Damage Caused Due to Tampering of the Product by an Unauthorized Agent, Liability for Loss of Data, Recorded Images or Business Opportunity Loss",,,"Audio In, Audio Out",,
LG 19M 46.99 cm (18.5 inches) HD LED Backlit TN Panel Monitor (19M38AB),"₹6,149",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/k/a/-original-imagpu2tdgyjnrxu.jpeg?q=70,https://www.flipkart.com/lg-19m-46-99-cm-18-5-inches-hd-led-backlit-tn-panel-monitor-19m38ab/p/itmeuchf5jfmqw8x?pid=MONEUCHFCQUFRSPD&lid=LSTMONEUCHFCQUFRSPDJSK7H7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_274&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONEUCHFCQUFRSPD.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,19M38AB,19M,Black,46.99 cm (18.5 inches) LED Backlit Display,LED Backlit Backlight,TN Panel,1366 x 768 pixels,No,HD,N,"LED MONITOR, CD MAUAL, WARRANTY CARD",Flat,LED,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,Mega,,,5 ms,200 nits (2D),,,0 kHz (Digital),,No,,,,,No,No,No,No,,,,50/60,"5 W (Operational), 0.3 W (Standby)","No, 0",No,Yes,Yes,,No,No,,,,,,,Yes / -5º (front) ~ 20º(rear),,75 x 75 mm,,,,No,,17 Languages,Yes,No,,,,,350 mm,2.1 kg,,57 mm,278.1 mm,1.9 kg,3 Years Onsite Warranty,3,PHYSICAL DAMAGE AND BURN CASE,3 Year,,,Adapter TYPE,
"Lenovo R-Series 68.58 cm (27 inch) Full HD IPS Panel with 99%sRGB, 90% DCI-P3, 3Wx2 Built-in Speakers,...","₹16,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/h/u/-original-imahftacxssktgg5.jpeg?q=70,https://www.flipkart.com/lenovo-r-series-68-58-cm-27-inch-full-hd-ips-panel-99-srgb-90-dci-p3-3wx2-built-in-speakers-2xhdmi-2-1-1xdp-tilt-swivel-pivot-height-adjustable-stand-gaming-monitor-legion-r27i-30/p/itm21829c7fd5b89?pid=MONHFAHHGS2KRNBA&lid=LSTMONHFAHHGS2KRNBAC18HJT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_275&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONHFAHHGS2KRNBA.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,Legion R27i-30,R-Series,Raven Black,68.58 cm (27 inch) LED Display,,IPS Panel,,Yes,Full HD,,"Monitor, Power Cable, DP Cable, Warranty Booklet",Flat,1080p,,,"180 Hz (Analog), 180 Hz (Digital)",,,,178° (3D),,0.5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Onsite Warranty,Manufacturing Defects,Physical Damge,3 Year,,,,
"DELL 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB Color Gamut, Flicker Free Technolo...","₹12,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/u/b/u/s2721hnm-full-hd-27-p0w45-dell-original-imaghmz37qrgxheh.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-color-gamut-flicker-free-technology-monitor-s2721hnm/p/itm3fe45391bd5c6?pid=MONGHHUTCPYJ4P2N&lid=LSTMONGHHUTCPYJ4P2N9IKGQR&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_276&otracker=search&otracker1=search&fm=organic&iid=0c384b0e-12aa-431e-b0da-0764833ba84d.MONGHHUTCPYJ4P2N.SEARCH&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,S2721HNM,,Grey,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Stand Riser, Stand Base, Power Cable, HDMI Cable, VESA Cover, Quick Setup Guide",Flat,1080p,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,,,4 ms,300 nits (2D),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Tilt,,,,VESA,,,No,,,,,,,,,,,,,,,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,,,,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_12_277&otracker=search&otracker1=search&fm=organic&iid=en_i3Go6W59GTaZljlUMb2Fk5DwP3HznZTMLajgVXAkGvHQYE0dq1PcFibXQ6oqCODd4o1YGq9kT-UtN4qIJsVc1PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=81en8yu4g00000001738686121869&qH=08b5411f848a2581,2/5/2025 17:11,ZEB -AC32FHD LED,,White,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,,,,,,,,,,,,,,,,,50 W (Standby),Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
