title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Resolution,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Power Consumption,HDMI,VGA,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Touch Response Time,Speakers,Headphone Jack,Inbuilt Speaker,Series,Backlight,Processor,HD Standard,Display Screen Coating,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Microphone Jack,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Other Power Features,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,DVI,3D,Maximum 3D Refresh Rate,Operating Humidity Range,OSD Languages Supported,Audio Jacks,Part Number
"Lenovo D-Series 49.53 cm (19.5 Inch) Full HD TN Panel with Fully Adjustable Tilt Stand, Seamless Conne...","₹6,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l4x2rgw0/monitor/e/4/b/d20-30-hd-19-5-66e9kac4in-lenovo-original-imagfpguhzfjyaag.jpeg?q=70,https://www.flipkart.com/lenovo-d-series-49-53-cm-19-5-inch-full-hd-tn-panel-fully-adjustable-tilt-stand-seamless-connectivity-hdmi-1-4-vga-tuv-certified-flicker-free-low-blue-light-monitor-d20-30/p/itmecaeaa0127eb3?pid=MONGFZ9RGQHCCUCY&lid=LSTMONGFZ9RGQHCCUCYTIYMST&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_145&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONGFZ9RGQHCCUCY.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,D20-30,Raven Black,49.53 cm (19.5 Inch) LCD Display,TN Panel,1600 x 900 pixels,Full HD,"1 Monitor, Stand, Power Cable, HDMI Cable, Quick Setup Guide, Warranty Card",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,,170° (2D),160° (2D),5 ms,250 nits (2D),,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,,,No,No,No,D-Series,,,,,72%,,Contrast Ratio 1000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter 48.26 cm (19 inch) HD Monitor (E-MO-A00),"₹2,617",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l1b1oy80/monitor/x/a/h/e-mo-a00-hd-19-e-mo-a00-enter-original-imagcw9yydweppsr.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-monitor-e-mo-a00/p/itmbe5b92834b40d?pid=MONGCW9Y3WQUMCWN&lid=LSTMONGCW9Y3WQUMCWNPZIGF6&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_146&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONGCW9Y3WQUMCWN.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,E-MO-A00,Black,48.26 cm (19 inch) HD Display,,,HD,1,Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,,,,,,,"1 Year, by Brand",manufacturing defect,physical damage & burnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG 60.96 cm (24 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹7,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/6/9/-original-imah8pwhvz2tzucv.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls24c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGKSZJTEBP&lid=LSTMONGYYQGKSZJTEBPM0MVH1&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_147&otracker=search&otracker1=search&fm=organic&iid=en_UMhh_9PgMxQHIba7Zxf2h7BRZHRS1vX3xs9VFQv73QSF5nF2VvOKOm_L7xYUWXxU8kzA3ptjAdN2jJ3eHMy0Y_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,LS24C330GAWXXL,Black,60.96 cm (24 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,178° (2D),178° (2D),4 ms,250 nits (2D),,,Yes,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,72%,,,,,,,,,,,AC 100 - 240 V,,Yes,,,,,,,,,,,,,,,,,,,Yes,Windows 10,,,,,,,,,,,,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_148&otracker=search&otracker1=search&fm=organic&iid=en_UMhh_9PgMxQHIba7Zxf2h7BRZHRS1vX3xs9VFQv73QQUHsRmpHN8jf2z_euj64RXTx0MI_qaK1Y_cQhk2H-0pvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,ZEB -AC32FHD LED,White,81.28 cm (32 inch) LED Display,VA Panel,1920x1080 pixels,Full HD,Monitor-1 unit,Curved,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:9,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,50 W (Standby),Yes,Yes,715 mm,515 mm,8 mm,5 kg,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter NA 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M0-AO6),"₹2,150",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kxaq7ww0/monitor/m/r/j/led-monitor-15-inch-a06-n-hdmi-vga-contrast-800-1-hd-15-e-mo-a06-original-imag9scn74xt62gb.jpeg?q=70,https://www.flipkart.com/enter-na-39-12-cm-15-4-inch-hd-led-backlit-monitor-e-m0-ao6/p/itma8dc42c1071fd?pid=MONG9VF8JXABGPEF&lid=LSTMONG9VF8JXABGPEFM7EUZS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_149&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONG9VF8JXABGPEF.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,E-M0-AO6,Black,39.12 cm (15.4 inch) LED Display,,1280*800 pixels,HD,"1 MONITOR, STAND, HDMI CABLE, POWER CORD, USER MANUAL",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:9,"800:1, 800:1 (Dynamic)","80° (2D), 0° (3D)","60° (2D), 0° (3D)",6 ms,"300 nits (2D), 0 nits (3D)",,"18 W (Operational), 1 W (Standby)","Yes, 1","Yes, 15 PIN",,,,,1 YEAR,MANUFACTURE DEFECTS ONLY,"PHYSICAL DAMAGES, WATER DAMAGES ,FIRE DAMAGES",1 Year,0 ms,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,NA,LED Backlit Backlight,NA,720P,NA,NA,,,"No, Supported by NA",NA,NA,NA,No,0,NA,0,110-240V,,,,No,No,,45° C,,10 - 32° C,,"BASE DETACHABLE, TLIT",,,,,NA,,No,,Yes,No,,,,,,,Yes,No,0 Hz,,,,
Enter 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (19 INCH HD LED Backlit Gaming Monitor (E-MO-...,"₹2,849",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kuef2q80/monitor/3/q/9/19-inch-hd-led-backlit-gaming-monitor-e-mo-a01-response-time-5-original-imag7gf48vzxkgpf.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-inch-gaming-e-mo-a01-response-time-5-ms/p/itme87a61575c6dc?pid=MONG7GF4TV75TJHU&lid=LSTMONG7GF4TV75TJHUYSEPXM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_150&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONG7GF4TV75TJHU.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,19 INCH HD LED Backlit Gaming Monitor (E-MO-A01) (Response Time: 5 ms),Black,48.26 cm (19 inch) LED Display,VA Panel,1440*900 pixels,HD,"MONITOR, STAND, HDMI CABLE, POWER CORD, USER MANUAL",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)","16:9,4:3","NA, NA (Dynamic)",130° (2D),"110° (2D), 110° (3D)",5 ms,"250 nits (2D), 250 nits (3D)",,21 W (Operational),"Yes, 1","Yes, 15 PIN",,,,,1 YEAR,INTERNAL DAMAGES,PHYSICAL DAMAGES AND BURNT,1 Year,,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,,LED Backlit Backlight,N/A,1080P,NA,NA,".31-80 kHz (Analog), NA kHz (Digital)",,"No, Supported by NA with NA",NA,NA,NA,No,0,NA,0,"AC 180-255V 1.0A, 50/60Hz",,Yes,0 x NA Port,No,No,,0 - 50° C,0 - 50° C,20 - 60° C,NA,,,,,,NA,,No,,Yes,,,,,,,,No,No,,20 - 80 %,,,
"SAMSUNG 60.96 cm (24 inch) Curved Full HD VA Panel with 1800R, HDMI, Audio Ports, HDMI, Flicker Free S...","₹7,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/s/t/ls24c360eawxxl-full-hd-24-2023-ls24c360eawxxl-samsung-original-imagqfu5qfcbszxk.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-curved-full-hd-va-panel-1800r-hdmi-audio-ports-flicker-free-slim-design-monitor-ls24c360eawxxl/p/itm11e7db316afa3?pid=MONGPWDYQB4JJMAY&lid=LSTMONGPWDYQB4JJMAYXAPSO5&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_151&otracker=search&otracker1=search&fm=organic&iid=en_UMhh_9PgMxQHIba7Zxf2h7BRZHRS1vX3xs9VFQv73QTi3-17Ub4blnDQ1oiLVz1Ip-jEMkx3dnCePSJ1RXZsTvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,LS24C360EAWXXL,Black,60.96 cm (24 inch) LED Backlit Display,VA Panel,,Full HD,"1 Monitor, Power Cable, HDMI Cable",Curved,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,4 ms,200 nits (2D),,,Yes,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,AC 100 - 240 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_152&otracker=search&otracker1=search&fm=organic&iid=en_UMhh_9PgMxQHIba7Zxf2h7BRZHRS1vX3xs9VFQv73QTkYjKFmP-FDvop_8b-ut0nzY2DGJche-G0acZjvMYBCPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,D24-20/D24-40,Black,60.45 cm (23.8 inch) LED Display,VA Panel,,Full HD,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,,4 ms,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
LG ULTRAGEAR GAMING 27GS60F 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (HDMI & DI...,"₹15,475",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/u/0/hdmi-display-port-hdr-10-nvidia-g-sync-compatible-27gs60f-b-full-original-imah32uh88gcg3s2.jpeg?q=70,https://www.flipkart.com/lg-ultragear-gaming-27gs60f-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-monitor-hdmi-display-port-hdr-10-nvidia-g-sync-compatible-27gs60f-b/p/itma4da3c0133b7d?pid=MONH3FH3ZYY7BXRE&lid=LSTMONH3FH3ZYY7BXREZXOW2J&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_153&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONH3FH3ZYY7BXRE.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,"HDMI & DISPLAY PORT, HDR 10, NVIDIA G-SYNC COMPATIBLE- 27GS60F-B",Black,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"LED MONITOR, STAND, CABLES",Flat,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",16:9,"1000:1, 1000:1 (Dynamic)",178° (2D),178° (2D),1 ms,300 nits (2D),0.3104 mm,"21 W (Operational), 0.3 W (Standby)","Yes, 1 x HDMI (HDCP Version)- 2.2 Port",No,614.2 mm,454.2 mm,224.8 mm,5.8 kg,3 YEARS LG ONSITE WARRANTY,ANY MANUFACTURING DEFECTS,ANY PHYSICAL DAMAGE AND BURNT,3 Year,,"No, 0 Speaker",Yes,No,ULTRAGEAR GAMING 27GS60F,LED Backlit Backlight,,1920 x 1080,,99,,,No,,,,No,0,,,AC 100-240 V (50/60 Hz),,Yes,0,,,,,,,,,TILT,,100 X 100 mm,100 X 100,,,No,,Yes,Yes,"WIN-7, WIN 8, WIN 10, WIN 11, LINUX AND MAC OS",,614.2 mm,364.8 mm,51.7 mm,5.1 kg,No,,,,,,
Acer 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Monitor (KA270 G0),"₹8,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/n/3/ka270-g0-full-hd-27-2024-um-hx0ss-009-acer-original-imah6mf8kfzjnwcc.jpeg?q=70,https://www.flipkart.com/acer-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-monitor-ka270-g0/p/itm3c25a49269fc1?pid=MONH6MF8ZWAYGGTT&lid=LSTMONH6MF8ZWAYGGTTSQOHFW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_154&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONH6MF8ZWAYGGTT.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,KA270 G0,Black,68.58 cm (27 inch) LCD Display,IPS Panel,1920 x 1080 Pixels pixels,Full HD,"1 ,Monitor, stand, power cord, manual, HDMI cable",Flat,,"120 Hz (Analog), 120 Hz (Digital)",,,178° (2D),178° (2D),1 ms,250 nits (2D),,,Yes,,,,,,3 Year Manufacturer Warranty,Manufacturing defect only,Physical Damages,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,Yes,,LED Backlit Backlight,,,,,,,No,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
Enter 48.26 cm (19 inch) HD LED Backlit TN Panel Gaming Monitor (E-MO-A01),"₹2,650",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k34rki80/monitor/t/f/c/e-m18he-e-m18he-enter-original-imafmcydzkmwsh6h.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-led-backlit-tn-panel-gaming-monitor-e-mo-a01/p/itm34e2f32a3a3f2?pid=MONGFFMVPCJJGKSK&lid=LSTMONGFFMVPCJJGKSKKNROKK&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_155&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONGFFMVPCJJGKSK.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,E-MO-A01,Black,48.26 cm (19 inch) LED Display,TN Panel,1440*900 pixels,HD,"1 LED MONITOR, 1 POWER CABLE, 1 HDMI CABLE, 1 LED STAND, USER MANUAL",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,,130° (2D),110° (2D),5 ms,250 nits (2D),0.2835 mm,,"Yes, 1",Yes,,,,,"1 Year, by Brand",manufacturing defcet,physical damage & burnt,1 Year,,,,,,LED Backlit Backlight,,1440*900,,,,,No,,,,,,,,"AC 180-255V 1.0A, 50/60Hz",,,,,,,0 - 50° C,,-20 - 60° C,,,,,,,,,,,Yes,,,,,,,,,,,20 - 60 %,,,
Lenovo L 54.61 cm (21.5 inch) Full HD IPS Panel Monitor (L22i-40),"₹7,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/g/r/l22i-40-full-hd-21-5-2023-67aekacbin-lenovo-original-imagwqwbty2rwyyf.jpeg?q=70,https://www.flipkart.com/lenovo-l-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGWQWC3T3GURBQ&lid=LSTMONGWQWC3T3GURBQU0IHGO&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_156&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONGWQWC3T3GURBQ.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,L22i-40,Cloud Grey,54.61 cm (21.5 inch) IPS Display,IPS Panel,1920 x 1080 pixels,Full HD,"Monitor, Power Cable, user manual",Flat,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:9,"1000:1, 16:9 (Dynamic)","178° (2D), 90° (3D)","178° (2D), 178° (3D)",4 ms,250 nits (2D),,"21 W (Operational), 0.5 W (Standby)",Yes,Yes,,,,,1 year Onsite Warrenty,All issue expect of physical Damage,Physical Damage,,,"Yes, 2 Speakers  with 3 W Power Output Per Speaker",Yes,Yes,L,,,,,,,,No,,,,No,2,,3,,,Yes,,Yes,Yes,,,,5 - 85° C,,,YES,,,,,,,,,,,,,,,,,No,,,,"Audio In, Audio Out",
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_157&otracker=search&otracker1=search&fm=organic&iid=en_UMhh_9PgMxQHIba7Zxf2h7BRZHRS1vX3xs9VFQv73QTmC4bO8-UuXr-n7EpwRtz6KUcgVqDQWeLqKhh4C7y6gw%3D%3D&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,MON-0065,Black,43.18 cm (17 inch) LED Display,VA Panel,1280x1024 pixels,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,18 W (Operational),"Yes, 1 x 1.4 Port","Yes, 15 Pin",370 mm,375 mm,370 mm,2.8 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,-,LED Backlit Backlight,-,1080p,-,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",-,-,-,No,0,NA,0,AC 180 - 255V,-,Yes,0 x 0 Port,No,No,-,-,-,-,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 10, Windows 8, Windows 7",-,200 mm,370 mm,370 mm,2.7 kg,,,,,,,
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...","₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/t/m/zeb-pixigo-a16-zeb-kpm-2-full-hd-15-6-2024-zeb-pixigo-a16-zeb-original-imah8mhubfkxh5eg.jpeg?q=70,https://www.flipkart.com/zebronics-39-62-cm-15-6-inch-full-hd-ips-panel-180-degree-adjustable-stand-16-9-aspect-ratio-300nits-brightness-16-7m-colors-dual-input-type-c-mini-hdmi-built-in-speakers-portable-monitor-zeb-pixigo-a16-zeb-kpm-2/p/itmc6a4627a657b1?pid=MONH7BV6AG8FMXD3&lid=LSTMONH7BV6AG8FMXD3IV2K5K&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_158&otracker=search&otracker1=search&fm=organic&iid=en_UMhh_9PgMxQHIba7Zxf2h7BRZHRS1vX3xs9VFQv73QTxuDPAEcFuTwOsMwO3rwqPakZYhphAJMMSOym34O1xT_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,(Zeb-Pixigo A16 (Zeb-KPM 2)),Black,39.62 cm (15.6 inch) LED Display,IPS Panel,1920 x1080 pixels,Full HD,"Monitor - 1unit, Mini HDMI Cable - 1unit, Type C DP Cable - 1unit, Power Adapter - 1unit, User Manual - 1unit",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,,,,25 ms,300 nits (2D),,,,,35.5 mm,22.2 mm,1.7 mm,0.804 kg,1 year carry into service center,Any manufacturing defect,Any physical damage or accessories,,25 ms,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter 39.12 cm (15.4 inch) HD Monitor (15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06)),"₹2,480",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/monitor/8/l/v/15-4-inch-hd-led-backlit-monitor-with-hdmi-vga-e-mo-a06-hd-15-4-original-imagdaxrce3yfdxp.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-monitor-inch-led-backlit-hdmi-vga-e-mo-a06/p/itm089e54abf783d?pid=MONGDAXRKYXD8J4R&lid=LSTMONGDAXRKYXD8J4RSHGRBT&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_7_159&otracker=search&otracker1=search&fm=organic&iid=c1f6d7e5-0675-49e0-9d90-631cce1d7d98.MONGDAXRKYXD8J4R.SEARCH&ppt=None&ppn=None&ssid=gcao07964w0000001738524239287&qH=08b5411f848a2581,2025-02-02 20:23:59,15.4 inch HD LED Backlit Monitor with HDMI & VGA (E-MO-A06),Black,39.12 cm (15.4 inch) HD Display,,,HD,"led monitor, hdmi cable, power cable",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
