title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Color Gamut,Power Requirement,HDMI,Display Port,HDCP Support,System Requirements,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Backlight,Resolution,HD Standard,Contrast Ratio,Pixel Pitch,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Power Consumption,VGA,Other Mounting Features,Plug and Play,Other Features,Width With Stand,Height With Stand,Depth With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Series,3D,Processor,Display Screen Coating,Maximum 3D Refresh Rate,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Number of Speakers,Other Audio Features,Power Output Per Speaker,DVI,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Inbuilt Webcam,Controls,OSD Languages Supported,Weight With Stand,Weight Without Stand,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=en_T9yeNV6P2vCUB5mvRWVHg6iaXwEkOWW1PUBm_HPGuntAjOg_qvyipg9AnY9S1KxiPcJaFoqu5n9y1uOEkOSB5g%3D%3D&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,MON-0074,Black,50.8 cm (20 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,"130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",86%,AC 180V - 255V,"Yes, 1 x 1.3 Port",Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1600 x 900 pixels,HD,"1000000:1, 1000000:1 (Dynamic)",0.276 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,"24 W (Operational), 0 W (Standby)","Yes, 15 Pin",NA,Yes,NA,220 mm,360 mm,471 mm,220 mm,356 mm,471 mm,-,No,-,-,0 Hz,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,0,NA,0,Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,No,"Auto, Menu, Up, Down, Power",15 Languages,3.25 kg,3 kg,,,,
Acer 49.53 cm (19.5 inch) HD LED Backlit TN Panel Monitor (20CH1Q),"₹7,880",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/k8et4sw0/monitor/c/y/h/20ch1q-um-ic1si-001-acer-original-imafqfqdqfnxxwjk.jpeg?q=70,https://www.flipkart.com/acer-49-53-cm-19-5-inch-hd-led-backlit-tn-panel-monitor-20ch1q/p/itmd58b5522599be?pid=MONFN5NGX5KJPCYH&lid=LSTMONFN5NGX5KJPCYHFU10JM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONFN5NGX5KJPCYH.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,20CH1Q,Black,49.53 cm (19.5 inch) LED Display,TN Panel,HD,"1 Monitor, Stand, Power Cable, HDMI Cable",Flat,16.7 M Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,5 ms,200 nits (2D),,,"Yes, 1",No,,,3 Years Warranty,Manufacturing Defects,Physical Damage,3 Year,LED Backlit Backlight,1366 x 768 pixels,720p,1000:1,0.3177 mm,No,No,No,No,16 W (Operational),Yes,,Yes,,463 mm,329 mm,195 mm,,,,,No,,,,,,No,,,,,,,,No,,No,No,,,,,,,,,75 x 75 mm,VESA,,No,,,1.58 kg,,,,,
"DELL 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel with 5-Years warranty, Brightness 250 cd/m�, Co...","₹6,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/q/x/-original-imagysfvex49qwqv.jpeg?q=70,https://www.flipkart.com/dell-54-61-cm-21-5-inch-full-hd-led-backlit-va-panel-5-years-warranty-brightness-250-cd-m-contrast-ratio-3000-1-hdmi-vga-tilt-adjustment-monitor-se2222h-se2225h/p/itmff50f1a7a229a?pid=MONG6MQBGTB9FVST&lid=LSTMONG6MQBGTB9FVSTECEXO5&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONG6MQBGTB9FVST.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,SE2222H/SE2225H,Black,54.61 cm (21.5 inch) LED Backlit Display,VA Panel,Full HD,"1 Monitor, Power Cable, HDMI Cable",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:09,178° (2D),178° (2D),8 ms,,,,"Yes, 1 x HDMI 1.4 Port",No,,,Domestic Warranty,"This Limited Hardware Warranty Does Not Cover: Software, Including without Limitation, the Operating System and Software Added to the Dell-branded Hardware Products Through Our Factory-integration System, Third-party Software or the Reloading of Software Non Dell-branded Products and Accessories Problems that Result, Directly or Indirectly, from: External Causes Such as Accident, Abuse, Misuse or Problems with Electrical Power. Servicing Not Authorized by Dell. Usage that is Not in Accordance with Product Instructions. Failure to Follow the Product Instructions or Failure to Perform Preventive Maintenance. Using Accessories, Parts or Components Not Supplied by Dell. Commercial Hardware Products that use, or in which have been Installed, Products or Components that have Not been Provided by Dell. Products with Missing or Altered Service Tags or Serial Numbers Products for which Dell has Not Received Payment Normal Wear and Tear","This Limited Hardware Warranty Covers Defects in Materials and Workmanship in your Dell-branded Hardware Products, Including Dell-branded Peripheral Products.",3 Year,LED Backlit Backlight,1920 x 1080 pixels,1080p,,,No,No,No,No,22 W (Operational),Yes,,No,,50.43 cm,38.41 cm,17.88 cm,50.43 cm,29.54 cm,4.92 cm,,No,,Anti-glare with 3H Hardness,,,,No,,,,,,,,No,,No,No,,,,,,,,,,,,No,,,2.67 kg,2.34 kg,,,,
Acer Predator 107.95 cm (42.5 inch) 4K Ultra HD LED Backlit IPS Panel Gaming Monitor (PREDATOR CG437K),"₹59,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kx9as280/monitor/o/n/a/predator-cg437k-4k-ultra-hd-42-5-um-mc7si-p01-acer-original-imag9r99gdhyazn6.jpeg?q=70,https://www.flipkart.com/acer-predator-107-95-cm-42-5-inch-4k-ultra-hd-led-backlit-ips-panel-gaming-monitor-predator-cg437k/p/itma2a11f29a0242?pid=MONG9R99PD3EBNZF&lid=LSTMONG9R99PD3EBNZFPXJJZW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONG9R99PD3EBNZF.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,PREDATOR CG437K,Black,107.95 cm (42.5 inch) IPS LCD MONITOR Display,IPS Panel,4K Ultra HD,"MONITOR WITH FIXED STAND, DISPLAY PORT CABLE, TYPE C CABLE, USER MANUAL",Flat,,"144 Hz (Analog), 144 Hz (Digital)",16:9,,,1 ms,1000 nits (2D),,,Yes,Yes,,,3 years domestic warranty,ALL DEFECTS,PHYSICAL DAMAGE,3 Year,LED Backlit Backlight,3840X2160 pixels,,,,"Yes, 2 Speakers  with 10 W Power Output Per Speaker",,,Yes,,,,,,,,,,,,Predator,,,,,,,No,,,,,2,,10,,C Port,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG 57.4 cm (22.6 inch) Full HD LED Backlit VA Panel (54.48 cm) Monitor (LS22A33ANHWXXL),"₹8,190",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/i/j/-original-imagn6h2gfmkm774.jpeg?q=70,https://www.flipkart.com/samsung-57-4-cm-22-6-inch-full-hd-led-backlit-va-panel-54-48-cm-monitor-ls22a33anhwxxl/p/itmaee3244ae413d?pid=MONGK9WHZVZMWRZH&lid=LSTMONGK9WHZVZMWRZHI1LNC2&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONGK9WHZVZMWRZH.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,LS22A33ANHWXXL,dark blue grey,57.4 cm (22.6 inch) LED Display,VA Panel,Full HD,"1 LED Monitor, Manual Cable, Adapter, Stand",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,6.5 ms,250 nits (2D),,,"Yes, 1",No,,,3 Years Warranty on Product From Manufacturer,"Defect Arising Out of Faulty, Defective Material or Workmanship are Covered in Warranty","Warranty does not Cover Any External Accessories (Such as Battery, Cable, Carrying Bag), Damage Caused to the Product Due to Improper Installation by Customer, Normal Wear and Tear to Magnetic Heads, Audio, Video, Laser Pick-ups and TV Picture Tubes, Panel, Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock, Any Damage Caused Due to Tampering of the Product by an Unauthorised Agent, Liability for Loss of Data, Recorded Images or Business Opportunity Loss",3 Year,LED Backlit Backlight,1920 x 1080 pixels,,,,No,No,No,No,,"Yes, D-SUB",,,,,,,,,,,No,,,,,,No,,,,,,,,No,,No,No,,,,,,,,,,,,,,,,,,,,
"Lenovo L-Series 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with 99% sRGB, 90% DCI-P3, 2xHDMI 2.1...","₹20,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/r/8/l27q-4a-full-hd-27-2023-67bfgac6in-lenovo-original-imah5r6wzavauenr.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-99-srgb-90-dci-p3-2xhdmi-2-1-1xdp-1-4-tilt-swivel-pivot-height-adjustable-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27q-4a/p/itmc89d3f8c296fa?pid=MONH5P8FNVRC7FFV&lid=LSTMONH5P8FNVRC7FFVFS2ALP&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=en_T9yeNV6P2vCUB5mvRWVHg6iaXwEkOWW1PUBm_HPGunsNAMm0Clfz2CTjJGghMOhFhEHqf9QJgS8ipI-4xntn4w%3D%3D&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,L27q-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,Quad HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,1 ms,350 nits (2D),,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,LED Backlit Backlight,,,,,Yes,,,Yes,,,,,,,,,,,,L-Series,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo L-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB, 1xHDMI1.4, 1xVGA, Tilt...","₹12,349",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/l/j/l27i-4a-full-hd-24-2023-67bekac1in-lenovo-original-imah5r6xc4hcpcra.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-1xhdmi1-4-1xvga-tilt-able-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27i-4a/p/itm74ff808e8b852?pid=MONH5P8F9G6BGPVT&lid=LSTMONH5P8F9G6BGPVTEKIQRG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=en_T9yeNV6P2vCUB5mvRWVHg6iaXwEkOWW1PUBm_HPGuntgRFjtdOgpIIDqFzBEqaJaGTwZE5Q2rqhKbj-Lom52Gg%3D%3D&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,L27i-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,Full HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,1 ms,300 nits (2D),,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,LED Backlit Backlight,,,,,Yes,,,Yes,,,,,,,,,,,,L-Series,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Optix 68.58 cm (27 inch) WQHD IPS Panel MSI Optix MAG274QRF-QD Esports Gaming Monitor - 27"" WQHD(2...","₹35,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ktlu9ow0/monitor/p/q/s/optix-mag274qrf-qd-wqhd-optix-mag274qrf-qd-msi-original-imag6wtkz8ynswft.jpeg?q=70,https://www.flipkart.com/msi-optix-68-58-cm-27-inch-wqhd-ips-panel-mag274qrf-qd-esports-gaming-monitor-27-wqhd-2560x1440-flat-rapid-ips-165hz-1ms-gtg-response-time-quantum-dot-hdr-g-sync-compatible-vesa-mounting-usb-type-c-display-hdmi-black-optix-mag274qrf-qd/p/itm202c828f61310?pid=MONG3GKKDM5VM8AQ&lid=LSTMONG3GKKDM5VM8AQXKZLCA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONG3GKKDM5VM8AQ.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,Optix MAG274QRF QD,Black,68.58 cm (27 inch) Rapid IPS Display,IPS Panel,WQHD,"Monitor, Adapter and user manual",Flat,,"165 Hz (Analog), 165 Hz (Digital)",,,,1 ms,300 nits (2D),,,,,,Windows,3 Year Manufucature warranty,Manufacturing defects,Physical damaged not covered,3 Year,,2560 x 1440 pixels,,41.6673611111111,,,,,,,,,,,,,,,,,Optix,,,,,,,,,,,,,,,,,,,,,,,,,,,VESA 100 x 100mm mm,,,,,,,,,,,
"MSI 59.94 cm (23.6 inch) Curved Full HD VA Panel with Wide Color Gamut, Anti-Flicker, Less Blue Light ...","₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/x/2/g24c4-e2-full-hd-23-6-2023-g24c4-e2-msi-original-imagtyeuxbkas9se.jpeg?q=70,https://www.flipkart.com/msi-59-94-cm-23-6-inch-curved-full-hd-va-panel-wide-color-gamut-anti-flicker-less-blue-light-gaming-monitor-g24c4-e2/p/itm66a08ed63c667?pid=MONGSZC4E9GNFYRK&lid=LSTMONGSZC4E9GNFYRKFVLUEW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_210&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONGSZC4E9GNFYRK.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,G24C4 E2,Black,59.94 cm (23.6 inch) LCD Display,VA Panel,Full HD,"1 Monitor, Displayport Cable, HDMI Cable, Power Cable, Stand, User Manual, Warranty Card",Curved,,"144 Hz (Analog), 144 Hz (Digital)",,,,1 ms,250 nits (2D),,,Yes,,,,3 Years Limited Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Audio Out,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_211&otracker=search&otracker1=search&fm=organic&iid=en_T9yeNV6P2vCUB5mvRWVHg6iaXwEkOWW1PUBm_HPGunvXeeTe5rDetIWPgx27lzMYd-Rx-deHLRgMiULbgWFYYPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,D24-20/D24-40,Black,60.45 cm (23.8 inch) LED Display,VA Panel,Full HD,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,4 ms,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_212&otracker=search&otracker1=search&fm=organic&iid=en_T9yeNV6P2vCUB5mvRWVHg6iaXwEkOWW1PUBm_HPGunuHJQbPWPU8jNMl9e8YgndwxD-P07BnOa7kTnNNMAUnWQ%3D%3D&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,MON-0065,Black,43.18 cm (17 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,130° (2D),90° (2D),5 ms,250 nits (2D),sRGB,AC 180 - 255V,"Yes, 1 x 1.4 Port",Yes,No,"Windows 10, Windows 8, Windows 7",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1280x1024 pixels,1080p,"1000000:1, 1000000:1 (Dynamic)",0.264 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,18 W (Operational),"Yes, 15 Pin",-,Yes,-,370 mm,375 mm,370 mm,200 mm,370 mm,370 mm,-,,-,-,,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",,-,-,-,0,NA,0,,0 x 0 Port,No,No,-,-,-,,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,No,"Auto, Menu, Up, Down, Power",,2.8 kg,2.7 kg,-,-,,
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...","₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/6/l/zeb-igm-102-zeb-n27a-full-hd-27-2024-zeb-igm-102-zeb-n27a-original-imah4awzey4fz6ey.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-ips-panel-300-nits-brightness-hdr10-99-srgb-1-x-dp-hdmi-3-5mm-built-in-speakers-anti-glare-display-gaming-monitor-zeb-igm-102-zeb-n27a/p/itmc0b0a3e21eaf1?pid=MONH3NVHAD6T4FG7&lid=LSTMONH3NVHAD6T4FG7HJYBWE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_213&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONH3NVHAD6T4FG7.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,"ZEB-IGM 102,ZEB-N27A",Black,68.58 cm (27 inch) LED Display,IPS Panel,Full HD,"Monitor - 1U, Base - 1U, Stem - 1U, HDMI Cable - 1U, User Manual - 1U, Power Adapter - 1U",Flat,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",16:9,"178° (2D), 178° (3D)","178° (2D), 178° (3D)",1 ms,"300 nits (2D), 300 nits (3D)",,,Yes,Yes,,,3 Year Carry into service center,Any manufacturing defect,Any Physical damage or accessories,,,1920x1080 pixels,1080p,"1000000:1, 1000000:1 (Dynamic)",0.3114 mm,"Yes, with 48 W Power Output Per Speaker",Yes,,Yes,"48 W (Operational), 48 W (Standby)",,,,,616 mm,442 mm,160 mm,616 mm,365 mm,12 mm,,No,,,180 Hz,,,,1 ms,,,,,,48,,,,,,,,,,,,,,,,,,,3.8 kg,3.14 kg,,,,
"MSI 68.58 cm (27 inch) WQHD IPS Panel with EyesErgo Technology, Anti-Flicker, Less Blue Light, Anti-Gl...","₹13,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/l/v/mp275q-wqhd-27-2024-mp275q-msi-original-imah2mwtaqxbs499.jpeg?q=70,https://www.flipkart.com/msi-68-58-cm-27-inch-wqhd-ips-panel-eyesergo-technology-anti-flicker-less-blue-light-anti-glare-flat-business-monitor-mp275q/p/itmb1c96bdb8074c?pid=MONH2255FBCTXP7F&lid=LSTMONH2255FBCTXP7FGZONZY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_214&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONH2255FBCTXP7F.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,MP275Q,Black,68.58 cm (27 inch) LCD Display,IPS Panel,WQHD,"1 Monitor, Display Port Cable, HDMI Cable, Power Cable, Stand, User Manual, Warranty Card",Flat,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,1 ms,300 nits (2D),"sRGB, 100%",,"Yes, 2",,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,2560 x 1440 pixels,1440p,100000000:1 (Dynamic),,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,,,,,,,,,,,,,,,Anti-glare,,,,,,,,,2,,2,,,,,,,,,,,,,,VESA,,,,,,,,,,
"LG 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with HDR10, sRGB 99%, Color Calibrated, Reader Mod...","₹16,744",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/5/0/q/-original-imagpyayy3mezspz.jpeg?q=70,https://www.flipkart.com/lg-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-hdr10-srgb-99-color-calibrated-reader-mode-flicker-safe-tilt-adjustable-3-side-virtually-borderless-design-monitor-27qn600/p/itme4da2270f688a?pid=MONGYJU83FBEXXTQ&lid=LSTMONGYJU83FBEXXTQ797OMM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_215&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONGYJU83FBEXXTQ.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,27QN600,Black,68.58 cm (27 inch) LED Display,IPS Panel,Quad HD,"1 Monitor, Stand, Power Cable, Connectivity Cable",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,5 ms,350 nits (2D),"sRGB, 99%","AC 100 - 240 V, 50 - 60 Hz","Yes, 2 x HDMI 2.0 Port",Yes,Yes,,3 Years Warranty Provided by the Manufacturer from Date of Purchase,Manufacturing Defects,Physical Damages,3 Year,LED Backlit Backlight,2560 x 1440 pixels,,,0.233 mm,No,Yes,No,No,,No,Table Mount,,,613.5 mm,484.2 mm,208.8 mm,613.5 mm,363.5 mm,45.4 mm,,No,No,"Anti-glare, 3H",,30 - 85 kHz (Digital),,,,,,,,,,,,,,,,,,,"Base Detachable, Tilt",5 - 20 Degree,,100 x 100 mm,VESA,Anti Theft Stand Lock Slot,,,,5.7 kg,4.7 kg,,,,
Enter 48.26 cm (19 inch) HD VA Panel Monitor (HD VGA & Monitor),"₹2,580",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/t/x/hd-vga-hdma-e-mo-a01-led-monitor-hd-19-2024-01-enter-original-imagzfmehnsawsxs.jpeg?q=70,https://www.flipkart.com/enter-48-26-cm-19-inch-hd-va-panel-monitor-hd-vga-monitor/p/itm34e2f32a3a3f2?pid=MONGZFMTCFC4UGAE&lid=LSTMONGZFMTCFC4UGAEXHDBDE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_216&otracker=search&otracker1=search&fm=organic&iid=af0d181b-e411-432a-9d19-2388c4d494b8.MONGZFMTCFC4UGAE.SEARCH&ppt=None&ppn=None&ssid=jpzs15jy000000001738368212308&qH=08b5411f848a2581,2025-02-01 01:03:33,HD VGA & Monitor,Black,48.26 cm (19 inch) 48.26 cm (19 inch) HD Display Display,VA Panel,HD,1,Flat,,"60 Hz (Analog), 60 Hz (Digital)",,,,5 ms,,,,,,,,,manufacturing defect,physical damage & burnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:03:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:03:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
