title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Backup,Power Supply,Chipset,Expandable Memory,RAM Frequency,Cache,RPM,Number of Cores,Expandable SSD Capacity,Supported Operating System,Mic In,HDMI Port,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Ethernet,Security Chip,Backlit Keyboard,Included Software,Additional Features,Domestic Warranty,Pointer Device,Battery Cell,OS Architecture,System Architecture,Inbuilt 4G LTE,Memory Slots,NFC Support,Wireless WAN,Face Recognition,Lock Port,Laptop Bag,EMMC Storage Capacity,RJ45,Refresh Rate,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,Read/Write Speed,Antivirus,Recovery Options,Other Accessories,International Warranty,TGP,Color Gamut,Certification,HDD Capacity
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹58,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/a/z/anv15-41-gaming-laptop-acer-original-imagznanfgmdt8w7.jpeg?q=70,https://www.flipkart.com/acer-nitro-v-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7ZYP8MDPHR&lid=LSTCOMGZN7ZYP8MDPHRDVIR0H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_228&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGZN7ZYP8MDPHR.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",ANV15-41,NH.QPFSI.004,ANV15-41,Nitro V,Obsidian Black,Gaming Laptop,Gaming,No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR5,7535HS,Max Turbo Frequency upto 4.55 GHz,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 port, 1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, supporting 144 Hz refresh rate. Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",,,Wi-Fi 6 Wireless LAN,v5.1,362.3 x 239.89 x 23.5 mm,2.1 Kg,Not Available,UFC with T-Type HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,No,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,135 W,,,,,,,,,Yes,1 x HDMI Port,,,,,,,No,,,,,57 Wh 4-cell Li-ion battery,,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹56,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/r/u/-original-imah3acvkdhmxkzq.jpeg?q=70,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-13420h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b13ucx-1808in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGZW35ZYCVSCKN&lid=LSTCOMGZW35ZYCVSCKNMNNKQC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_229&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGZW35ZYCVSCKN.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B13UCX-1808IN,9S7-16R831-1808,Thin 15 B13UCX-1808IN,Thin 15,Cosmos Grey,Gaming Laptop,Gaming,No,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,13420H,1.5 GHz upto Max Turbo Frequency4.6 GHz,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",2x 2W Speaker,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),No,Blue Backlit Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,120W,,,,,,,,,Yes,1x HDMI (4K @ 30Hz),,,,,,,,,,,,3 cell,,,,,,,,,,,,144 Hz,GDDR6,4 GB,,,,,,,,,,,,,,,,
Lenovo V14 Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10) V14 Thin and Light Laptop,"₹36,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/kt39jm80/computer/s/y/d/na-thin-and-light-laptop-lenovo-original-imag6ghzmz6tzjcn.jpeg?q=70,https://www.flipkart.com/lenovo-v14-intel-core-i5-11th-gen-1135g7-8-gb-256-gb-ssd-windows-10-thin-light-laptop/p/itm330ccb4eab074?pid=COMG6GHZHQEWYZUY&lid=LSTCOMG6GHZHQEWYZUYZOP6PL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_230&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMG6GHZHQEWYZUY.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop , Adapter & User Manuals",V14,82KA00LKIH,V14,V14,Iron Grey,Thin and Light Laptop,Everyday Use,Yes,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,Intel Integrated Iris XE,SSD,Windows 10,,No,35.56 cm (14 inch),1920 x 1080 pixel,Full HD IPS Display,,,"Intel Wireless-AC 9560, 802.11ac Dual Band (2x2) Wi-Fi",5,324.2 x 215.2 x 19.9 mm,1.6 kg,Not Available,720p with Privacy Shutter,No,,1 Year Lenovo,Onsite,Manufacturing Defects,Physical Damage,Up to 5.5 Hours,,,,,8 MB,,4,,Windows,,,,,,,,,,Office Home and Student 2019,,1 Year,,,64 bit,64 bit,,,No,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Inspiron 16 5630 Intel Core i7 1360P - (16 GB/1 TB SSD/Windows 11 Home) IN5630MV7F4001ORS1 Laptop,"₹89,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/s/2/inspiron-laptop-dell-original-imah27ravxem5baj.jpeg?q=70,https://www.flipkart.com/dell-inspiron-16-5630-intel-core-i7-1360p-16-gb-1-tb-ssd-windows-11-home-in5630mv7f4001ors1-laptop/p/itma88541805ac28?pid=COMGYQ2C9QPP7GZB&lid=LSTCOMGYQ2C9QPP7GZB5SZLOI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_231&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGYQ2C9QPP7GZB.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",IN5630MV7F4001ORS1,IN5630MV7F4001ORS1,Inspiron,Inspiron 16 5630,Platinum Silver,Laptop,"Processing & Multitasking, Performance, Everyday Use, Travel & Business",Yes,Intel,Core i7,,Yes,1 TB,16 GB,LPDDR5,1360P,3.7 GHZ,Intel Integrated Integrated,SSD,Windows 11 Home,"2-USB 3.2 GEN 1 TYPE A, 1- Thunderbolt 4 (USB Type-C) with DisplayPort and Power Delivery",No,40.64 cm (16 inch),1920 x 1080 pixel,FHD + WVA AG,,,,Bluetooth 5.2 Wireless Card,53.2 x 31.9 x 6.7 cm,1.85 kg,Not Available,Yes,Yes,,1 Year warranty,Onsite,Manufacturing Defects,Physical Damage,Up to 6 Hrs,65W Ac Adapter,intel,,4800 MHz,18 MB Intel® Smart Cache,,12,2 TB,,Yes,Yes,SD card reader,,,,,,Yes,,,12 Months,,Lithium-Ion Batteries,64 bit,,,,,,Yes,,No,,No,,,,,,,,,,250 Nits,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 9 185H - (16 GB/1 TB SSD/W...","₹1,19,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/z/m/-original-imahf2czhjrmvgn5.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-intel-evo-h-series-ai-pc-core-ultra-9-185h-16-gb-1-tb-ssd-windows-11-home-s5506ma-ma951ws-thin-light-laptop/p/itm57d89844cfd5c?pid=COMHYYZNAEHZFG8D&lid=LSTCOMHYYZNAEHZFG8D0ACD9A&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_232&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMHYYZNAEHZFG8D.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5506MA-MA951WS,90NB14E2-M001F0,S5506MA-MA951WS,"Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC",Mist Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core Ultra 9,,Yes,1 TB,16 GB,LPDDR5X,185H,"Base Frequency 2.3 GHz, Max Turbo Boost Upto 5.1 GHz",Intel Integrated Arc,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports Display / Power Delivery",No,39.62 cm (15.6 Inch),2880 x 1620 Pixels,"3K, OLED, 16:9 Aspect Ratio, 120Hz Refresh Rate, Brightness: 400 Nits, Peak Brightness: 600 Nits HDR, 100% DCI-P3 Color Gamut, Gamut Mapping, Contrast Ratio: 1,000,000:1, VESA Certified Display HDR True Black 500, 1.07 Billion Colors, Glossy Display, 70% Less Harmful Blue Light, TUV Rheinland Certified, Screen-to-Body Ratio: 83%",Built-in speaker,Built-in Array Microphone,Wi-Fi 6E (802.11ax) (Dual Band) 2 x 2,v5.3,353.6 x 246.9 x 13.9 mm,1.50 kg,Not Available,Full HD Camera with IR Function to Support Windows Hello with Privacy Shutter,,Backlit Chiclet Keyboard 1-Zone RGB with Num key and Copilot Key,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,,90W AC Adapter,,,,24 MB,,16,,Window 11,Yes,1 x HDMI 2.1 TMDS,MicroSD Card Reader,M.2 NVMe PCIe 4.0,,,,"BIOS Setup User Password, Trusted Platform Module (Firmware TPM)",,Microsoft Office Home & Student 2021,"US MIL-STD 810H Military Grade Standard, 75WHrs, 4S1P",1 Year,Precision Touchpad,4 Cell,,,,,,,,,,,,,,,,,,,,,,,McAfee 1 Year,,,,,,,
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in 1 L...,"₹63,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/2/v/-original-imahyyhudfbasgh8.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-flex-5-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-14alc7-2-1-laptop/p/itmd4a374447028a?pid=COMGHA9RHGKVKFZD&lid=LSTCOMGHA9RHGKVKFZDCGHLA6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_233&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGHA9RHGKVKFZD.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",14ALC7,82R900D9IN / 82R900ELIN,14ALC7,IdeaPad Flex 5,Storm Grey,2 in 1 Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,LPDDR4X,5700U,"Base Frequency 1.8 GHz, Max Turbo Boost Frequency Up to 4.30 GHz",Intel Integrated AMD,SSD,Windows 11 Home,,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"WUXGA IPS 300nits Glossy, Glass, Touc",,,"Wi-Fi 6 11ax, 2x2",v5.2,313.1 x 224.9 x 17.8 mm,1.55 Kg,Not Available,FHD 1080p with Privacy Shutter,Yes,"Backlit, English",1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Carry in,Manufacturing defects,Physical Damage,Upto 9 Hrs,,,,,,,8,,,Yes,1 x HDMI 1.4b,,,,Dolby Audio,,,,,,,,,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0063TU Thin and Light Laptop,"₹35,500",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/2/p/15-fd0063tu-thin-and-light-laptop-hp-original-imah43dyjhqvkeah.jpeg?q=70,https://www.flipkart.com/hp-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15-fd0063tu-thin-light-laptop/p/itmf386dd67694e5?pid=COMH3J9YFHMHUHBZ&lid=LSTCOMH3J9YFHMHUHBZCIQT4L&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_234&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMH3J9YFHMHUHBZ.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fd0063TU,A33FQPA,15-fd0063TU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,Max Turbo Frequency upto 4.4GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,Realtek Wi-Fi 6 (2x2),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,,"Full-size, backlit, soft grey keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Th...,"₹37,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/n/3/-original-imah2y2teghzh7xe.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk521ws-thin-light-laptop/p/itm37ab22cfcf18d?pid=COMGYSGNZEQHFG6R&lid=LSTCOMGYSGNZEQHFG6ROHWRBS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_235&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGYSGNZEQHFG6R.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",E1404FA-NK521WS,90NB0ZS1-M00950,E1404FA-NK521WS,Vivobook Go 14,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7520U,"Base Frequency 2.8GHz, Max Turbo Boost Upto 4.3 GHz",AMD Radeon Radeon,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,35.56 cm (14 Inch),1920 x 1080 Pixels,"Full HD, Aspect Ratio: 16:9, LED Backlit, 60Hz Refresh Rate, Brightness: 250nits, 45% NTSC Color Gamut, Anti-glare Display, Screen-to-Body Ratio: 83%",Built-in speaker,Built-in Array Microphone,Wi-Fi 6E (802.11ax) (Dual Band) (1x1),v5.3,324.5 x 213.9 x 17.9 mm,1.38 kg,Not Available,720p HD Camera,,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,,45W AC Adapter,,,,6 MB,2280,4,,Window 11,Yes,1x HDMI 1.4,,M.2 PCIe 3.0 x 2,SonicMaster,,,"BIOS Booting User Password Protection, Trusted Platform Module (Firmware TPM)",,,"US MIL-STD 810H Military Grade Standard, 42WHrs, 3S1P",1 Year,,3 Cell,,,,1,,,,,,,,,,,,,,,,,,,"McAfee 1 Year, McAfee",,,,,,,
Lenovo V14 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Pro) V14 G2-ITL Business Laptop,"₹32,580",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/x/7/v14-g2-business-laptop-lenovo-original-imagsc4pfdszsmvf.jpeg?q=70,https://www.flipkart.com/lenovo-v14-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-pro-g2-itl-business-laptop/p/itm330ccb4eab074?pid=COMGSC4PA4USYSHF&lid=LSTCOMGSC4PA4USYSHFYVPX3D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_236&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGSC4PA4USYSHF.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Charger",V14 G2-ITL,82KAA04RIH,V14 G2,V14,Grey,Business Laptop,"Travel & Business, Everyday Use, Learning",No,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,,,Intel Integrated NVIDIA,SSD,Windows 10 Pro,,No,35.56 cm (14 inch),1920 x 1080$$Pixels pixel,,,,,Yes,,,Not Available,,,,1 Years Manufacturer Warranty,Onsite,Manufacturing Defects,Physical damage,Upto 6 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15IAH8...,"₹49,890",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/2/0/-original-imahyyht43sagggd.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGYSFGJKSCNDDC&lid=LSTCOMGYSFGJKSCNDDCSM4ZIU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_237&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGYSFGJKSCNDDC.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IAH8,83ER00BCIN,IdeaPad Slim 3,Ideapad,Arctic Grey,Thin and Light Laptop,Everyday Use,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,LPDDR5,12450H,"Base Frequency 2.0 GHz, Max Turbo Boost at 4.4 GHz",Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery and DisplayPort 1.2)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 300 Nits Brightness, Anti-glare",1.5W Dual User Facing Stereo Speakers,Integrated Dual Array Microphones,"Wi-Fi 6, 802.11 ax 2x2",v5.2,359.3 x 235 x 17.9 mm,1.62 kg,Not Available,Full HD 1080p with Privacy Shutter,,"Backlit, English",1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-In,Manufacturing Defects,Physical Damage,,65W Round Tip (3-Pin),Intel SoC Platform,,4800 MHz,12 MB,2242,8,,Windows 11,Yes,1 x HDMI 1.4,SD Card Reader,M.2 PCIe 4.0 x 4 NVMe,High Definition (HD) Audio,Dolby Audio,,"Green Certifications (ENERGY STAR 8.0, EPEAT Silver Registered, ErP Lot 6, ErP Lot 26, RoHS Compliant), Firmware TPM 2.0 Enabled",,Office Home & Student 2021,Integrated 47Wh,1 Year,"Buttonless Mylar Surface Multi Touch Touchpad, Supports Precision TouchPad (PTP)",,,,,1,,,,,,,,,,4 GB,,,,,,,,,,,,,,,,
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,"₹12,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/0/5/-original-imagvrefuybuvbe5.jpeg?q=70,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-64-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-cobz/p/itm04458b376eefa?pid=COMGSV3GZYUDG6NP&lid=LSTCOMGSV3GZYUDG6NPUATANL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_238&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGSV3GZYUDG6NP.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",CB314-3H-C5QE/ CB314-3H-COBZ,NX.K04SI.008,CB314-3H,Chromebook,Silver,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,,No,,8 GB,LPDDR4X,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-C port, 2 x USB 3.2 Gen 1 Type-A port",No,35.56 cm (14 inch),1920 X 1080 Pixel,HD LED-backlit TFT LCD,Yes,Yes,802.11a/b/g/n/acR2+ax wireless LAN,v5.1,326.4 x 225 x 20 mm,1.45 Kg,Not Available,"UFC with Narrow USB HD camera, Compatible with Chromebook, 1280 x 720 resolution, 720p HD video at 30 fps with Temporal Noise Reduction",,74-/75-/78-key Acer FineTip keyboard with international language support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,"₹84,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/x/l/-original-imah26h7vhenusmp.jpeg?q=70,https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_239&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGZH2UFKEB5PP4.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-73T-70N9,NX.KSMSI.003,SFG14-73T,Swift Go 14 TouchScreen AI PC,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core Ultra 7,,Yes,1 TB,16 GB,LPDDR5X,155H,Max turbo frequency at 4.8 Ghz,Intel Integrated Arc Graphics,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 3.2 port, 1 x USB Type-C port with DC-in",Yes,35.56 cm (14 Inch),1920 x 1200 Pixel,"WUXGA display with IPS (In-Plane Switching) technology, high-brightness (400nits) Acer ComfyView LED-backlit TFT LCD 16:10 aspect ratio, color gamut sRGB 100% with multi-touch, Wide viewing angle up to 170 degrees, Mercury free, environment friendly",Two built-in stereo speakers,Yes,Killer Wi-Fi 7 Wireless LAN,v5.3,312.9 x 217.9 x 14.9 mm,1.3 Kg,Not Available,T-Type USB QHD camera with 2560 x 1440 resolution and 1440p QHD video at 30 fps with Temporal Noise Reduction,,83-/84-/87-key full-size FineTip backlit keyboard with international language support,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,1 x HDMI Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUWI Intel Core i3 12th Gen 1220P - (8 GB/512 GB SSD/Windows 11 Home) Corebook X i3 Laptop,Data not available,Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/h/3/-original-imah8aezhfxgprkj.jpeg?q=70,https://www.flipkart.com/chuwi-intel-core-i3-12th-gen-1220p-8-gb-512-gb-ssd-windows-11-home-corebook-x-laptop/p/itm9904aa796f52f?pid=COMH6PUZ6WZGHZ84&q=laptop&store=6bo%2Fb5g&srno=s_10_240&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMH6PUZ6WZGHZ84.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Charger, USB Guide Manual",Corebook X i3,CWI570,Corebook X_I3_12th Gen,,Grey,Laptop,"Everyday Use, Entertainment, Learning, Travel & Business, Processing & Multitasking",No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1220P,3.3GHz-4.4GHz,Intel Integrated Intel UHD Graphics,SSD,Windows 11 Home,2 x USB3.2 Gen1,No,35.56 cm (14 inch),2160*1440 pixel,Full HD,Dual Speaker,Yes,WIFI6 (802.11ax1),5.2,310*229.5*17.25(H)mm,1.4 kg,Not Available,Yes,,Full-Sized Keyword(Borderless Design),12 months,Manufacturer Warranty,Manufacturing Defects,Physical & Water Damage,Upto 4 hours,,,,,,,10,1 TB,,,1 x HDMI,Yes,,,,,,Yes,"WPS Office, Operating System Software",,12 Months,,,,,No,,No,,,,No,,,,DDR4,,No,,,,,,,,,,,,,,,
