title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Graphic Processor,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Included Software,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Power Supply,Processor Variant,Number of Cores,Internal Mic,Pointer Device,Additional Features,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Finger Print Sensor,Cache,Supported Operating System,Expandable Memory,Expandable SSD Capacity,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,RJ45,Refresh Rate,Face Recognition,OS Architecture,Chipset,EMMC Storage Capacity,Security Chip,Memory Slots,RPM,Hardware Interface,Ethernet,Antivirus,Inbuilt 4G LTE,Stylus Included,RAM Frequency,System Architecture,S-video,Color Gamut,Brightness,NFC Support,Wireless WAN,Read/Write Speed,Recovery Options,Laptop Bag,Lock Port,Dock Port,Firewire Port,RJ11,VGA Port,Multi Card Slot,Sound Chip,Cloud Storage,Other Accessories,International Warranty,Certification,HDD Capacity
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹44,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/q/i/a324-51-thin-and-light-laptop-acer-original-imah4bj6zhjvn8uh.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24RMZ8PUDTT&lid=LSTCOMHY24RMZ8PUDTT6GAEHA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_257&otracker=search&fm=organic&iid=en_oY0Q7fROvjuKbBMEv33zJEtGTrs18RKY26inQ-FFOYl8j3_E4Ftg_9fJKl417JFg1srrJst3OanzJdW0yf8DAfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-51,UN.343SI.003,A324-51,Aspire 3 Backlit,Steel Gray,Thin and Light Laptop,Everyday Use,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,Intel Integrated Intel Graphics,SSD,Windows 11 Home,,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",Two built-in stereo speakers,,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,2M With Privacy Camera Shutter,84-key Acer backlit keyboard layout with US language,Yes,,1 Year Domestic Warranty,Onsite,Manufacturing Defects,Physical Damage,,65 W,1235U,,Yes,Touchpad,,2 cell,Max turbo frequency at 4.4 Ghz,1x HDMI Port,12th Gen,No,,,,,,,,,,No,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹48,700",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/0/k/14iah8-thin-and-light-laptop-lenovo-original-imahfyrf9zzhzyy5.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMHFYZ3GZVH37GY&lid=LSTCOMHFYZ3GZVH37GYBMASJU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_258&otracker=search&fm=organic&iid=en_oY0Q7fROvjuKbBMEv33zJEtGTrs18RKY26inQ-FFOYk-7R3zIn99AL5TqBsXjRZLDh4yz2gzKJCnktvKDP-lH_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAH8,83EQ0063IN,14IAH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,Yes,512 GB,8 GB,LPDDR5,Intel Integrated UHD,SSD,Windows 11 Home,,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,,"Wi-Fi 6, 11ax 2x2",v5.2,324.3 x 213.8 x 17.9 mm,1.37 Kg,Not Available,Full HD 1080p with Privacy Shutter,"Backlit, English",,,1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,65 W,12450H,,Yes,,,,Max Turbo Frequency upto 4.40 GHz,1 x HDMI 1.4,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,"₹48,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/6/c/-original-imah8gg2x4afkpxe.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_259&otracker=search&fm=organic&iid=afacf62a-025b-49af-839e-db2dcc03460f.COMH4B6CGZKHKUV3.SEARCH&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.004,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,84-key Acer Backlit keyboard layout with US language,,,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,1334U,,Yes,,,,Max Frequency Up to 4.6 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,"₹23,588",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/c/f/-original-imah4sspuxggtusq.jpeg?q=70,https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_260&otracker=search&fm=organic&iid=afacf62a-025b-49af-839e-db2dcc03460f.COMGBHKFAYHEMVAT.SEARCH&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,"Laptop, Power Adapter, User Guide, Warranty Documents",14a-ca0506TU,678M8PA#ACJ,14a-ca0506TU,Chromebook,Mineral Silver,Chromebook,Processing & Multitasking,,No,Intel,Celeron Dual Core,No,,4 GB,LPDDR4,Intel Integrated UHD Graphics,eMMC,Chrome,Yes,"2 x SuperSpeed USB Type-C 5Gbps signaling rate (USB Power Delivery, DisplayPort 1.2), 1 x SuperSpeed USB Type-A 5Gbps signaling rate",Yes,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, touch, micro-edge, BrightView (Brightness: 220 nits, 112 ppi, Color Gamut: 45% NTSC)",Dual speakers,,Realtek RTL8822CE 802.11a/b/g/n/ac Wi-Fi,v5.0,325 x 219 x 17.9 mm,1.49 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, jet black keyboard",,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,N4120,2,Integrated dual array digital microphones,HP Imagepad with multi-touch gesture support,47 Wh Li-ion polymer battery,2,2.8,,,,4,Chrome 64,,,,,,,,,64 bit,,64 GB,,,,,,,,,2400 MHz,64,,,,,,,,,,,,,,,,,,,,
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,"₹36,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/f/y/-original-imagvyw9hqh6srxw.jpeg?q=70,https://www.flipkart.com/msi-modern-14-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-c12m-440in-c12mo-1021in-thin-light-laptop/p/itm8820edd8b6c55?pid=COMGMV6VJGYVBZSM&lid=LSTCOMGMV6VJGYVBZSMEGXIZN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_261&otracker=search&fm=organic&iid=en_oY0Q7fROvjuKbBMEv33zJEtGTrs18RKY26inQ-FFOYnlYhDIYwYEX7p2UIzo-gqkR5n1wRUstEMuLJrpgC_DzaV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,"Laptop, Power adapter",Modern 14 C12M-440IN / Modern 14 C12MO-1021IN,9S7-14J111-440 / 9S7-14J111-1021,Modern 14 C12M-440IN,Modern 14,Urban Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment",,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,SSD,Windows 11 Home,,"1 x Type-C USB3.2 Gen2 with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Built-in Speakers,,Intel Wi-Fi 6E AX211,v5.3,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@728p),Single backlight Keyboard(White),Yes,,1 Year Onsite Warranty,Onsite,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,65W adapter,1235U,,Yes,,,3 cell,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,1 x HDMI,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"₹34,200",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/i/x/-original-imahyfx77g4cxt75.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmdfa8fc0e85938?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEGEC9S3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_262&otracker=search&fm=organic&iid=en_oY0Q7fROvjuKbBMEv33zJEtGTrs18RKY26inQ-FFOYke8lrDjPJOwcWqFCYvc2kxGhzCajCYYtPG6llSkgRwrQ891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,"Laptop, battery, power adapter, user guide",15IAU7,82RK00VTIN,15IAU7,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Upto 10 Hours,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD TN 250nits Anti-glare,Yes,,"Wi-Fi 6, 11ax 2x2",v5.1,,1.63 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",No,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,1215U,,Yes,,,,0.9 GHz upto max turbo frequency at 4.4 Ghz,,12th Gen,No,,,16GB,NA,,,,,,,,,,,,,,BR99X924BCQA,,,,,,,,,,,,,,,,,,,,,,,,,
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) XL30 Th...,"₹17,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/z/o/xl30-thin-and-light-laptop-infinix-original-imagzmncf5snymhu.jpeg?q=70,https://www.flipkart.com/infinix-y1-plus-neo-intel-celeron-quad-core-11th-gen-n5100-4-gb-128-gb-ssd-windows-11-home-xl30-thin-light-laptop/p/itm0b2fc88ba43f7?pid=COMGQHVMVZZRGYWQ&lid=LSTCOMGQHVMVZZRGYWQI6R93P&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_263&otracker=search&fm=organic&iid=afacf62a-025b-49af-839e-db2dcc03460f.COMGQHVMVZZRGYWQ.SEARCH&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents,XL30,71008301065,XL30,Y1 Plus Neo,Blue,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Celeron Quad Core,Yes,128 GB,4 GB,LPDDR4X,Intel Integrated UHD,SSD,Windows 11 Home,,"Yes, 2 x USB 3.0",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD Anti Glare Display (250nits peak brightness, , 87% sRGB)",Yes,,Wi-Fi 5 (802.11ac),v5.1,358.5 x 235.7 x 18.15mm,1.76 Kg,Not Available,2.0 MP FHD Webcam,Backlit Keyboard,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,N5100,,Yes,,,,Max Frequency up to 2.8 GHz,"Yes, 1 x HDMI1.4",11th Gen,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop,"₹33,490",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/x/y/-original-imah4qsd8cggeemj.jpeg?q=70,https://www.flipkart.com/hp-laptop-intel-core-i3-n305-8-gb-512-gb-ssd-windows-11-home-15-fd0123tu-thin-light/p/itmd793360b80fc2?pid=COMHF6WAKCNSF4TM&lid=LSTCOMHF6WAKCNSF4TML32H4B&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_264&otracker=search&fm=organic&iid=afacf62a-025b-49af-839e-db2dcc03460f.COMHF6WAKCNSF4TM.SEARCH&ppt=None&ppn=None&ssid=xxs58r8i8g0000001738366003893&qH=312f91285e048e09,2025-02-01 00:26:44,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fd0123TU,A4KE8PA,15-fd0123TU,Laptop,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Upto 7 Hours and 30 Minutes,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,Intel Integrated UHD,SSD,Windows 11 Home,Yes,"1 x USB Type-C 5 Gbps Signaling Rate (Supports Data Transfer Only and Doesn't Support Charging or External Monitors), 2 x USB Type-A 5 Gbps Signaling Rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, Micro Edge, Anti-glare, 250 nits, 62.5% sRGB",Dual Speakers,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 kg,Not Available,HP True Vision 1080p FHD Camera with Temporal Noise Reduction,"Full Size, Soft Grey Keyboard with Numeric Keypad",,,1 Year Carry-in Warranty,Carry-in,Manufacturing Defect,Physical Damage,1 Year,65 W Smart AC Power Adapter,N305,8,Integrated Dual Array Digital Microphones,"HP Imagepad, Precision Touchpad Support",41 Wh Li-ion Polymer,3 Cell,Upto 3.8 GHz,1 x HDMI 1.4b,,,6 MB,Windows 11,,,,,,,,,,Intel integrated SoC,,"Mic Mute Key, Camera Privacy Shutter, Trusted Platform Module (Firmware TPM) Support",,,PCIe NVMe M.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:26:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:26:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.1,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/x/0/k/14iah8-thin-and-light-laptop-lenovo-original-imahfyrf9zzhzyy5.jpeg?q=90,URL not available,2025-02-01 00:26:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:26:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:28:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 00:28:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹53,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/r/u/-original-imah3acvkdhmxkzq.jpeg?q=70,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-13420h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b13ucx-1808in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGZW35ZYCVSCKN&lid=LSTCOMGZW35ZYCVSCKNMNNKQC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_265&otracker=search&fm=organic&iid=e7ce38c1-df07-4416-9fce-188caf854bf8.COMGZW35ZYCVSCKN.SEARCH&ppt=None&ppn=None&ssid=sbojxcq3e80000001738366117836&qH=312f91285e048e09,2025-02-01 00:28:40,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B13UCX-1808IN,9S7-16R831-1808,Thin 15 B13UCX-1808IN,Thin 15,Cosmos Grey,Gaming Laptop,Gaming,,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,Yes,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",2x 2W Speaker,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),Blue Backlit Gaming Keyboard,,,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,120W,13420H,,,,,3 cell,1.5 GHz upto Max Turbo Frequency4.6 GHz,1x HDMI (4K @ 30Hz),12th Gen,No,,,,,,GDDR6,4 GB,,144 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"₹52,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/0/k/14iah8-thin-and-light-laptop-lenovo-original-imahfyrf9zzhzyy5.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMH7XF95SGTY5E6&lid=LSTCOMH7XF95SGTY5E6VQBHQA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_266&otracker=search&fm=organic&iid=e7ce38c1-df07-4416-9fce-188caf854bf8.COMH7XF95SGTY5E6.SEARCH&ppt=None&ppn=None&ssid=sbojxcq3e80000001738366117836&qH=312f91285e048e09,2025-02-01 00:28:40,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAH8,83EQ0073IN,14IAH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,Yes,512 GB,16 GB,LPDDR5,Intel Integrated UHD,SSD,Windows 11 Home,,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD IPS 300nits Anti-glare,Yes,,"Wi-Fi 6, 802.11ax 2x2",v5.2,324.3 x 213.8 x 17.9 mm,1.37 Kg,Not Available,FHD 1080p with Privacy Shutter,"Backlit, English",,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,12450H,,Yes,,,,Upto 4.4 GHz,,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7V4HN/A,"₹91,064",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7v4hn-a/p/itm6533ea968a81e?pid=COMH64PYUPETD5WB&lid=LSTCOMH64PYUPETD5WB801R5F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_267&otracker=search&fm=organic&iid=en_CbXQSopYDxHxrfVPZvUxa4zomZlKL6rXnKPlSpQEsXjafpus7Gzx2iOSlpmlxxZGdmiLnN_wFNQb5EjWtEvWJg%3D%3D&ppt=None&ppn=None&ssid=sbojxcq3e80000001738366117836&qH=312f91285e048e09,2025-02-01 00:28:40,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC7V4HN/A,MC7V4HN/A,MacBook Air,MacBook AIR,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,No,Apple,M2,Yes,256 GB,16 GB,Unified Memory,NA,SSD,macOS Sequoia,Yes,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,Four-speaker sound system,Wi-Fi 6 (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"₹81,949",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxw3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GSG8EQXCQ&lid=LSTCOMGFB2GSG8EQXCQJWHH2F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_268&otracker=search&fm=organic&iid=en_CbXQSopYDxHxrfVPZvUxa4zomZlKL6rXnKPlSpQEsXj5lKBoQlWwcYv25isQ2Xy22VJQJf9MVeGo0uDXI0sE4PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=sbojxcq3e80000001738366117836&qH=312f91285e048e09,2025-02-01 00:28:40,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,NA,SSD,Mac OS Monterey,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,30 W USB-C Power Adapter,Apple M2 Chip,8,Three-mic array with directional beamforming,Force Touch Trackpad,52.6 Watt Hour Lithium polymer Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
