title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,EMMC Storage Capacity,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,Expandable Memory,Expandable SSD Capacity,OS Architecture,Multi Card Slot,TGP,RJ45,Chipset,Memory Slots,RPM,Hardware Interface,Ethernet,Security Chip,Antivirus,Lock Port,Inbuilt 4G LTE,Stylus Included,RAM Frequency,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Laptop Bag,Color Gamut,Brightness,NFC Support,Wireless WAN,Recovery Options,Sound Chip,Other Accessories,International Warranty,HDD Capacity,Certification,Cloud Storage
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹39,990",4.5,"1,834 Ratings & 242 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/u/e/-original-imah46f8th3pnphq.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_182&otracker=search&fm=organic&iid=en_tFXJ8oz31IYmvvjvjkg-MeFHSJMnQKtXGseO7xT-gxRaN_4SiP8jktItPPSBVFFRUtKuhNpjezPh2Y2VPH_NXw%3D%3D&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-LG4IN,NP750XGJ-LG4IN,NP750XGJ-LG4IN,Galaxy Book4 Metal,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,LPDDR4X,1315U,Up to 4.5 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,Wi-Fi 6,v5.2,356.6 x 229.15 x 15.4 mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Onsite Warranty,Onsite,Manufacturer Defect Only,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL MSO'2021 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,"₹34,270",4.2,"2,483 Ratings & 262 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70,https://www.flipkart.com/dell-mso-2021-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itmbb62f4fcc7145?pid=COMGJ75HCCFJS8AE&lid=LSTCOMGJ75HCCFJS8AEUH9CKO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_183&otracker=search&fm=organic&iid=5c5ef1c5-ee39-4e2b-b7f8-4a2b2bae1cd3.COMGJ75HCCFJS8AE.SEARCH&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,D560896WIN9B,Inspiron 3520,MSO'2021,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,39.37 cm (15.5 inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 x 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,No,Standard Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,3 Cell,,,,1 x HDMI 1.4,,,,Upto 7 hours,,,Yes,Waves Maxx Audio Pro,,,,,,Windows 11 Home,,,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"₹34,250",4.2,"4,297 Ratings & 310 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/v/u/-original-imagynwxbpas3sxh.jpeg?q=70,https://www.flipkart.com/dell-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itmbb62f4fcc7145?pid=COMGUY2YPKP7NC2P&lid=LSTCOMGUY2YPKP7NC2PHRYVYF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_184&otracker=search&fm=organic&iid=5c5ef1c5-ee39-4e2b-b7f8-4a2b2bae1cd3.COMGUY2YPKP7NC2P.SEARCH&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, User manual, Adaptar",Inspiron 3520,IN3520P9K46001ORB1 / IN3520GHPWW001ORB1,Inspiron 3520,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,Up to 4.40 GHz,Intel Integrated UHD,SSD,Windows 11 Home,Yes,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,Full HD,Yes,Yes,WiFi 802.11aC,v5.1,358.50 x 16.96 x 235.56 mm,1.83 Kg,Not Available,Yes,,Standard Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,3 Cell,,,,,,,,Upto 4 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorful XS Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹45,990",4.3,81 Ratings & 15 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/s/3/-original-imah8pfpwhajte9v.jpeg?q=70,https://www.flipkart.com/colorful-xs-series-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-22-hd55016512b-g-ind-gaming-laptop/p/itm5b8eef5313e13?pid=COMH2HHJFGBR4D2T&lid=LSTCOMH2HHJFGBR4D2TRCAZ1T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_185&otracker=search&fm=organic&iid=5c5ef1c5-ee39-4e2b-b7f8-4a2b2bae1cd3.COMH2HHJFGBR4D2T.SEARCH&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, Warranty Card, Certificate of Conformity, Instruction manual, Silicon Thermal Pad",XS 22-HD55016512B-G-IND,A10205400009,XS 22-HD55016512B-G-IND,XS Series,Grey,Gaming Laptop,Gaming,No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12500H,2.5 Ghz. Turbo Upto 4.5 Ghz.,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1, 1 x USB 2.0, Type C, 2 × USB 3.2 Gen 2",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,High Deginition Speaker,Monaural microphone,Wireless 802.11 a/b/g,v5.2,359.5x238x22.7mm,1.99 Kg,Not Available,1.0 Megapixel,No,Illuminated Keyboard,2 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,4 cell,,GDDR6,4 GB,1 x HDMI,,,,Up to 3 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-072IN Thin...,"₹36,990",4.4,"2,962 Ratings & 331 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/z/q/modern-15-b7m-071in-thin-and-light-laptop-msi-original-imagqxy5usdrtzye.jpeg?q=70,https://www.flipkart.com/msi-modern-15-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-b7m-072in-thin-light-laptop/p/itm21f8007ef0cd1?pid=COMGQPZHVV8NVEFA&lid=LSTCOMGQPZHVV8NVEFA1K8DZX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_186&otracker=search&fm=organic&iid=5c5ef1c5-ee39-4e2b-b7f8-4a2b2bae1cd3.COMGQPZHVV8NVEFA.SEARCH&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, battery, power adapter, user guide",Modern 15 B7M-072IN,9S7-15HK12-072,Modern 15 B7M-072IN,Modern 15,Classic Black,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,7530U,Base frequency 2 GHz upto Max Turbo Frequency 4.5 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Yes,Yes,AMD Wi-Fi 6E RZ608,v5.2,359 x 241 x 19.9 mm,1.75 Kg,Not Available,HD type (30fps@720p),No,Single Backlit Keyboard (White),1 Year Carry-in Warranty,Carry-in,Manufacturing Defect,"Physical Damage, Burn, Liquid Spill",3 Cell,Yes,,,1 x HDMI 2.1 (4K @ 60Hz),60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,"₹23,990",4.2,325 Ratings & 14 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/i/g/-original-imah8frtuzfe9yup.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-1-intel-celeron-dual-core-n4020-8-gb-512-gb-ssd-windows-11-home-14igl7-thin-light-laptop/p/itm146632ae84dbc?pid=COMHFYZ3CN5WHUR8&lid=LSTCOMHFYZ3CN5WHUR8TZX65M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_187&otracker=search&fm=organic&iid=en_tFXJ8oz31IYmvvjvjkg-MeFHSJMnQKtXGseO7xT-gxQwzIoMI3lPQiLJiVhbIczQVJAf-U_6rmkgTeRY-SHD7_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IGL7,82V6009LIN|82V6009TIN,14IGL7,IdeaPad 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,,Yes,512 GB,8 GB,DDR4,N4020,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,35.56 cm (14 Inch),1366 x 768 Pixel,"HD, TN 220nits Anti-glare",Yes,Yes,11ac 2x2,v5.1,325.3 x 216.5 x 17.9 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,,"Non-backlit, English",1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,,,1 x HDMI 1.4b,,,,,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itmdc5308fa78421?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG855GPGWQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_188&otracker=search&fm=organic&iid=en_tFXJ8oz31IYmvvjvjkg-MeFHSJMnQKtXGseO7xT-gxQLep4xr89DxT90I5li0udMa3Ha6pD4vQSyGWoiDmDbPvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY33HN/A,MLY33HN/A,MacBook Air,MacBook AIR,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,,Upto 18 Hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium Polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...,"₹40,840",3.9,107 Ratings & 4 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/b/y/hp-240-g8-notebook-business-laptop-hp-original-imagmu7xv5drcjqt.jpeg?q=70,https://www.flipkart.com/hp-g8-series-intel-core-i5-11th-gen-intel-core-i5-1135g-8-gb-512-gb-ssd-windows-11-home-240-business-laptop/p/itmf1ca83d7a968d?pid=COMGMU7XEJNDNFNV&lid=LSTCOMGMU7XEJNDNFNVNXS4QH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_189&otracker=search&fm=organic&iid=5c5ef1c5-ee39-4e2b-b7f8-4a2b2bae1cd3.COMGMU7XEJNDNFNV.SEARCH&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, Adapter, Cable Set, battery",240 G8,689U3PA,240 G8,G8 Series,Black,Business Laptop,"Travel & Business, Processing & Multitasking, Performance, Everyday Use, Entertainment",No,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,Intel® Core™ i5-1135G,up to 3.6 GHz,Intel Integrated Intel® Iris® X? Graphics,SSD,Windows 11 Home,"2 Super Speed USB Type-A 5Gbps signaling rate, 1 SuperSpeed USB Type-C® 5Gbps signaling rate",No,35.56 cm (14 inch),1366 x 768 pixel,"35.6 cm (14) diagonal, HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC","Stereo speakers, integrated digital microphone",integrated digital microphone,Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,V3.0,32*22*5,1.47 kg,Not Available,720p HD camera,No,"Full-size island-style, spill and pick resistant keyboard",1 Year Onsite Domestic Warranty,Visit HP Service Centre,"includes 1 year of parts, labor and on-site repair","Physical Damges , Mother Board Issues","HP Long Life 3-cell, 41 Wh Li-ion",No,DDR4,,1 HDMI,60 Hz,No,,4 hours,HP Smart 65 W EM External AC power adapter,4,Yes,,Touchpad with multi-touch gesture support,NA,,1 Year,"8 MB L3 cache, 4 cores",Windows 11 Home,16GB,,64 bit,,,Yes,,2 SODIMM,3200,512 GB PCIe® NVMe™ SSD,,,NA,,No,No,3200 MHz,32,,,,,,NA,No,45% NTSC,250 Nits,No,Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,NA,Realtek,,,,,
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 24...,"₹24,999",4.2,109 Ratings & 8 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/w/n/245-g9-business-laptop-hp-original-imahfbegdermvk2a.jpeg?q=70,https://www.flipkart.com/hp-245g9-silver-amd-ryzen-3-dual-core-3rd-gen-3250u-8-gb-512-gb-ssd-windows-11-home-245-g8-business-laptop/p/itmf0a680c05d471?pid=COMGHKTNCWKGCSB6&lid=LSTCOMGHKTNCWKGCSB6WOV0VP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_190&otracker=search&fm=organic&iid=5c5ef1c5-ee39-4e2b-b7f8-4a2b2bae1cd3.COMGHKTNCWKGCSB6.SEARCH&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop 1, Adapter 1, Power Cable 1",245 G8,689T3PA,245 g9,245G9 Silver,Black,Business Laptop,"Travel & Business, Entertainment, Everyday Use",No,AMD,Ryzen 3 Dual Core,3rd Gen,Yes,512 GB,8 GB,DDR4,AMD Ryzen 3 3250U,2.6 GHz base clock,AMD Radeon AMD Radeon™ Graphics,SSD,Windows 11 Home,"2 Super Speed USB Type-A 5Gbps signaling rate, 1 SuperSpeed USB Type-C® 5Gbps signaling rate",No,35.56 cm (14 inch),1366 x 768 pixel,"35.6 cm (14"") diagonal, HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC",Stereo speakers,integrated digital microphone,,Bluetooth® 5 combo,32.4 * 22.59 * 1.99,1.98 kg,Not Available,720p HD camera,No,"Full-size island-style, spill and pick resistant keyboard",1 Year Onsite Warranty,Visit HP Service Centre,Manufacturing Defects,"Physical Damges , Mother Board Issues","HP Long Life 3-cell, 41 Wh Li-ion",No,,,1 HDMI 1.4b,,No,,4 hours,HP Smart 65 W EM External AC power adapter7,2,,,Touchpad with multi-touch gesture support,NA,"2 Super Speed USB Type-A 5Gbps signaling rate

1 SuperSpeed USB Type-C® 5Gbps signaling rate

1 RJ-45

1 headphone/microphone combo

1 HDMI 1.4b

1 AC power",1 Year,4 MB L3 cache,Windows 11 Home,,,,,65 W,Yes,,2 SODIMM,2400,512 GB PCIe® NVMe™ SSD,,,,,No,No,2400 MHz,,,,,,,NA,No,45% NTSC,250 Nits,No,Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,NA,,,0 Months,,,
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹33,990",4.2,775 Ratings & 74 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/6/c/-original-imah8gg2x4afkpxe.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_191&otracker=search&fm=organic&iid=en_tFXJ8oz31IYmvvjvjkg-MeFHSJMnQKtXGseO7xT-gxSPhczDIMP4vgLyu_SpxhTzOnu7m-HVw4Tq2hHEzFb-ZvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.002,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,No,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1305U,Max Frequency up to 4.50 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,,84-key Acer keyboard layout with US language: Additional feature.,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹48,990",4.3,"1,133 Ratings & 99 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/r/u/-original-imah3acvkdhmxkzq.jpeg?q=70,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-1696in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGZW35SQXHBAUH&lid=LSTCOMGZW35SQXHBAUHXQTHLX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_192&otracker=search&fm=organic&iid=en_tFXJ8oz31IYmvvjvjkg-MeFHSJMnQKtXGseO7xT-gxSbRMKNRSrOjG0isfY5pfSCjjx3Le8sbnQDGHNWvGpOeKV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=nlr5otggqo0000001738109630066&qH=312f91285e048e09,1/29/2025 1:13,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B12UCX-1696IN,9S7-16R831-1696,Thin 15 B12UCX-1696IN,Thin 15,Cosmos Grey,Gaming Laptop,Gaming,No,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,12450H,1.5 GHz upto Max Turbo Frequency4.4 GHz,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",2x 2W Speaker,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),No,Blue Backlit Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",3 cell,,GDDR6,4 GB,1x HDMI (4K @ 30Hz),144 Hz,,,,120W,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.5,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/3/g/m/-original-imah3xrqttkdbss4.jpeg?q=90,URL not available,1/29/2025 1:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
