title,price,image_url,product_url,Manufacturer,Colour,Model number,Graphics Card Description,Graphics processor manufacturer,Package Weight,Brand Name,Number of Processors,Country of Origin,Resolution,Memory Clock Speed,Series,Product Dimensions,Computer Memory Type,Graphics RAM size,Language,Graphics co-processor,Guaranteed software updates until,Package Dimensions,Card Description,Color,Graphics Ram Size,Graphics Card Ram Size,Item Dimensions  LxWxH,Compatible devices,Graphics Processor Manufacturer,GPU Clock Speed,Graphics Card Interface,Item Weight,ASIN,Included components,Item model number,Batteries,Video output interface,Graphics Coprocessor,Max Screen Resolution,Are Batteries Included,Processor,Voltage,Is Discontinued By Manufacturer,Operating System,Wattage,GPU clock speed,Memory Speed,Graphics Chipset Brand,Hardware Platform,Brand,Recommended uses for product,Number of Items,RAM,Video Output Interface,Form Factor,Graphics RAM type,Graphics RAM Type,Chipset Brand,Date First Available
"RX 580 8GB Graphics Card, 2048SP GDDR5 256 Bit GPU, PCIE 3.0 Gaming Video Card, ...",MAD 1231,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N1X29S05C-rx-580-8gb-graphics-card-2048sp-gddr5-256-bit-gpu-pcie-3-0-gaming-video-card-dual-fans-cooling-gaming-card-with-hdmi-dp-dvi-ports-desktop,ZOTAC,,,,,,,1,,,,FBA_ZT-71115-20L,10.24 x 6.29 x 2.28 inches (26 x 16 x 5.8 cm),Unknown,,English,,,,GeForce GT 730,,4 GB,4 GB,10.24 x 6.29 x 2.28 inches (26 x 16 x 5.8 cm),,,902 MHz,,15.5 ounces (439.43 grams),B00R5UW038,,ZT-71115-20L,1 A batteries required.,,Nvidia GeForce,3840 x 2160,,902 GHz,,No,Windows 10 / 8 / 7 / Vista / XP,,,1600 MHz,,,ZOTAC,,,,VGA,,,,ZOTAC,"December 18, 2014"
Yeston RTX 3060 12GB GDDR6 LHR Graphics Cards Nvidia Pci Express x16 4.0 Video ...,MAD 3991,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IWIVA22L4-yeston-rtx-3060-12gb-gddr6-lhr-graphics-cards-nvidia-pci-express-x16-4-0-video-cards-desktop-computer-pc-video-gaming-graphics-card,ZOTAC,,,,,,,1,,,,FBA_ZT-71115-20L,10.24 x 6.29 x 2.28 inches (26 x 16 x 5.8 cm),Unknown,,English,,,,GeForce GT 730,,4 GB,4 GB,10.24 x 6.29 x 2.28 inches (26 x 16 x 5.8 cm),,,902 MHz,,15.5 ounces (439.43 grams),B00R5UW038,,ZT-71115-20L,1 A batteries required.,,Nvidia GeForce,3840 x 2160,,902 GHz,,No,Windows 10 / 8 / 7 / Vista / XP,,,1600 MHz,,,ZOTAC,,,,VGA,,,,ZOTAC,"December 18, 2014"
"VBESTLIFE GTX750TI 4GB Graphics Card, GDDR5, 128bit, PCI Express 3.0 x16, ...",MAD 2345,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J3HDBS3DS-vbestlife-gtx750ti-4gb-graphics-card-gddr5-128bit-pci-express-3-0-x16-1072-5400mhz-pc-gaming-video-card-with-hdmi-dvi-d-and-dp-ports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 3090 Ti FTW3 Ultra Gaming, 24G-P5-4985-KR, 24GB GDDR6X, iCX3, ARGB ...","MAD 27384                                                                        
                                                                            30117",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4WFVIK76W-evga-geforce-rtx-3090-ti-ftw3-ultra-gaming-24g-p5-4985-kr-24gb-gddr6x-icx3-argb-led-backplate-free-eleash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VBESTLIFE GTX1050Ti 4GB Graphics Card, DDR5, 128bit, PCI Express 2.0 16X, ...",MAD 1696,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J43801H5A-vbestlife-gtx1050ti-4gb-graphics-card-ddr5-128bit-pci-express-2-0-16x-850-3800mhz-2560x1600-pc-gaming-video-card-with-hdmi-dvi-and-vga-ports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC Gaming GeForce RTX 3050 6GB GDDR6 Solo 96-bit 14 Gbps PCIE 4.0 Super Compact ...,MAD 2448,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JNZIQIHHC-zotac-gaming-geforce-rtx-3050-6gb-gddr6-solo-96-bit-14-gbps-pcie-4-0-super-compact-gaming-graphics-card-zt-a30510g-10l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro P400 Graphics Card Performance for Gaming Video Editing,MAD 1095,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MP3GNIWSC-quadro-p400-graphics-card-performance-for-gaming-video-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce GT 640 2048MB GDDR3 Dual DVI, mHDMI Graphics Cards 02G-P4-2645-KR",MAD 2789,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1BSCJP7C-evga-geforce-gt-640-2048mb-gddr3-dual-dvi-mhdmi-graphics-cards-02g-p4-2645-kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire AMD FirePro W5000 2GB GDDR5 Dual DVI-I PCI-Express Graphics Card Graphics ...,MAD 2507,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/5IFDKE8-sapphire-amd-firepro-w5000-2gb-gddr5-dual-dvi-i-pci-express-graphics-card-graphics-cards-100-505838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC GeForce GT 730 Zone Edition 4GB DDR3 PCI Express 2.0 x16 x8 lanes Graphics ...,"MAD 1199                                                                        
                                                                            1265",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/R89ZCT2-zotac-geforce-gt-730-zone-edition-4gb-ddr3-pci-express-2-0-x16-x8-lanes-graphics-card-zt-71115-20l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC Gaming GeForce RTX 3050 Twin Edge OC 8GB GDDR6 128-bit 14 Gbps PCIE 4.0 ...,MAD 4839,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4FGHZQSF8-zotac-gaming-geforce-rtx-3050-twin-edge-oc-8gb-gddr6-128-bit-14-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced-cooling-freeze-fan-stop,Sxhlseller,,,,,,,,China,,,,,,,,,,8.66 x 5.91 x 1.97 inches (22 x 15 x 5 cm),,,4 GB,,,,,650 MHz,,,B0CNDD45B6,,Sxhlsellerzb5gy01mst,,,AMD Radeon HD 7670,,,,,,,,,,,,Sxhlseller,,,,PCI Express,,,,,"November 15, 2023"
Zotac Gaming GF RTX 4070 Supert,MAD 9142,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JUJSBUSEK-gaming-gf-rtx-4070-supert,Sxhlseller,,,,,,,,China,,,,,,,,,,8.66 x 5.91 x 1.97 inches (22 x 15 x 5 cm),,,4 GB,,,,,650 MHz,,,B0CNDD45B6,,Sxhlsellerzb5gy01mst,,,AMD Radeon HD 7670,,,,,,,,,,,,Sxhlseller,,,,PCI Express,,,,,"November 15, 2023"
"EVGA GeForce RTX 3060 Ti FTW Ultra Gaming, 08G-P5-3667-KL, 8GB GDDR6, iCX3 Cooling, ...",MAD 6875,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1CELCSDMW-evga-geforce-rtx-3060-ti-ftw-ultra-gaming-08g-p5-3667-kl-8gb-gddr6-icx3-cooling-argb-led-lhr,Sxhlseller,,,,,,,,China,,,,,,,,,,8.66 x 5.91 x 1.97 inches (22 x 15 x 5 cm),,,4 GB,,,,,650 MHz,,,B0CNDD45B6,,Sxhlsellerzb5gy01mst,,,AMD Radeon HD 7670,,,,,,,,,,,,Sxhlseller,,,,PCI Express,,,,,"November 15, 2023"
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,MAD 8523,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICAIIAHD4-asus-tuf-gaming-geforce-rtx-4060-ti-oc-edition-gaming-graphics-card-pcie-4-0-8gb-gddr6-dlss-3-hdmi-2-1a-displayport-1-4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF RTX 4090 OC Graphics Card PCIe 4.0, 24GB 384Bit GDRR6X, HDMI 2.1a, DP ...",MAD 38316,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G868GJ0LM-asus-tuf-rtx-4090-oc-graphics-card-pcie-4-0-24gb-384bit-gdrr6x-hdmi-2-1a-dp-1-4a-argb-w-anti-sag-rgb-holder-sps-hdmi-2-1-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HD 7670 Graphics Card, 4GB GDDR5 Gaming Graphics Card, 128bit Computer PC Gaming ...",MAD 699,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IIUVIEVHE-sxhlseller-hd-7670-graphics-card-4gb-gddr5-gaming-graphics-card-128bit-computer-pc-gaming-video-graphics-card-with-hdmi-dp-dvi-supports-directx-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC Gaming GeForce RTX  3090 Trinity OC 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0 ...,MAD 22452,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/216W2YTQ-zotac-gaming-geforce-rtx-3090-trinity-oc-24gb-gddr6x-384-bit-19-5-gbps-pcie-4-0-gaming-graphics-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL 38XNM NVIDIA Quadro 4000 2GB GDDR5 400 MHz PCI-E Graphics Card,MAD 1897,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/169GFR8UC-dell-38xnm-nvidia-quadro-4000-2gb-gddr5-400-mhz-pci-e-graphics-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GT610 2GB DDR3 Graphics Card, 64bit 810MHZ 2GB DDR3 Graphics Card, 2560x1600 PC ...",MAD 740,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/BO4LBOP8W-gt610-2gb-ddr3-graphics-card-64bit-810mhz-2gb-ddr3-graphics-card-2560x1600-pc-video-card-pci-express-2-0-dvi-vga-hdmi-low-profile-graphics-card,Dpofirs,,,,,,,,China,,,,,,,,,,7.95 x 6.02 x 1.5 inches (20.2 x 15.3 x 3.8 cm),,,2 GB,,,,,810 MHz,,8.1 ounces (229.64 grams),B0C2J422XZ,,Dpofirs5h4k738y2e,,,NVIDIA [specific model unknown],,,,,,,,,,,,Dpofirs,,,,VGA,,,,,"April 14, 2023"
"EVGA GeForce GT 640 2048MB GDDR3 Dual DVI, mHDMI Graphics Cards 02G-P4-2645-KR",MAD 2789,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1BSCJP7C-evga-geforce-gt-640-2048mb-gddr3-dual-dvi-mhdmi-graphics-cards-02g-p4-2645-kr,GALAX,,,,,,,,China,,,,,,,,,,13.03 x 7.68 x 2.87 inches (33.1 x 19.5 x 7.3 cm),,,12 GB,,,,,2490 MHz,,2.48 pounds (1.12 kg),B0DBQHTPMP,,,,,NVIDIA GeForce RTX 4070,,,,,,,,,,,,GALAX,,,,"DisplayPort, HDMI",,,,,"July 31, 2024"
Zotac Gaming GF RTX 4070 Supert,MAD 9142,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JUJSBUSEK-gaming-gf-rtx-4070-supert,GALAX,,,,,,,,China,,,,,,,,,,13.03 x 7.68 x 2.87 inches (33.1 x 19.5 x 7.3 cm),,,12 GB,,,,,2490 MHz,,2.48 pounds (1.12 kg),B0DBQHTPMP,,,,,NVIDIA GeForce RTX 4070,,,,,,,,,,,,GALAX,,,,"DisplayPort, HDMI",,,,,"July 31, 2024"
Quadro P400 Graphics Card Performance for Gaming Video Editing,MAD 1095,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MP3GNIWSC-quadro-p400-graphics-card-performance-for-gaming-video-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF RTX 4090 OC Graphics Card PCIe 4.0, 24GB 384Bit GDRR6X, HDMI 2.1a, DP ...",MAD 38316,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G868GJ0LM-asus-tuf-rtx-4090-oc-graphics-card-pcie-4-0-24gb-384bit-gdrr6x-hdmi-2-1a-dp-1-4a-argb-w-anti-sag-rgb-holder-sps-hdmi-2-1-cable,‎VisionTek,,,,,,,,‎China,,,‎Radeon HD 6350 Graphic Card,‎6.6 x 2.2 x 0.7 inches,,,‎English,,,,,‎Information Not Available,1 GB,‎1 GB,‎6.6 x 2.2 x 0.7 inches,,,650 MHz,,‎1.6 ounces,,,‎900479,,,AMD Radeon,‎2048 x 1536,,,,‎No,,,,‎1200 MHz,,,VisionTek,,,,"VGA, DVI, HDMI",,,,‎AMD,2021-04-13 09:17:04
"GALAX GeForce RTX  4070 D6 1-Click OC 2X, Xtreme Tuner App Control, 12GB, GDDR6, ...",MAD 7640,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MJTYXYPFQ-galax-geforce-rtx-4070-d6-1-click-oc-2x-xtreme-tuner-app-control-12gb-gddr6-192-bit-dp-3-hdmi-2-1-dlss-3-gaming-graphics-card,‎VisionTek,,,,,,,,‎China,,,‎Radeon HD 6350 Graphic Card,‎6.6 x 2.2 x 0.7 inches,,,‎English,,,,,‎Information Not Available,1 GB,‎1 GB,‎6.6 x 2.2 x 0.7 inches,,,650 MHz,,‎1.6 ounces,,,‎900479,,,AMD Radeon,‎2048 x 1536,,,,‎No,,,,‎1200 MHz,,,VisionTek,,,,"VGA, DVI, HDMI",,,,‎AMD,2021-04-13 09:17:04
"EVGA GeForce RTX 3060 Ti FTW Ultra Gaming, 08G-P5-3667-KL, 8GB GDDR6, iCX3 Cooling, ...",MAD 6875,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1CELCSDMW-evga-geforce-rtx-3060-ti-ftw-ultra-gaming-08g-p5-3667-kl-8gb-gddr6-icx3-cooling-argb-led-lhr,‎VisionTek,,,,,,,,‎China,,,‎Radeon HD 6350 Graphic Card,‎6.6 x 2.2 x 0.7 inches,,,‎English,,,,,‎Information Not Available,1 GB,‎1 GB,‎6.6 x 2.2 x 0.7 inches,,,650 MHz,,‎1.6 ounces,,,‎900479,,,AMD Radeon,‎2048 x 1536,,,,‎No,,,,‎1200 MHz,,,VisionTek,,,,"VGA, DVI, HDMI",,,,‎AMD,2021-04-13 09:17:04
"HD 7670 Graphics Card, 4GB GDDR5 Gaming Graphics Card, 128bit Computer PC Gaming ...",MAD 699,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IIUVIEVHE-sxhlseller-hd-7670-graphics-card-4gb-gddr5-gaming-graphics-card-128bit-computer-pc-gaming-video-graphics-card-with-hdmi-dp-dvi-supports-directx-11,‎Asus,‎Black,,‎Dedicated,ASUS,,,,,‎4K Ultra HD,‎18000 GHz,‎TUF-RTX4060TI-O8G-GAMING,‎13.9 x 6.24 x 0.1 cm; 1.8 kg,,8GB,,NVIDIAGeForceRTX4060TI,‎unknown,,,,,‎8 GB,,PCIExpressSlot4,,,‎PCI-Express x4,‎1.8 kg,,"GraphicsCard,Manual",‎90YV0J50-M0NA00,,"DisplayPort,HDMI",‎NVIDIA GeForce RTX 4060TI,,‎No,,‎120 Volts,,,‎1000 watts,2595MHz,,‎ASUS,,‎ASUS,Gaming,,,,‎Handheld,GDDR6,‎GDDR6,,24 May 2023
"VisionTek Radeon 6350 1GB DDR3 DVI-I, HDMI, VGA",MAD 815,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/129CV1US-visiontek-products-radeon-6350-1gb-ddr3-graphics-cards-900479,‎Asus,‎Black,,‎Dedicated,ASUS,,,,,‎4K Ultra HD,‎18000 GHz,‎TUF-RTX4060TI-O8G-GAMING,‎13.9 x 6.24 x 0.1 cm; 1.8 kg,,8GB,,NVIDIAGeForceRTX4060TI,‎unknown,,,,,‎8 GB,,PCIExpressSlot4,,,‎PCI-Express x4,‎1.8 kg,,"GraphicsCard,Manual",‎90YV0J50-M0NA00,,"DisplayPort,HDMI",‎NVIDIA GeForce RTX 4060TI,,‎No,,‎120 Volts,,,‎1000 watts,2595MHz,,‎ASUS,,‎ASUS,Gaming,,,,‎Handheld,GDDR6,‎GDDR6,,24 May 2023
ZOTAC Gaming GeForce RTX  3090 Trinity OC 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0 ...,MAD 22452,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/216W2YTQ-zotac-gaming-geforce-rtx-3090-trinity-oc-24gb-gddr6x-384-bit-19-5-gbps-pcie-4-0-gaming-graphics-card,‎Asus,‎Black,,‎Dedicated,ASUS,,,,,‎4K Ultra HD,‎18000 GHz,‎TUF-RTX4060TI-O8G-GAMING,‎13.9 x 6.24 x 0.1 cm; 1.8 kg,,8GB,,NVIDIAGeForceRTX4060TI,‎unknown,,,,,‎8 GB,,PCIExpressSlot4,,,‎PCI-Express x4,‎1.8 kg,,"GraphicsCard,Manual",‎90YV0J50-M0NA00,,"DisplayPort,HDMI",‎NVIDIA GeForce RTX 4060TI,,‎No,,‎120 Volts,,,‎1000 watts,2595MHz,,‎ASUS,,‎ASUS,Gaming,,,,‎Handheld,GDDR6,‎GDDR6,,24 May 2023
ZOTAC Gaming GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 ...,MAD 4975,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/R47ZBSC-zotac-gaming-geforce-rtx-3060-twin-edge-oc-12gb-gddr6-192-bit-15-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-cooling-active-fan-control-freeze-fan,ASUS,,,,,,,,,,,,13.7 x 5.91 x 2.87 inches (34.8 x 15 x 7.3 cm),,,,,,,,,24 GB,,,,,2565 MHz,,10 pounds (4.54 kg),B0CT94YYXF,,,,,NVIDIA,,,,,,,,,,,,ASUS,,,,"DisplayPort, HDMI",,,,,"January 25, 2024"
DELL 38XNM NVIDIA Quadro 4000 2GB GDDR5 400 MHz PCI-E Graphics Card,MAD 1897,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/169GFR8UC-dell-38xnm-nvidia-quadro-4000-2gb-gddr5-400-mhz-pci-e-graphics-card,ASUS,,,,,,,,,,,,13.7 x 5.91 x 2.87 inches (34.8 x 15 x 7.3 cm),,,,,,,,,24 GB,,,,,2565 MHz,,10 pounds (4.54 kg),B0CT94YYXF,,,,,NVIDIA,,,,,,,,,,,,ASUS,,,,"DisplayPort, HDMI",,,,,"January 25, 2024"
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,MAD 8523,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICAIIAHD4-asus-tuf-gaming-geforce-rtx-4060-ti-oc-edition-gaming-graphics-card-pcie-4-0-8gb-gddr6-dlss-3-hdmi-2-1a-displayport-1-4a,ASUS,,,,,,,,,,,,13.7 x 5.91 x 2.87 inches (34.8 x 15 x 7.3 cm),,,,,,,,,24 GB,,,,,2565 MHz,,10 pounds (4.54 kg),B0CT94YYXF,,,,,NVIDIA,,,,,,,,,,,,ASUS,,,,"DisplayPort, HDMI",,,,,"January 25, 2024"
ASUS STRIX GeForce GTX 960 Overclocked 2 GB DDR5 128-bit DisplayPort HDMI 2.0 DVI-I ...,MAD 2789,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/KDXXFUJC-asus-strix-geforce-gtx-960-overclocked-2-gb-ddr5-128-bit-displayport-hdmi-2-0-dvi-i-graphics-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF RTX 4090 OC Graphics Card PCIe 4.0, 24GB 384Bit GDRR6X, HDMI 2.1a, DP ...",MAD 37837,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJK3JPDZS-asus-tuf-rtx-4090-oc-graphics-card-pcie-4-0-24gb-384bit-gdrr6x-hdmi-2-1a-dp-1-4a-argb-w-anti-sag-rgb-holder-dino-dp-to-hdmi-converter-sps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI GeForce RTX 4070 Ti SUPER 16G GAMING SLIM STALKER 2 EDITION Graphics Card - RTX ...,MAD 18365,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MQ0GYWVGU-msi-geforce-rtx-4070-ti-super-16g-game-slim-stalker-2-edition-graphics-card-stalker-2-gamecode-rtx-4070-ti-gpu-16gb-gddr6x-21-gbps-256-bit-pcie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigabyte GeForce RTX 4070 Ti AORUS Elite 12GB Graphics Card - 12GB DDRX6 21Gbps ...,MAD 15668,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8DXOVNN4K-gigabyte-rtx-4070ti-aorus-e-12gd,EVGA,,,,,,,,,,,11G-P4-2383-KR,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,GeForce RTX 2080 Ti,,11 GB,11 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1650 MHz,,3.25 pounds (1.47 kg),B07GHW9VJZ,,11G-P4-2383-KR,,,NVIDIA GeForce RTX 2080 Ti,3840x2160,,,,No,,,,14000 MHz,,,EVGA,,,,"DisplayPort 1.4, HDMI 2.0b",,,,NVIDIA,"August 19, 2018"
Yeston Radeon RX 550 GDDR5 1183MHz 512processors Video Cards PCIExpress 3.0 ...,MAD 1819,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IDM1DPVH6-radeon-rx-550-gddr5-1183mhz-512processors-video-cards-pciexpress-3-0-directx12-single-slot-4-hdmi-compatible-graphics-card-of-desktop-2g-gb,EVGA,,,,,,,,,,,11G-P4-2383-KR,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,GeForce RTX 2080 Ti,,11 GB,11 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1650 MHz,,3.25 pounds (1.47 kg),B07GHW9VJZ,,11G-P4-2383-KR,,,NVIDIA GeForce RTX 2080 Ti,3840x2160,,,,No,,,,14000 MHz,,,EVGA,,,,"DisplayPort 1.4, HDMI 2.0b",,,,NVIDIA,"August 19, 2018"
"Geforce GTX 750 Ti Graphics Card, 4GB GDDR5 128-bit, DVI-D, HDMI, VGA, Low Profile, ...",MAD 1286,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LTC71WXNY-saplos-geforce-gtx-750-ti-graphics-card-4gb-gddr5-128-bit-dvi-d-hdmi-vga-low-profile-video-card-pc-gpu-pci-express-x16,EVGA,,,,,,,,,,,11G-P4-2383-KR,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,GeForce RTX 2080 Ti,,11 GB,11 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1650 MHz,,3.25 pounds (1.47 kg),B07GHW9VJZ,,11G-P4-2383-KR,,,NVIDIA GeForce RTX 2080 Ti,3840x2160,,,,No,,,,14000 MHz,,,EVGA,,,,"DisplayPort 1.4, HDMI 2.0b",,,,NVIDIA,"August 19, 2018"
"QTHREE GT 730 4GB 64Bit DDR3 Graphics Card,2X HDMI,VGA,DP,Computer Video Cards for ...",MAD 1286,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G7LJF31RI-qthree-geforce-gt-730-4gb-64bit-ddr3-graphics-card-2x-hdmi-vga-dp-computer-video-cards-for-pc-gaming-gpu-pci-e-x8-2-0-support-4-monitors-win11-directx,EVGA,,,,,,,,,,,11G-P4-2383-KR,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,GeForce RTX 2080 Ti,,11 GB,11 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1650 MHz,,3.25 pounds (1.47 kg),B07GHW9VJZ,,11G-P4-2383-KR,,,NVIDIA GeForce RTX 2080 Ti,3840x2160,,,,No,,,,14000 MHz,,,EVGA,,,,"DisplayPort 1.4, HDMI 2.0b",,,,NVIDIA,"August 19, 2018"
