title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Operating System,Number of Cores,Processor Name,Processor Speed,Internal Memory,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Third Party App Support,Other Connectivity Features,Display Resolution,Display Size,Display Type,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Number of Buttons,Other Watch Functions,Speaker,Microphone,Voice Control,Width,Height,Thickness,Weight,Domestic Warranty,Notification,Notification Type,Other Features,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Chronograph,Language,Audio Features,Gesture Control,Other Multimedia Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Talk time,Stand By Time,Dial Color,Maximum Operating Altitude,RAM,Flash,Supported Audio Format,Other Dimensions,International Warranty,Diameter,Expandable Memory,Video Features,Primary Camera,Speaker Volume,Supported Video Format,HD Recording,HD Playback,Compatible Operating System
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_361&otracker=search&fm=organic&iid=en_kqZ2fajB_Q2Ibyon6LhKjJFqihLXI7Mtb2T1qaonWJyLh3dsxwLtfkQ-phMaCiFJ8TuAwfb3TxCDxpix2eklfQ%3D%3D&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 280 Pixels,1.85 inch,TFT,No,Yes,Yes,Yes,100+ Workout Modes,Date and Time,No,No,Yes,,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,Yes,High Brightness,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,600 Hr,Multicolour,,,,,,,,,,,,,,,
Titan Celestor|India's Most Accurate In-Built GPS |Alti...,"₹9,995",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/d/4/-original-imah63gfzgvmnmwq.jpeg?q=70,https://www.flipkart.com/titan-celestor-india-s-most-accurate-in-built-gps-altimeter-barometer-compass-strava-smartwatch/p/itme4b20b63ad2d1?pid=SMWHFZTB7UH5NYQK&lid=LSTSMWHFZTB7UH5NYQKLNVY1I&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_365&otracker=search&fm=organic&iid=c5d74333-ed70-4921-b744-8790c91acb59.SMWHFZTB7UH5NYQK.SEARCH&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",90206AP02,Celestor|India's Most Accurate In-Built GPS |Altimeter|Barometer|Compass|Strava,Round,Blue,Silicone,Free Size,Yes,Yes,30 m,Fitness & Outdoor,Aluminium,Men & Women,Android & iOS,Blue,Buckle,6 Axis Accelerometer,,Lithium Polymer,120 min,10 Days,Yes,Pogo Pin Charging Cable,,,,,,Yes,Yes,No,Yes,Yes,v5.3,,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications",,,466 x 466 Pixels,36.322 mm,AMOLED,No,Yes,Yes,Yes,"Auto Stress Monitor, 24x7 HRM, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Breathe Exercise, 100+ Multisport with GPS",Yes,Yes,No,Yes,2,"Titan Celestor comes with a Premium Aluminium Design with Pizoelectric Functional Crown, Advanced GPS smartwatch with 1.43"" AMOLED Display with 750 Nits Brightness, 60 Hz Fluid Display. Experience a watch UI like never before with customizable Menu Styles, SingleSync BT Calling, Compass, Altimeter Barometer, and comprehensive Titan Welness Suite with Auto Stress Monitor, 24x7 HRM, SpO2, Sleep Monitor, Women's Health. Enjoy handy features like World Time, My Fitness, 100+ Sports Modes with advanced Goal Setting, Music and Camera Control, Smart Notifications, Brightness and Sound and Vibration control",Yes,Yes,Yes,46.3 mm,46.3 mm,10.8 mm,46.5 g,1 Year,"Call Notifications, Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifications, Other App Notification",Ring and Vibration,"Titan Celestor comes with a Premium Aluminium Design with Pizoelectric Functional Crown, Advanced GPS smartwatch with 1.43"" AMOLED Display with 750 Nits Brightness, 60 Hz Fluid Display. Experience a watch UI like never before with customizable Menu Styles, SingleSync BT Calling, Compass, Altimeter Barometer, and comprehensive Titan Welness Suite with Auto Stress Monitor, 24x7 HRM, SpO2, Sleep Monitor, Women's Health. Enjoy handy features like World Time, My Fitness, 100+ Sports Modes with advanced Goal Setting, Music and Camera Control, Smart Notifications, Brightness and Sound and Vibration control",Camera Control,Yes,,Yes,No,English,Music Control,No,Music Control,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,
"Pebble Ultra Rapid 30 Min Full Charge 1.83"" HD Display,...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/4/y/c/-original-imah2pfcsyuryet9.jpeg?q=70,https://www.flipkart.com/pebble-ultra-rapid-30-min-full-charge-1-83-hd-display-premium-metal-build-bt-calling-smartwatch/p/itm4d20e21a49869?pid=SMWHFYNQXTBWJGFE&lid=LSTSMWHFYNQXTBWJGFE6BJNMT&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_369&otracker=search&fm=organic&iid=c5d74333-ed70-4921-b744-8790c91acb59.SMWHFYNQXTBWJGFE.SEARCH&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"1N Smartwatch, 1N Charging Cable, 1N User Manual, 1N Warranty Card",PFB501,"Ultra Rapid 30 Min Full Charge 1.83"" HD Display, Premium Metal Build, BT Calling",Rectangle,Black,Silicone,Free Size,Yes,Yes,5 m,Fitness & Outdoor,Metal Alloy,Men & Women,Android & iOS,Jet Black,Hook Buckle,G-Sensor,,Lithium Polymer,120 min,Upto 5 Days,Yes,USB Cable,Android & IOS,,,,,Yes,Yes,No,No,No,5.1,No,5 m,"Take Calls, Reject Calls, Speed Dial",,,240*284 pixel,46.48 mm,HD,No,Yes,Yes,Yes,,Date & Time,,,,,,Yes,Yes,No,,,,65 g,1 Year,"Call, Missed Call & Social Media Notification",Vibration,,,Yes,,,,,,,,1 Year Warranty,Repair or Replacement,Manufacturing Defects,Water & Physical Damage,,5 hr,Black,,,,,,,,,,,,,,,
"Melbon H20 Ultra Bluetooth calling, Phone Book,Music Co...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/f/p/50-7-strap-and-one-charger-watch-case-1-earpods-android-ios-original-imah6zyewdw7zrh5.jpeg?q=70,https://www.flipkart.com/melbon-h20-ultra-bluetooth-calling-phone-book-music-control-voice-assis-1-tws-smartwatch/p/itm87f121ced7522?pid=SMWGU5CTQSMVQJS4&lid=LSTSMWGU5CTQSMVQJS4UC9ASR&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_373&otracker=search&fm=organic&iid=c5d74333-ed70-4921-b744-8790c91acb59.SMWGU5CTQSMVQJS4.SEARCH&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,1,"(7 Strap and One Charger, watch case, 1 Earpods)","H20 Ultra Bluetooth calling, Phone Book,Music Control,Voice assis. with 1 - TWS",Rectangle,Pink,Silicone,Free Size,Yes,Yes,0.5 m,"Fitness & Outdoor, Notifier, Watchphone, Health & Medical",TFT Super Amoled Smooth Dial,Men & Women,Android & iOS,Pink,Clip on,Fitness Health Sports G-sensor,"iPhone, Samsung, VIVO, Oppo, MI, Realme, Nokia, Motorola",Lithium Polymer,100 min,3 Days after proper use and Normal Use 7 Days,Yes,Wireless,Android and ios,,,,2 GB,Yes,Yes,No,No,No,5,No,10 m,"Take call, make calls, mute calls, reject calls, SOS calls, Speed dial calls",Hi watch,App and Bluetooth,100X200 pixel,50 mm,AMOLED,Yes,Yes,Yes,Yes,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance, with game",Yes,Yes,Yes,Yes,3,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance,, BT call?Play music?Messages reminder?Pedometer?Distance?Calories?Sleep monitoring?Heart rate?Calendar?Raise-to-wake?Intelligent
voice?Call records?SMS?Alarm?Remote camera?Dial?Phone book?Calculator?Clock?Ringtone settings,body temperature monitor
Waterproof: IP67 Waterproof",Yes,Yes,Yes,,,,100 g,3 Months,"Call, SMS, Health and fitness, SOS, Alert, App notifications",Vibrate and ringing,25+ Apps always on display feature Music Camera Operate,,Yes,"Sunlight Proof display, 2 Inch Large Display, All words & apps clearly view no small app no small word, Amoled display",No,No,English,,"Make Calls, Answer Calls, Mute Rejects Calls, Missed calls show, Contacts",Streaming musicVoice assistanceNotificationsMake call and received call,3 Month Warranty,NA,Manufacturing Defects,Physical Damage,5 hr,50 hr,Gold,10 m,1 GB,Yes,,Standard,0 Months,,,,,100 dB,,,,
"boAt Lunar Vista w/ 3.8 cm(1.52"") HD & Always On Displa...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/p/x/-original-imah4rgecdbyhptn.jpeg?q=70,https://www.flipkart.com/boat-lunar-vista-w-3-8-cm-1-52-hd-always-display-bt-calling-functional-crown-smartwatch/p/itmeb8245d23caf1?pid=SMWH4DGGD4QRQ6GC&lid=LSTSMWH4DGGD4QRQ6GC4I35MX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_377&otracker=search&fm=organic&iid=en_kqZ2fajB_Q2Ibyon6LhKjJFqihLXI7Mtb2T1qaonWJxAUois44ctYoxDspgrMyNhllAkA60jOZWXLRHFTlC3XvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"Smartwatch, Charging Cable, User Manual",Lunar Vista,"Lunar Vista w/ 3.8 cm(1.52"") HD & Always On Display,BT Calling, Functional Crown",Round,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"HR, SpO2 & G-sensor",,,,Upto 7 days,,,,,,,,Yes,Yes,,,,,,,,,,360 x 360 Pixels,38.6 mm,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,1 year warranty from the date of purchase,Reach out to us at info@imaginemarketingindia.com,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/9/a/w/-original-imah8mtk5qagwhhz.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itm8e3a483f91c22?pid=SMWGMHUGET5DCJ3C&lid=LSTSMWGMHUGET5DCJ3CEHZXG3&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_381&otracker=search&fm=organic&iid=en_kqZ2fajB_Q2Ibyon6LhKjJFqihLXI7Mtb2T1qaonWJwWWN9N6nyYof0R3Nv71sp5dtzZxe4yRgN_bFYLubft3Q%3D%3D&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Rectangle,Green,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Green,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",,,240 x 280 Pixels,1.69 Inch,TFT,No,Yes,Yes,Yes,60 Workout Modes,Date and Time,No,No,Yes,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year,"Social Media, Messages, Incoming Calls, Emails",Vibrate,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",,Yes,High Brightness,No,No,English,,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,288 Hr,Multicolour,,,,,,,,,,,,,,,
"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, B...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/y/z/-original-imah2thzefd9wnfe.jpeg?q=70,https://www.flipkart.com/noise-icon-buzz-1-69-display-bluetooth-calling-built-in-games-voice-assistant-smartwatch/p/itmb78a13b82fc57?pid=SMWGUA5YUFRUW5CQ&lid=LSTSMWGUA5YUFRUW5CQFX33AP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_385&otracker=search&fm=organic&iid=c5d74333-ed70-4921-b744-8790c91acb59.SMWGUA5YUFRUW5CQ.SEARCH&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"1x Smartwatch, Charging Cable, User Manual, Thank You Card",wrb-sw-colorfiticonbuzz-mtl-blk_blk,"Icon Buzz 1.69"" Display with Bluetooth Calling, Built-In Games, Voice Assistant",Rectangle,Black,Stainless steel,Regular,Yes,Yes,1 m,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Elite Black,,"Heart Rate, SpO2","iPhone, Android Smartphones",,120 min,7 Days,Yes,Magnetic Charger,,,,,,Yes,Yes,,,Yes,v5.1,Yes,10 m,"Reject Calls, Take Calls, Speed Dial",NoiseFit Track App,,240 x 280 pixel,1.69 inch,LCD,Yes,Yes,Yes,Yes,"Keep a closer eye on your health with ColorFit Icon Buzz, that comes with SpO2, sleep and 24/7 heart rate monitor.",Yes,,Yes,Yes,,Bluetooth Calling | Voice Assistant | Built-in Games | 7-day battery | Cloud-based watch faces | SpO2 monitor | 1.69’’ TFT LCD display | 24/7 heart rate monitor | IP67 waterproof | Weather Report,Yes,Yes,Yes,,,,50 g,1 Year,"Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",,"• Bluetooth calling: Make the smart call with Noise’s first Bluetooth calling smartwatch, loaded with smart features.
• Voice Assistance (AI voice assistance): From making calls, playing music, checking the weather, let your smartwatch do as you command, thanks to ColorFit Icon Buzz’s voice assistance feature.
• 1.69” TFT LCD display: Maximise your viewing experience with ColorFit Buzz’s stunning 1.69” TFT LCD display.
• In-built games: ColorFit Icon Buzz is more than just fitness, it’s your partner in fun, with 2 in-built games.
• Noise Health Suite: Keep a closer eye on your health with ColorFit Icon Buzz, that comes with SpO2, sleep and 24/7 heart rate monitor.
• Up to 7-day battery: Empower your workouts with ColorFit Icon Buzz’s up to 7-day battery.
• 100+ watch faces: Different faces for different moods. Get more than 100 cloud-based &
customisable watch faces with ColorFit Icon Buzz.
• IP67 Waterproof: Be adventure ready with IP67 rated waterproof ColorFit Icon Buzz.
• Weather report: Take a weather check before making plans, with ColorFit Icon Buzz’s weather report feature.",,,1.69” TFT LCD Display,,,,,"Change Music, Answer Calls",,1 Year Manufacturer Warranty,,Manufacturing Defects,Physical Damage,,,Black,,,,,,,,,,,,,,,
"boAt Wave Genesis with 1.96'' HD Display, BT Calling, F...","₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/m/x/-original-imagyxxfvz7ujnfc.jpeg?q=70,https://www.flipkart.com/boat-wave-genesis-1-96-hd-display-bt-calling-functional-crown-metal-body-smartwatch/p/itm52fdd1bf135fc?pid=SMWGQHN4YECVX25Z&lid=LSTSMWGQHN4YECVX25ZT1FNSH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_389&otracker=search&fm=organic&iid=c5d74333-ed70-4921-b744-8790c91acb59.SMWGQHN4YECVX25Z.SEARCH&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,Wave Genesis::‎User Manual::Warranty Card::USB Magnetic Charging Cable,Wave Genesis,"Wave Genesis with 1.96'' HD Display, BT Calling, Functional Crown & Metal Body",Rectangle,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"HR, SpO2 & G-sensor",,,,Upto 7 days,,,,,,,,Yes,Yes,,,,,,,,,,240 x 292 Pixel,1.96 Inch,,,,Yes,Yes,100+ Sports Modes,Yes,,Yes,Yes,,,Yes,Yes,,,,,,1 Year,"Text, Call and Social media",,,,,,,,,,,,1 year warranty from the date of purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,,,,,,,,,,,,,,,,,,,
"Fire-Boltt Retro 39.1mm (1.54) Display, Bluetooth call,...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/3/q/-original-imah7yt6gdntymfg.jpeg?q=70,https://www.flipkart.com/fire-boltt-retro-39-1mm-1-54-display-bluetooth-call-voice-assistance-steel-straps-smartwatch/p/itm4194f1360ade7?pid=SMWGXE8UUZGUNFE6&lid=LSTSMWGXE8UUZGUNFE6S0DGOS&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_393&otracker=search&fm=organic&iid=c5d74333-ed70-4921-b744-8790c91acb59.SMWGXE8UUZGUNFE6.SEARCH&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW175,"Retro 39.1mm (1.54) Display, Bluetooth call, Voice Assistance, Steel Straps",Square,Black,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Stainless Steel,Men & Women,Android & iOS,Black,Buckle,"Accelerometer, Heart Rate Monitor (HRM), Microphone/Speaker, Pulse Oximeter, Capacitive Touchscreen",All Android & iOs compatible devices,Lithium Ion,180 min,Upto 5 days based upon usage,Yes,USB Cable,,,,,,Yes,Yes,No,No,No,v5.0 + v3.0,No,10 m,"Reject Calls, Take Calls",,,240 x 240 Pixel,39.116 mm,TFT,Yes,Yes,Yes,Yes,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count, Distance Measurement, Multiple Sports Mode",,No,No,Yes,2,,Yes,Yes,,50.4 mm,13.6 mm,13.6 mm,600 g,1 Year,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibrate,,,No,1.54 inch TFT colorful screen resolution: 240*240,No,No,English German Korean Spanish Japanese French Russian Arabic Ukrainian Italian Portuguese,,,,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,Physical & Water Damage,,,,,,,,,,39.116 mm,,,,,,,,
"boAt Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Scr...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/q/v/-original-imahywudnnfshaw6.jpeg?q=70,https://www.flipkart.com/boat-wave-sigma-3-w-turn-navigation-2-01-screen-crest-app-qr-code-tray-smartwatch/p/itm3f08df7e15f6b?pid=SMWGYZW6Z3DYG8VC&lid=LSTSMWGYZW6Z3DYG8VCMHWTCK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_397&otracker=search&fm=organic&iid=en_kqZ2fajB_Q2Ibyon6LhKjJFqihLXI7Mtb2T1qaonWJykUYF7UJOSza1JU_aTpMDbrCjP5QcthBmjxQWsUhBOt4nfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=uk9o4ao6kw0000001738114036350&qH=87968ec020b2016b,1/29/2025 2:27,"Smartwatch, ?User Manual, Warranty Card, USB Magnetic Charging Cable",Wave Sigma 3,"Wave Sigma 3 w/ Turn By Turn Navigation, 2.01"" Screen, Crest App, QR Code Tray",Rectangle,Black,Silicone,One Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"Heart Rate, SpO2, G Sensor",,,,Upto 7 days,,,"iOS 9 and Above, Android 6 and Above",,,,,Yes,Yes,,,,,,,,,,240 x 296 Pixels,51 mm,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,1 Year,"Text, Call and Social Media",,,,,,,,,,,,1 Year Warranty from the Date of Purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹949,4,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_401&otracker=search&fm=organic&iid=en_Ea3B9AkIfHGdxSgFh5A-KIYzVofd0PFkXd19maMO5qQ4vJbRIAHwUYYA5vSg3-aS8TuAwfb3TxCDxpix2eklfQ%3D%3D&ppt=None&ppn=None&ssid=0wkk69u0yo0000001738114066418&qH=87968ec020b2016b,1/29/2025 2:27,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 280 Pixels,1.85 inch,TFT,No,Yes,Yes,Yes,100+ Workout Modes,Date and Time,No,No,Yes,,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,Yes,High Brightness,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,600 Hr,Multicolour,,,,,,,,,,,,,,,
