title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",3.8,"5,144 Ratings & 433 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_212&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCPYSHqNaHs_iEPfiBJtczcB0PXO9Pulw9_QxjXpMTEYpg%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,MON-0065,-,Black,43.18 cm (17 inch) LED Display,LED Backlit Backlight,VA Panel,1280x1024 pixels,,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,5:04,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",,-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,18 W (Operational),"Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,-,-,-,,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",,Yes,No,"Windows 10, Windows 8, Windows 7",-,370 mm,375 mm,370 mm,2.8 kg,200 mm,370 mm,370 mm,2.7 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,-,-,,
HP 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (X27c),"₹19,999",4.4,99 Ratings & 20 Reviews,https://rukminim2.flixcart.com/image/312/312/ktaeqvk0/monitor/c/m/y/x27c-full-hd-32g12aa-hp-original-imag6nwxzkhfrpuk.jpeg?q=70,https://www.flipkart.com/hp-68-58-cm-27-inch-curved-full-hd-led-backlit-va-panel-gaming-monitor-x27c/p/itmc95e63a9da0af?pid=MONG5H2QKVBZY6PS&lid=LSTMONG5H2QKVBZY6PSF4LUV6&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_213&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONG5H2QKVBZY6PS.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,X27c,,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Display Cable, Warranty Card, Product Notice, AC Power Cord",Curved,FHD (1920 x 1080),,,"165 Hz (Analog), 165 Hz (Digital)",,16.9,3000:01:00,,,1 ms,350 nits (2D),,,,,No,,,,,No,No,No,No,,,,,,"Yes, 1 x HDMI 2.0 Port",,,Yes,,Yes,Yes,,,,,,,-5 to 20,,,,,,,,,,,,"Adjustable Stand, Curved Display, VESA Mountable, Sustainable, Adaptive Sync, Gaming Console Compatible, Eyesafe Certified, Low Blue Light Mode, Anti-glare, 1500R Curvature, Height Adjustable, AMD FreeSync, Premium, Gaming Console Compatible",611.3 mm,511.1 mm,211.5 mm,6.6 kg,611.3 mm,367.7 mm,85.3 mm,,3 Years Warranty Provided by the Manufacturer from Date of Purchase,Manufacturing Defects,Physical Damages,3 Year,,,"Audio In, Audio Out",
"LG Ultra Fine Monitor 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel with VESA DisplayHDR 400, U...","₹30,500",4.6,64 Ratings & 8 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/u/i/r/-original-imagpyayuzx2n6yb.jpeg?q=70,https://www.flipkart.com/lg-ultra-fine-monitor-68-58-cm-27-inch-4k-hd-led-backlit-ips-panel-vesa-displayhdr-400-usb-type-c-dci-p3-95-color-gamut-3-side-virtually-borderless-display-height-pivot-tilt-adjustable-stand-27up850n-wt-atrdckn/p/itm13b1f3109c5d2?pid=MONGHQ6Z2FQHQUTN&lid=LSTMONGHQ6Z2FQHQUTNMQMNGJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_214&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONGHQ6Z2FQHQUTN.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,27UP850N-WT.ATRDCKN,Ultra Fine Monitor,White,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,IPS Panel,3840 x 2160 pixels,,4K Ultra HD,,"1 Monitor, Power Cord, Cable",Flat,,Anti-glare,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,178° (2D),178° (2D),5 ms,400 Nits (2D),,95%,,,,,,,,,Yes,,,,,,"AC 100 - 240 V, 50/60 Hz",0.3 W (Standby),"Yes, 2",,,,,Yes,,,,,,,,,,100 x 100 mm,,,,,,,,,,,61.35 cm,,23.93 cm,5.9 kg,,36.35 cm,,4.1 kg,3 Years Warranty On Parts and Labor,Manufacturing Defects,Physical Damages,3 Year,,,Audio Out,
ViewSonic 39.62 cm (15.6 Inch) Full HD LED Backlit IPS Panel with AudioVisual Extension for Mobiles & ...,"₹11,999",4.1,19 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/m/4/-original-imah45n2seezqzgy.jpeg?q=70,https://www.flipkart.com/viewsonic-39-62-cm-15-6-inch-full-hd-led-backlit-ips-panel-audiovisual-extension-mobiles-laptops-usb-type-c-port-foldable-stand-pivot-able-display-portable-monitor-va1655/p/itm0608943ffa3a5?pid=MONGHFC4YHBJC2UG&lid=LSTMONGHFC4YHBJC2UGMINST0&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_215&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONGHFC4YHBJC2UG.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,VA1655,,Black,39.62 cm (15.6 Inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Sleeve Case, 1 m USB Type-C Cable (Male - Male) for Power, 1.5 m Mini HDMI to HDMI Cable (V1.4, Male - Male), Quick Start Guide",Flat,,,16.2 m Colors,"60 Hz (Analog), 60 Hz (Digital)",60 Hz,16:09,800:01:00,"178° (2D), 178° (3D)",178° (2D),7 ms,250 nits (2D),0.179 mm,64% SRGB,,,No,,,,,"Yes, 2 Speakers  with 1 W Power Output Per Speaker",Yes,No,Yes,2,,1,DC 5 V/9 V/12 V/15 V/20 V,"7 W (Operational), 0.3 W (Standby)","Yes, 1 x HDMI 1.4 Port",No,No,No,1,Yes,No,,,,,,,,,,,,,No,,14 Languages,Yes,Yes,,,359 mm,227 mm,17 mm,0.7 kg,359 mm,227 mm,17 mm,0.7 kg,3 Years Manufacturer Warranty,Manufacturing Defects Only,Physical Damage,3 Year,,,Audio Out,
"BenQ GW 55.88 cm (22 inch) Full HD LED Backlit IPS Panel Bezel-Less, Eye Care, Anti-Glare, Low Blue Li...","₹7,298",4.4,"1,718 Ratings & 277 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/1/5/-original-imagwcddyrshqve9.jpeg?q=70,https://www.flipkart.com/benq-gw-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-bezel-less-eye-care-anti-glare-low-blue-light-brightness-intelligence-dual-hdmi-vga-1wx2-speakers-vesa-wall-mountable-monitor-gw2283/p/itmfc9kkp8maqfyr?pid=MONFC9KKZ4Q2BH9U&lid=LSTMONFC9KKZ4Q2BH9UW6CLGJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_216&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONFC9KKZ4Q2BH9U.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,GW2283,GW,Black,55.88 cm (22 inch) LED Backlit Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,No,Full HD,,"1 Monitor, Power Cord (1.5 m), D-sub Cable (1.5 m)",Flat,,,16.7 M Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,3000:01:00,178° (2D),178° (2D),5 ms,250 nits (2D),0.248 mm,72% NTSC,,"TUV Low Blue Light, TUV Flicker Free, TUV High Contrast 3000:1, TUV Intelligent Display, 476.06 mm x 267.79 mm Display Area, 8 bit Color, AMA",,,,,,"Yes, 2 Speakers  with 1 W Power Output Per Speaker",Yes,No,Yes,2,,1,AC 90 - 260 V,"25 W (Operational), 0.5 W (Standby)","Yes, 2 x HDMI 1.4 Port",No,Yes,,,Yes,No,,,,,,,-5 to 20,NA,,VESA,,,,,18 Languages,,Yes,"Windows 10, Windows 7, Windows 8, Windows 8.1","K Locker, Horizontal Frequency: 30 - 83 KHz, Vertical Frequency: 50 - 76 Hz, Video Bandwidth: 205 MHz, MTBF (hr, Exclude Lamp): 60000",,,,,490 mm,27 cm,5.5 cm,,36 Months from the Date of Invoice (DOP),Against Manufacturing Defects,Physical Damage and Damage due to Power,3 Year,"Power Consumption Off Mode: 0.5 W, Power Consumption (Base on Energy Star): 14 W,",,Audio Out,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.2,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/monitor/d/t/m/zeb-pixigo-a16-zeb-kpm-2-full-hd-15-6-2024-zeb-pixigo-a16-zeb-original-imah8mhubfkxh5eg.jpeg?q=90,URL not available,1/29/2025 1:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 1:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",3.8,"5,144 Ratings & 433 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_217&otracker=search&otracker1=search&fm=organic&iid=en_Fjm4Jl0DQcVqN7kbAQQtYRCmIPsLo0VEiYUZ5ZGQK2O3WQHuNC2bdjaS7EkrvN08Q6fcdhNf8Okcc5JgEJNqEA%3D%3D&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,699",3.8,292 Ratings & 25 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm3a01144d4d9aa?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_218&otracker=search&otracker1=search&fm=organic&iid=en_Fjm4Jl0DQcVqN7kbAQQtYRCmIPsLo0VEiYUZ5ZGQK2PaEkhy1VTiLbVlayKawbmmmaFGlQjwXYbmtQ0cOXnc8w%3D%3D&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,MON-0074,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
"MSI 81.28 cm (32 inch) Curved WQHD VA Panel with 1500R Curved� display, Anti-Flicker, Less Blue Light,...","₹25,476",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/t/v/g32cq5p-wqhd-32-2024-g32cq5p-msi-original-imahf4sf678h4hky.jpeg?q=70,https://www.flipkart.com/msi-81-28-cm-32-inch-curved-wqhd-va-panel-1500r-curved-display-anti-flicker-less-blue-light-anti-glare-gaming-monitor-g32cq5p/p/itmc227d1920f451?pid=MONHYF4FFQMYBVDZ&lid=LSTMONHYF4FFQMYBVDZW4GPFF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_219&otracker=search&otracker1=search&fm=organic&iid=c9f7a8c9-d880-460d-80c2-089fb25f5eeb.MONHYF4FFQMYBVDZ.SEARCH&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,G32CQ5P,,Black,81.28 cm (32 inch) LCD Display,,VA Panel,2560 x 1440 pixels,,WQHD,,"1 Monitor, Display Port Cable, HDMI Cable, Power Cable, Stand, User Manual",Curved,1440p,Anti-glare,,"170 Hz (Analog), 170 Hz (Digital)",,16:09,,,,1 ms,250 nits (2D),,"sRGB, 115%",,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
Lenovo 62.23 cm (24.5 Inch) Full HD TN Panel Ultra Slim Bezel Gaming Monitor (G25-10),"₹10,999",4.4,51 Ratings & 8 Reviews,https://rukminim2.flixcart.com/image/312/312/k5bcscw0/monitor/s/c/y/g25-10-65fegac2in-lenovo-original-imafzyxfccgv3fyz.jpeg?q=70,https://www.flipkart.com/lenovo-62-23-cm-24-5-inch-full-hd-tn-panel-ultra-slim-bezel-gaming-monitor-g25-10/p/itmfcf95209ff3cf?pid=MONFNV4KGG5ANSCY&lid=LSTMONFNV4KGG5ANSCYY8UGYN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_220&otracker=search&otracker1=search&fm=organic&iid=c9f7a8c9-d880-460d-80c2-089fb25f5eeb.MONFNV4KGG5ANSCY.SEARCH&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,G25-10,,Black,62.23 cm (24.5 Inch) LED Display,,TN Panel,,No,Full HD,,"Monitor-1 N, Manual - 2 N,",Flat,,,,"144 Hz (Analog), 144 Hz (Digital)",,,,,,1 ms,,,,,,,,,,,,Yes,,,,,,,,"Yes, 1",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,"Accidental Damage, Normal Wear and Tear are Not Covered in the Warranty",,,,,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",4.2,"7,321 Ratings & 791 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_221&otracker=search&otracker1=search&fm=organic&iid=en_Fjm4Jl0DQcVqN7kbAQQtYRCmIPsLo0VEiYUZ5ZGQK2OZ3DpJq8Z_BV5cNV8whCwC-dNvk8X1m3LTQgCPGzYBAQ%3D%3D&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,ZEB -AC32FHD LED,,White,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,,,,,,,,,,,,,,,,,50 W (Standby),Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...","₹7,599",4.3,"1,335 Ratings & 141 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/n/9/-original-imagyahhmczxzhqw.jpeg?q=70,https://www.flipkart.com/lg-60-45-cm-23-8-inch-full-hd-ips-panel-3-side-borderless-display-tilt-able-stand-black-stabilizer-onscreen-control-ergo-design-monitor-24mr400-ba-ctrrmv/p/itm0e25cac2a60d6?pid=MONGW4N96FVHTT7C&lid=LSTMONGW4N96FVHTT7C1RULRO&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_222&otracker=search&otracker1=search&fm=organic&iid=en_Fjm4Jl0DQcVqN7kbAQQtYRCmIPsLo0VEiYUZ5ZGQK2OqdlzQE4qPbfYmjxMrJHgKLouZ3GzXS3b_X5UOXuo-Dw%3D%3D&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,24MR400-BA.CTRRMV,,Black,60.45 cm (23.8 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, Power Cord, HDMI Cable, Stand Body, Stand Base, Adapter, User Manual, Warranty Card",Flat,,,,"100 Hz (Analog), 60 Hz (Digital)",,16:09,,,,5 ms,200 nits (2D),,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...","₹11,799",4.3,152 Ratings & 29 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/6/l/zeb-igm-102-zeb-n27a-full-hd-27-2024-zeb-igm-102-zeb-n27a-original-imah4awzey4fz6ey.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-ips-panel-300-nits-brightness-hdr10-99-srgb-1-x-dp-hdmi-3-5mm-built-in-speakers-anti-glare-display-gaming-monitor-zeb-igm-102-zeb-n27a/p/itmc0b0a3e21eaf1?pid=MONH3NVHAD6T4FG7&lid=LSTMONH3NVHAD6T4FG7HJYBWE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_223&otracker=search&otracker1=search&fm=organic&iid=c9f7a8c9-d880-460d-80c2-089fb25f5eeb.MONH3NVHAD6T4FG7.SEARCH&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,"ZEB-IGM 102,ZEB-N27A",,Black,68.58 cm (27 inch) LED Display,,IPS Panel,1920x1080 pixels,No,Full HD,,"Monitor - 1U, Base - 1U, Stem - 1U, HDMI Cable - 1U, User Manual - 1U, Power Adapter - 1U",Flat,1080p,,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",180 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","178° (2D), 178° (3D)","178° (2D), 178° (3D)",1 ms,"300 nits (2D), 300 nits (3D)",0.3114 mm,,,,,1 ms,,,,"Yes, with 48 W Power Output Per Speaker",Yes,,Yes,,,48,,"48 W (Operational), 48 W (Standby)",Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,616 mm,442 mm,160 mm,3.8 kg,616 mm,365 mm,12 mm,3.14 kg,3 Year Carry into service center,Any manufacturing defect,Any Physical damage or accessories,,,,,
zebion 50.8 cm (20 inch) HD TN Panel Monitor (LED Monitor 20 HD),"₹3,499",3,3 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/2/6/led-monitor-20-hd-hd-20-2023-monitor-zebion-original-imah53whjqhcphxb.jpeg?q=70,https://www.flipkart.com/zebion-50-8-cm-20-inch-hd-tn-panel-monitor-led-20-hd/p/itma982a23f846fe?pid=MONGT89HGPZWNBYM&lid=LSTMONGT89HGPZWNBYMWVL68A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_10_224&otracker=search&otracker1=search&fm=organic&iid=c9f7a8c9-d880-460d-80c2-089fb25f5eeb.MONGT89HGPZWNBYM.SEARCH&ppt=None&ppn=None&ssid=h810vpgrio0000001738111338072&qH=08b5411f848a2581,1/29/2025 1:42,LED Monitor 20 HD,,Black,50.8 cm (20 inch) LED Display,,TN Panel,,,HD,,"1N Monitor, 1N Cable, Power Cord",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer Warranty,Manufacturing Defects Only,Physical and Electrical Damages,1 Year,,,,
